orthogroup	D_carinulata	D_sublineata	A_obtectus	B_siliquastri	C_maculatus	C_chinensis
N0.HOG0007545	0	0	0	0	0	0
N0.HOG0007547	0	1	0	0	0	0
N0.HOG0007548	0	0	0	0	0	0
N0.HOG0007549	1	0	0	0	0	0
N0.HOG0007551	0	0	0	0	0	0
N0.HOG0007552	0	0	0	0	0	0
N0.HOG0007553	0	0	0	0	0	0
N0.HOG0007554	1	0	0	0	0	0
N0.HOG0007555	1	0	0	0	0	0
N0.HOG0007556	1	0	0	0	0	0
N0.HOG0007557	0	0	0	0	0	0
N0.HOG0007559	0	0	0	0	0	0
N0.HOG0007560	0	1	0	0	0	0
N0.HOG0007561	0	0	0	0	0	0
N0.HOG0007562	1	0	0	0	0	0
N0.HOG0007563	0	0	0	0	0	0
N0.HOG0007564	0	0	0	0	0	0
N0.HOG0007565	0	0	0	0	0	0
N0.HOG0007566	0	0	0	0	0	0
N0.HOG0007568	0	0	0	0	0	0
N0.HOG0007569	0	0	0	0	0	0
N0.HOG0007570	0	0	0	0	0	0
N0.HOG0007571	0	0	0	0	0	0
N0.HOG0007572	0	0	0	0	0	0
N0.HOG0007573	0	0	0	0	0	0
N0.HOG0007574	0	0	0	0	0	0
N0.HOG0007575	0	0	0	0	0	0
N0.HOG0007576	0	0	0	0	0	0
N0.HOG0007577	0	0	0	0	0	0
N0.HOG0007578	0	0	0	0	0	0
N0.HOG0007579	0	0	0	0	0	0
N0.HOG0007580	0	0	0	0	0	0
N0.HOG0007581	0	0	0	0	0	0
N0.HOG0007582	0	0	0	0	0	0
N0.HOG0007583	0	0	0	0	0	0
N0.HOG0007584	1	0	0	0	0	0
N0.HOG0007585	0	0	0	0	0	0
N0.HOG0007586	0	0	0	0	0	0
N0.HOG0007587	0	0	0	0	0	0
N0.HOG0007588	0	0	0	0	0	0
N0.HOG0007589	0	0	0	0	0	0
N0.HOG0007590	0	0	0	0	0	0
N0.HOG0007591	0	0	0	0	0	0
N0.HOG0007592	0	0	0	0	0	0
N0.HOG0007593	0	0	0	0	0	0
N0.HOG0007594	0	0	0	0	0	0
N0.HOG0007595	0	0	0	0	0	0
N0.HOG0007596	0	0	0	0	0	0
N0.HOG0007598	0	0	0	0	0	0
N0.HOG0007599	0	0	0	0	0	0
N0.HOG0007600	0	0	0	0	0	0
N0.HOG0007601	0	0	0	0	0	0
N0.HOG0007602	1	0	0	0	0	0
N0.HOG0007603	0	0	0	0	0	0
N0.HOG0007604	0	0	0	0	0	0
N0.HOG0007605	0	0	0	0	0	0
N0.HOG0007606	0	0	0	0	0	0
N0.HOG0007607	0	0	0	0	0	0
N0.HOG0007608	0	0	0	0	0	0
N0.HOG0007609	0	0	0	0	0	0
N0.HOG0007610	0	0	0	0	0	0
N0.HOG0007611	0	0	0	0	0	0
N0.HOG0007612	0	0	0	0	0	0
N0.HOG0007613	0	0	0	0	0	0
N0.HOG0007614	0	0	0	0	0	0
N0.HOG0007615	0	0	0	0	0	0
N0.HOG0007616	0	0	0	0	0	0
N0.HOG0007617	0	0	0	0	0	0
N0.HOG0007619	1	0	0	0	0	0
N0.HOG0007621	1	0	0	0	0	0
N0.HOG0007622	1	0	0	0	0	0
N0.HOG0007623	0	0	0	0	0	0
N0.HOG0007624	0	0	0	0	0	0
N0.HOG0007625	0	0	0	0	0	0
N0.HOG0007626	0	0	0	0	0	0
N0.HOG0007628	1	0	0	0	0	0
N0.HOG0007629	1	0	0	0	0	0
N0.HOG0007631	0	1	0	0	0	0
N0.HOG0007632	0	1	0	0	0	0
N0.HOG0007634	0	0	0	0	0	0
N0.HOG0007638	0	0	0	0	0	0
N0.HOG0007639	0	0	0	0	0	0
N0.HOG0007641	0	0	0	0	0	0
N0.HOG0007642	0	0	0	0	0	0
N0.HOG0007643	0	0	0	0	0	0
N0.HOG0007644	0	0	0	0	0	0
N0.HOG0007645	0	0	0	0	0	0
N0.HOG0007646	0	1	0	0	0	0
N0.HOG0007647	1	0	0	0	0	0
N0.HOG0007648	0	0	0	0	0	0
N0.HOG0007649	1	0	0	0	0	0
N0.HOG0007650	1	0	0	0	0	0
N0.HOG0007651	0	0	0	0	0	0
N0.HOG0007652	0	0	0	0	0	0
N0.HOG0007653	0	0	0	0	0	0
N0.HOG0007656	0	0	0	0	0	0
N0.HOG0007658	1	0	0	0	0	0
N0.HOG0007659	0	0	0	0	0	0
N0.HOG0007660	0	0	0	0	0	0
N0.HOG0007661	0	0	0	0	0	0
N0.HOG0007662	0	0	0	0	0	0
N0.HOG0007664	0	0	0	0	0	0
N0.HOG0007665	0	0	0	0	0	0
N0.HOG0007666	0	0	0	0	0	0
N0.HOG0007667	0	0	0	0	0	0
N0.HOG0007668	0	0	0	0	0	0
N0.HOG0007669	0	0	0	0	0	0
N0.HOG0007670	0	0	0	0	0	0
N0.HOG0007671	0	0	0	0	0	0
N0.HOG0007672	0	0	0	0	0	0
N0.HOG0007673	0	0	0	0	0	0
N0.HOG0007674	0	0	0	0	0	0
N0.HOG0007675	0	0	0	0	0	0
N0.HOG0007676	0	0	0	0	0	0
N0.HOG0007677	0	0	0	0	0	0
N0.HOG0007678	0	0	0	0	0	0
N0.HOG0007679	0	0	0	0	0	0
N0.HOG0007680	0	0	0	0	0	0
N0.HOG0007681	0	0	0	0	0	0
N0.HOG0007682	0	0	0	0	0	0
N0.HOG0007683	0	0	0	0	0	0
N0.HOG0007684	0	0	0	0	0	0
N0.HOG0007685	0	0	0	0	0	0
N0.HOG0007686	0	0	0	0	0	0
N0.HOG0007687	0	0	0	0	0	0
N0.HOG0007688	0	0	0	0	0	0
N0.HOG0007690	0	0	0	0	0	0
N0.HOG0007691	0	0	0	0	0	0
N0.HOG0007692	0	0	0	0	0	0
N0.HOG0007693	0	0	0	0	0	0
N0.HOG0007694	0	0	0	0	0	0
N0.HOG0007695	0	0	0	0	0	0
N0.HOG0007696	0	0	0	0	0	0
N0.HOG0007697	0	0	0	0	0	0
N0.HOG0007698	0	0	0	0	0	0
N0.HOG0007699	0	0	0	0	0	0
N0.HOG0007700	0	0	0	0	0	0
N0.HOG0007701	0	0	0	0	0	0
N0.HOG0007702	0	0	0	0	0	0
N0.HOG0007703	0	0	0	0	0	0
N0.HOG0007704	0	1	0	0	0	0
N0.HOG0007705	0	0	0	0	0	0
N0.HOG0007707	0	0	0	0	0	0
N0.HOG0007710	0	1	0	0	0	0
N0.HOG0007711	0	0	0	0	0	0
N0.HOG0007712	0	0	0	0	0	0
N0.HOG0007713	0	0	0	0	0	0
N0.HOG0007714	0	0	0	0	0	0
N0.HOG0007715	0	0	0	0	0	0
N0.HOG0007716	0	0	0	0	0	0
N0.HOG0007717	0	0	0	0	0	0
N0.HOG0007718	1	0	0	0	0	0
N0.HOG0007719	0	0	0	0	0	0
N0.HOG0007720	0	0	0	0	0	0
N0.HOG0007721	0	0	0	0	0	0
N0.HOG0007722	0	0	0	0	0	0
N0.HOG0007723	0	0	0	0	0	0
N0.HOG0007724	0	0	0	0	0	0
N0.HOG0007725	0	0	0	0	0	0
N0.HOG0007726	0	0	0	0	0	0
N0.HOG0007727	0	0	0	0	0	0
N0.HOG0007728	0	0	0	0	0	0
N0.HOG0007729	0	0	0	0	0	0
N0.HOG0007730	0	0	0	0	0	0
N0.HOG0007731	0	0	0	0	0	0
N0.HOG0007732	1	0	0	0	0	0
N0.HOG0007733	0	0	0	0	0	0
N0.HOG0007734	0	0	0	0	0	0
N0.HOG0007735	0	0	0	0	0	0
N0.HOG0007736	0	0	0	0	0	0
N0.HOG0007737	0	0	0	0	0	0
N0.HOG0007738	0	0	0	0	0	0
N0.HOG0007739	0	0	0	0	0	0
N0.HOG0007740	0	0	0	0	0	0
N0.HOG0007741	0	0	0	0	0	0
N0.HOG0007742	0	0	0	0	0	0
N0.HOG0007744	0	0	0	0	0	0
N0.HOG0007745	1	0	0	0	0	0
N0.HOG0007746	1	0	0	0	0	0
N0.HOG0007747	1	0	0	0	0	0
N0.HOG0007748	0	0	0	0	0	0
N0.HOG0007749	0	1	0	0	0	0
N0.HOG0007750	0	0	0	0	0	0
N0.HOG0007751	0	0	0	0	0	0
N0.HOG0007752	0	0	0	0	0	0
N0.HOG0007753	0	0	0	0	0	0
N0.HOG0007754	0	0	0	0	0	0
N0.HOG0007755	0	0	0	0	0	0
N0.HOG0007756	0	0	0	0	0	0
N0.HOG0007757	0	0	0	0	0	0
N0.HOG0007758	0	0	0	0	0	0
N0.HOG0007759	0	0	0	0	0	0
N0.HOG0007760	0	0	0	0	0	0
N0.HOG0007761	0	0	0	0	0	0
N0.HOG0007762	0	0	0	0	0	0
N0.HOG0007763	0	0	0	0	0	0
N0.HOG0007764	0	0	0	0	0	0
N0.HOG0007765	0	0	0	0	0	0
N0.HOG0007766	0	0	0	0	0	0
N0.HOG0007767	0	0	0	0	0	0
N0.HOG0007768	0	0	0	0	0	0
N0.HOG0007770	1	0	0	0	0	0
N0.HOG0007771	0	0	0	0	0	0
N0.HOG0007772	0	0	0	0	0	0
N0.HOG0007773	0	0	0	0	0	0
N0.HOG0007774	0	0	0	0	0	0
N0.HOG0007775	0	0	0	0	0	0
N0.HOG0007776	0	0	0	0	0	0
N0.HOG0007777	0	0	0	0	0	0
N0.HOG0007778	0	0	0	0	0	0
N0.HOG0007779	1	0	0	0	0	0
N0.HOG0007780	0	0	0	0	0	0
N0.HOG0007781	0	0	0	0	0	0
N0.HOG0007782	0	1	0	0	0	0
N0.HOG0007783	0	1	0	0	0	0
N0.HOG0007784	0	0	0	0	0	0
N0.HOG0007785	0	0	0	0	0	0
N0.HOG0007786	0	1	0	0	0	0
N0.HOG0007787	0	0	0	0	0	0
N0.HOG0007788	1	0	0	0	0	0
N0.HOG0007789	0	0	0	0	0	0
N0.HOG0007790	0	0	0	0	0	0
N0.HOG0007791	0	0	0	0	0	0
N0.HOG0007792	0	0	0	0	0	0
N0.HOG0007793	0	0	0	0	0	0
N0.HOG0007794	0	0	0	0	0	0
N0.HOG0007795	0	0	0	0	0	0
N0.HOG0007796	0	0	0	0	0	0
N0.HOG0007797	0	0	0	0	0	0
N0.HOG0007798	0	0	0	0	0	0
N0.HOG0007799	0	0	0	0	0	0
N0.HOG0007800	0	0	0	0	0	0
N0.HOG0007801	0	0	0	0	0	0
N0.HOG0007802	0	0	0	0	0	0
N0.HOG0007803	0	0	0	0	0	0
N0.HOG0007804	1	0	0	0	0	0
N0.HOG0007805	0	0	0	0	0	0
N0.HOG0007806	1	0	0	0	0	0
N0.HOG0007807	0	0	0	0	0	0
N0.HOG0007808	1	0	0	0	0	0
N0.HOG0007809	1	0	0	0	0	0
N0.HOG0007810	1	0	0	0	0	0
N0.HOG0007811	1	0	0	0	0	0
N0.HOG0007812	0	0	0	0	0	0
N0.HOG0007813	0	0	0	0	0	0
N0.HOG0007814	0	0	0	0	0	0
N0.HOG0007815	0	0	0	0	0	0
N0.HOG0007816	0	0	0	0	0	0
N0.HOG0007817	0	0	0	0	0	0
N0.HOG0007818	0	0	0	0	0	0
N0.HOG0007819	0	0	0	0	0	0
N0.HOG0007820	0	0	0	0	0	0
N0.HOG0007821	0	0	0	0	0	0
N0.HOG0007822	0	0	0	0	0	0
N0.HOG0007823	0	0	0	0	0	0
N0.HOG0007824	0	0	0	0	0	0
N0.HOG0007825	0	0	0	0	0	0
N0.HOG0007826	0	0	0	0	0	0
N0.HOG0007827	1	0	0	0	0	0
N0.HOG0007828	0	0	0	0	0	0
N0.HOG0007829	0	0	0	0	0	0
N0.HOG0007830	1	0	0	0	0	0
N0.HOG0007831	0	0	0	0	0	0
N0.HOG0007832	0	0	0	0	0	0
N0.HOG0007833	0	0	0	0	0	0
N0.HOG0007834	1	0	0	0	0	0
N0.HOG0007835	0	0	0	0	0	0
N0.HOG0007836	0	0	0	0	0	0
N0.HOG0007837	0	0	0	0	0	0
N0.HOG0007838	1	0	0	0	0	0
N0.HOG0007839	0	0	0	0	0	0
N0.HOG0007840	0	0	0	0	0	0
N0.HOG0007841	0	0	0	0	0	0
N0.HOG0007842	0	0	0	0	0	0
N0.HOG0007843	1	0	0	0	0	0
N0.HOG0007844	0	0	0	0	0	0
N0.HOG0007845	0	0	0	0	0	0
N0.HOG0007846	0	0	0	0	0	0
N0.HOG0007847	0	0	0	0	0	0
N0.HOG0007848	1	0	0	0	0	0
N0.HOG0007849	1	0	0	0	0	0
N0.HOG0007850	0	0	0	0	0	0
N0.HOG0007853	0	0	0	0	0	0
N0.HOG0007854	0	0	0	0	0	0
N0.HOG0007855	0	0	0	0	0	0
N0.HOG0007856	0	0	0	0	0	0
N0.HOG0007857	0	0	0	0	0	0
N0.HOG0007858	0	0	0	0	0	0
N0.HOG0007859	0	0	0	0	0	0
N0.HOG0007860	0	0	0	0	0	0
N0.HOG0007861	0	0	0	0	0	0
N0.HOG0007862	0	0	0	0	0	0
N0.HOG0007863	0	0	0	0	0	0
N0.HOG0007864	0	0	0	0	0	0
N0.HOG0007865	0	0	0	0	0	0
N0.HOG0007866	0	0	0	0	0	0
N0.HOG0007867	0	0	0	0	0	0
N0.HOG0007869	0	0	0	0	0	0
N0.HOG0007870	0	0	0	0	0	0
N0.HOG0007871	1	0	0	0	0	0
N0.HOG0007872	1	0	0	0	0	0
N0.HOG0007873	1	0	0	0	0	0
N0.HOG0007874	0	0	0	0	0	0
N0.HOG0007875	0	0	0	0	0	0
N0.HOG0007877	0	0	0	0	0	0
N0.HOG0007880	0	0	0	0	0	0
N0.HOG0007881	0	0	0	0	0	0
N0.HOG0007882	0	0	0	0	0	0
N0.HOG0007883	0	0	0	0	0	0
N0.HOG0007884	0	0	0	0	0	0
N0.HOG0007887	0	0	0	0	0	0
N0.HOG0007888	0	0	0	0	0	0
N0.HOG0007889	0	0	0	0	0	0
N0.HOG0007890	0	0	0	0	0	0
N0.HOG0007891	1	0	0	0	0	0
N0.HOG0007892	0	0	0	0	0	0
N0.HOG0007893	1	0	0	0	0	0
N0.HOG0007894	0	0	0	0	0	0
N0.HOG0007897	0	0	0	0	0	0
N0.HOG0007898	0	0	0	0	0	0
N0.HOG0007899	0	0	0	0	0	0
N0.HOG0007900	0	0	0	0	0	0
N0.HOG0007901	0	0	0	0	0	0
N0.HOG0007902	1	0	0	0	0	0
N0.HOG0007903	1	0	0	0	0	0
N0.HOG0007904	0	0	0	0	0	0
N0.HOG0007905	1	0	0	0	0	0
N0.HOG0007906	1	0	0	0	0	0
N0.HOG0007907	1	0	0	0	0	0
N0.HOG0007908	1	0	0	0	0	0
N0.HOG0007909	0	0	0	0	0	0
N0.HOG0007910	0	0	0	0	0	0
N0.HOG0007911	0	0	0	0	0	0
N0.HOG0007912	0	0	0	0	0	0
N0.HOG0007913	0	0	0	0	0	0
N0.HOG0007915	0	0	0	0	0	0
N0.HOG0007916	1	0	0	0	0	0
N0.HOG0007917	0	0	0	0	0	0
N0.HOG0007920	0	1	0	1	1	1
N0.HOG0007921	0	0	0	0	0	0
N0.HOG0007922	0	0	0	0	0	0
N0.HOG0007923	0	0	0	0	0	0
N0.HOG0007924	0	0	0	0	0	0
N0.HOG0007925	0	0	0	0	0	0
N0.HOG0007927	0	0	0	0	0	0
N0.HOG0007928	0	0	0	0	0	0
N0.HOG0007929	0	0	0	0	0	0
N0.HOG0007930	0	0	0	0	0	0
N0.HOG0007932	0	0	0	0	0	0
N0.HOG0007933	0	0	0	0	0	0
N0.HOG0007934	0	0	0	0	0	0
N0.HOG0007935	0	0	0	0	0	0
N0.HOG0007936	0	0	0	0	0	0
N0.HOG0007937	0	0	0	0	0	0
N0.HOG0007939	0	0	0	0	0	0
N0.HOG0007944	1	0	0	0	0	0
N0.HOG0007945	0	0	0	0	0	0
N0.HOG0007946	0	0	0	0	0	0
N0.HOG0007947	0	0	0	0	0	0
N0.HOG0007948	0	0	0	0	0	0
N0.HOG0007949	1	0	0	0	0	0
N0.HOG0007950	1	0	0	0	0	0
N0.HOG0007951	1	0	0	0	0	0
N0.HOG0007952	1	0	0	0	0	0
N0.HOG0007953	0	0	0	0	0	0
N0.HOG0007954	0	0	0	0	0	0
N0.HOG0007955	0	0	0	0	0	0
N0.HOG0007956	0	0	0	0	0	0
N0.HOG0007957	1	0	0	0	0	0
N0.HOG0007958	1	0	0	0	0	0
N0.HOG0007959	0	0	0	0	0	0
N0.HOG0007960	1	0	0	0	0	0
N0.HOG0007963	0	0	0	0	0	0
N0.HOG0007964	0	0	0	0	0	0
N0.HOG0007965	0	0	0	0	0	0
N0.HOG0007966	0	0	0	0	0	0
N0.HOG0007967	0	0	0	0	0	0
N0.HOG0007968	0	0	0	0	0	0
N0.HOG0007969	0	0	0	0	0	0
N0.HOG0007970	0	0	0	0	0	0
N0.HOG0007971	1	0	0	0	0	0
N0.HOG0007972	1	0	0	0	0	0
N0.HOG0007973	1	0	0	0	0	0
N0.HOG0007974	0	0	0	0	0	0
N0.HOG0007975	0	0	0	0	0	0
N0.HOG0007976	0	0	0	0	0	0
N0.HOG0007977	0	0	0	0	0	0
N0.HOG0007979	0	0	0	0	0	0
N0.HOG0007980	0	0	0	0	0	0
N0.HOG0007981	0	0	0	0	0	0
N0.HOG0007982	0	0	0	0	0	0
N0.HOG0007983	0	0	0	0	0	0
N0.HOG0007984	0	0	0	0	0	0
N0.HOG0007985	0	0	0	0	0	0
N0.HOG0007986	0	0	0	0	0	0
N0.HOG0007987	0	0	0	0	0	0
N0.HOG0007988	0	0	0	0	0	0
N0.HOG0007989	0	0	0	0	0	0
N0.HOG0007991	0	0	0	0	0	0
N0.HOG0007992	0	0	0	0	0	0
N0.HOG0007995	0	0	0	0	0	0
N0.HOG0007997	0	1	0	0	0	0
N0.HOG0007998	0	1	0	0	0	0
N0.HOG0008000	0	0	0	0	0	0
N0.HOG0008001	0	0	0	0	0	0
N0.HOG0008002	1	0	0	0	0	0
N0.HOG0008003	1	0	0	0	0	0
N0.HOG0008004	1	0	0	0	0	0
N0.HOG0008006	1	0	0	0	0	0
N0.HOG0008007	1	0	0	0	0	0
N0.HOG0008008	0	0	0	0	0	0
N0.HOG0008009	0	0	0	0	0	0
N0.HOG0008010	0	0	0	0	0	0
N0.HOG0008011	0	0	0	0	0	0
N0.HOG0008012	0	0	0	0	0	0
N0.HOG0008013	0	0	0	0	0	0
N0.HOG0008014	0	0	0	0	0	0
N0.HOG0008015	0	0	0	0	0	0
N0.HOG0008016	0	0	0	0	0	0
N0.HOG0008017	0	0	0	0	0	0
N0.HOG0008018	0	0	0	0	0	0
N0.HOG0008019	0	0	0	0	0	0
N0.HOG0008020	0	0	0	0	0	0
N0.HOG0008021	0	0	0	0	0	0
N0.HOG0008022	0	0	0	0	0	0
N0.HOG0008023	0	0	0	0	0	0
N0.HOG0008024	0	0	0	0	0	0
N0.HOG0008025	0	0	0	0	0	0
N0.HOG0008026	0	0	0	0	0	0
N0.HOG0008027	0	0	0	0	0	0
N0.HOG0008028	0	0	0	0	0	0
N0.HOG0008030	0	0	0	0	0	0
N0.HOG0008031	0	0	0	0	0	0
N0.HOG0008032	0	0	0	0	0	0
N0.HOG0008033	1	0	0	0	0	0
N0.HOG0008038	0	0	0	0	0	0
N0.HOG0008039	0	0	0	0	0	0
N0.HOG0008040	0	0	0	0	0	0
N0.HOG0008041	0	0	0	0	0	0
N0.HOG0008042	0	0	0	0	0	0
N0.HOG0008043	0	0	0	0	0	0
N0.HOG0008044	0	0	0	0	0	0
N0.HOG0008045	0	0	0	0	0	0
N0.HOG0008046	0	0	0	0	0	0
N0.HOG0008047	0	0	0	0	0	0
N0.HOG0008048	0	0	0	0	0	0
N0.HOG0008049	0	0	0	0	0	0
N0.HOG0008050	0	0	0	0	0	0
N0.HOG0008051	0	0	0	0	0	0
N0.HOG0008052	0	0	0	0	0	0
N0.HOG0008053	0	0	0	0	0	0
N0.HOG0008054	0	0	0	0	0	0
N0.HOG0008055	0	0	0	0	0	0
N0.HOG0008056	0	0	0	0	0	0
N0.HOG0008057	0	0	0	0	0	0
N0.HOG0008058	0	0	0	0	0	0
N0.HOG0008059	0	0	0	0	0	0
N0.HOG0008060	0	0	0	0	0	0
N0.HOG0008061	0	0	0	0	0	0
N0.HOG0008062	0	0	0	0	0	0
N0.HOG0008063	0	0	0	0	0	0
N0.HOG0008064	0	0	0	0	0	0
N0.HOG0008065	0	0	0	0	0	0
N0.HOG0008066	0	0	0	0	0	0
N0.HOG0008067	0	0	0	0	0	0
N0.HOG0008068	0	0	0	0	0	0
N0.HOG0008069	0	0	0	0	0	0
N0.HOG0008070	0	0	0	0	0	0
N0.HOG0008071	0	0	0	0	0	0
N0.HOG0008072	0	0	0	0	0	0
N0.HOG0008073	0	0	0	0	0	0
N0.HOG0008074	0	0	0	0	0	0
N0.HOG0008075	0	0	0	0	0	0
N0.HOG0008076	0	0	0	0	0	0
N0.HOG0008077	1	0	0	0	0	0
N0.HOG0008078	1	0	0	0	0	0
N0.HOG0008079	0	0	0	0	0	0
N0.HOG0008080	0	1	0	0	0	0
N0.HOG0008081	0	0	0	0	0	0
N0.HOG0008082	0	1	0	0	0	0
N0.HOG0008083	0	0	0	0	0	0
N0.HOG0008084	1	0	0	0	0	0
N0.HOG0008086	1	0	0	0	0	0
N0.HOG0008087	1	0	0	0	0	0
N0.HOG0008089	0	0	0	0	0	0
N0.HOG0008090	0	0	0	0	0	0
N0.HOG0008091	0	0	0	0	0	0
N0.HOG0008092	0	0	0	0	0	0
N0.HOG0008093	0	0	0	0	0	0
N0.HOG0008094	0	0	0	0	0	0
N0.HOG0008095	0	0	0	0	0	0
N0.HOG0008096	1	0	0	0	0	0
N0.HOG0008097	0	0	0	0	0	0
N0.HOG0008098	0	1	0	0	0	0
N0.HOG0008099	1	0	0	0	0	0
N0.HOG0008100	1	0	0	0	0	0
N0.HOG0008101	0	0	0	0	0	0
N0.HOG0008103	0	0	0	0	0	0
N0.HOG0008104	0	0	0	0	0	0
N0.HOG0008105	0	0	0	0	0	0
N0.HOG0008106	0	0	0	0	0	0
N0.HOG0008107	1	0	0	0	0	0
N0.HOG0008108	0	0	0	0	0	0
N0.HOG0008109	0	0	0	0	0	0
N0.HOG0008110	0	0	0	0	0	0
N0.HOG0008111	0	0	0	0	0	0
N0.HOG0008112	0	0	0	0	0	0
N0.HOG0008113	0	0	0	0	0	0
N0.HOG0008114	1	0	0	0	0	0
N0.HOG0008115	0	0	0	0	0	0
N0.HOG0008116	0	0	0	0	0	0
N0.HOG0008117	0	0	0	0	0	0
N0.HOG0008119	0	0	0	0	0	0
N0.HOG0008120	0	0	0	0	0	0
N0.HOG0008121	1	0	0	0	0	0
N0.HOG0008122	0	1	0	0	0	0
N0.HOG0008123	0	0	0	0	0	0
N0.HOG0008124	0	0	0	0	0	0
N0.HOG0008125	0	0	0	0	0	0
N0.HOG0008126	0	0	0	0	0	0
N0.HOG0008127	0	0	0	0	0	0
N0.HOG0008128	0	0	0	0	0	0
N0.HOG0008129	0	0	0	0	0	0
N0.HOG0008130	0	0	0	0	0	0
N0.HOG0008131	0	0	0	0	0	0
N0.HOG0008133	0	0	0	0	0	0
N0.HOG0008134	0	0	0	0	0	0
N0.HOG0008136	0	0	0	0	0	0
N0.HOG0008137	0	0	0	0	0	0
N0.HOG0008138	0	0	0	0	0	0
N0.HOG0008139	0	0	0	0	0	0
N0.HOG0008140	0	0	0	0	0	0
N0.HOG0008141	0	0	0	0	0	0
N0.HOG0008142	0	0	0	0	0	0
N0.HOG0008144	0	0	0	0	0	0
N0.HOG0008145	0	0	0	0	0	0
N0.HOG0008147	0	1	0	0	0	0
N0.HOG0008148	0	1	0	0	0	0
N0.HOG0008149	0	0	0	0	0	0
N0.HOG0008151	0	0	0	0	0	0
N0.HOG0008152	0	0	0	0	0	0
N0.HOG0008153	0	0	0	0	0	0
N0.HOG0008154	0	0	0	0	0	0
N0.HOG0008155	0	0	0	0	0	0
N0.HOG0008157	0	1	0	0	0	0
N0.HOG0008158	0	1	0	0	0	0
N0.HOG0008159	0	0	0	0	0	0
N0.HOG0008160	0	0	0	0	0	0
N0.HOG0008161	0	0	0	0	0	0
N0.HOG0008162	0	0	0	0	0	0
N0.HOG0008163	0	0	0	0	0	0
N0.HOG0008164	0	0	0	0	0	0
N0.HOG0008165	0	0	0	0	0	0
N0.HOG0008166	0	0	0	0	0	0
N0.HOG0008168	0	0	0	0	0	0
N0.HOG0008169	1	0	0	0	0	0
N0.HOG0008170	0	0	0	0	0	0
N0.HOG0008171	1	0	0	0	0	0
N0.HOG0008172	1	0	0	0	0	0
N0.HOG0008173	0	0	0	0	0	0
N0.HOG0008174	0	1	0	0	0	0
N0.HOG0008175	0	1	0	0	0	0
N0.HOG0008176	0	0	0	0	0	0
N0.HOG0008177	0	0	0	0	0	0
N0.HOG0008178	0	0	0	0	0	0
N0.HOG0008179	0	0	0	0	0	0
N0.HOG0008180	0	0	0	0	0	0
N0.HOG0008181	0	0	0	0	0	0
N0.HOG0008182	0	0	0	0	0	0
N0.HOG0008183	0	0	0	0	0	0
N0.HOG0008184	0	0	0	0	0	0
N0.HOG0008185	0	0	0	0	0	0
N0.HOG0008186	0	0	0	0	0	0
N0.HOG0008187	1	0	0	0	0	0
N0.HOG0008188	1	0	0	0	0	0
N0.HOG0008189	0	0	0	0	0	0
N0.HOG0008190	0	1	0	0	0	0
N0.HOG0008191	0	0	0	0	0	0
N0.HOG0008192	0	0	0	0	0	0
N0.HOG0008193	0	1	0	0	0	0
N0.HOG0008194	0	0	0	0	0	0
N0.HOG0008195	1	0	0	0	0	0
N0.HOG0008196	1	0	0	0	0	0
N0.HOG0008197	0	0	0	0	0	0
N0.HOG0008198	0	0	0	0	0	0
N0.HOG0008199	0	1	0	0	0	0
N0.HOG0008200	0	0	0	0	0	0
N0.HOG0008201	0	0	0	0	0	0
N0.HOG0008203	0	1	0	0	0	0
N0.HOG0008206	0	0	0	0	0	0
N0.HOG0008207	0	0	0	0	0	0
N0.HOG0008208	0	0	0	0	0	0
N0.HOG0008209	0	0	0	0	0	0
N0.HOG0008210	0	0	0	0	0	0
N0.HOG0008211	0	0	0	0	0	0
N0.HOG0008212	0	0	0	0	0	0
N0.HOG0008213	0	0	0	0	0	0
N0.HOG0008214	0	0	0	0	0	0
N0.HOG0008215	1	0	0	0	0	0
N0.HOG0008216	0	0	0	0	0	0
N0.HOG0008218	1	0	0	0	0	0
N0.HOG0008219	1	0	0	0	0	0
N0.HOG0008220	1	0	0	0	0	0
N0.HOG0008224	0	0	0	0	0	1
N0.HOG0008226	0	0	0	0	0	0
N0.HOG0008227	1	0	0	0	0	0
N0.HOG0008228	0	0	0	0	0	0
N0.HOG0008229	0	0	0	0	0	0
N0.HOG0008230	0	0	0	0	0	0
N0.HOG0008231	1	0	0	0	0	0
N0.HOG0008234	1	0	0	0	0	0
N0.HOG0008235	1	0	0	0	0	0
N0.HOG0008236	1	0	0	0	0	0
N0.HOG0008237	1	0	0	0	0	0
N0.HOG0008238	1	0	0	0	0	0
N0.HOG0008242	0	0	0	0	0	0
N0.HOG0008243	0	0	0	0	0	0
N0.HOG0008244	0	0	0	0	0	0
N0.HOG0008245	1	0	0	0	0	0
N0.HOG0008246	0	0	0	0	0	0
N0.HOG0008247	0	1	0	0	0	0
N0.HOG0008248	0	0	0	0	0	0
N0.HOG0008249	0	0	0	0	0	0
N0.HOG0008250	0	0	0	0	0	0
N0.HOG0008251	0	0	0	0	0	0
N0.HOG0008252	0	0	0	0	0	0
N0.HOG0008253	0	0	0	0	0	0
N0.HOG0008254	0	0	0	0	0	0
N0.HOG0008255	0	0	0	0	0	0
N0.HOG0008256	0	0	0	0	0	0
N0.HOG0008257	1	0	0	0	0	0
N0.HOG0008258	0	0	0	0	0	0
N0.HOG0008259	0	0	0	0	0	0
N0.HOG0008260	0	1	0	0	0	0
