g6.t1_1	rna-XM_044901007.1_1
g14641.t1_1	rna-XM_044889756.1_1
g14643.t1_1	rna-XM_044890086.1_1
g14645.t1_1	rna-XM_044890536.1_1
g14647.t1_1	rna-XM_044902875.1_1
g14648.t1_1	rna-XM_044902874.1_1
g14649.t1_1	rna-XM_044904008.1_1
g14650.t1_1	rna-XM_044902876.1_1
g14653.t2_1	rna-XM_044902565.1_1
g14654.t1_1	rna-XM_044904637.1_1
g14655.t1_1	rna-XM_044904639.1_1
g14657.t1_1	rna-XM_044892157.1_1
g14658.t1_1	rna-XM_044905495.1_1
g14660.t1_1	rna-XM_044902127.1_1
g14661.t1_1	rna-XM_044905499.1_1
g14663.t1_1	rna-XM_044905288.1_1
g14664.t1_1	rna-XM_044905317.1_1
g14665.t1_1	rna-XM_044905469.1_1
g14666.t1_1	rna-XM_044903284.1_1
g14667.t2_1	rna-XM_044908893.1_1
g14668.t1_1	rna-XM_044903828.1_1
g14669.t1_1	rna-XM_044909340.1_1
g14671.t2_1	rna-XM_044904039.1_1
g14672.t1_1	rna-XM_044904532.1_1
g14674.t3_1	rna-XM_044902426.1_1
g14675.t1_1	rna-XM_044889860.1_1
g14676.t1_1	rna-XM_044903385.1_1
g14677.t1_1	rna-XM_044904167.1_1
g14678.t3_1	rna-XM_044903998.1_1
g14679.t1_1	rna-XM_044902914.1_1
g14680.t1_1	rna-XM_044890562.1_1
g14683.t1_1	rna-XM_044890271.1_1
g14684.t1_1	rna-XM_044894568.1_1
g14685.t1_1	rna-XM_044903388.1_1
g14686.t2_1	rna-XM_044903380.1_1
g14687.t1_1	rna-XM_044903386.1_1
g14688.t1_1	rna-XM_044903629.1_1
g14689.t1_1	rna-XM_044904708.1_1
g14690.t1_1	rna-XM_044902110.1_1
g14692.t1_1	rna-XM_044902114.1_1
g14694.t1_1	rna-XM_044902108.1_1
g14697.t1_1	rna-XM_044903648.1_1
g14701.t1_1	rna-XM_044910310.1_1
g14713.t1_1	rna-XM_044901413.1_1
g14716.t1_1	rna-XM_044894798.1_1
g14718.t1_1	rna-XM_044890372.1_1
g14719.t1_1	rna-XM_044895695.1_1
g14720.t1_1	rna-XM_044892446.1_1
g14723.t2_1	rna-XM_044903062.1_1
g14724.t3_1	rna-XM_044904560.1_1
g14725.t2_1	rna-XM_044902695.1_1
g14728.t1_1	rna-XM_044900746.1_1
g14729.t1_1	rna-XM_044901316.1_1
g14730.t1_1	rna-XM_044900628.1_1
g14731.t1_1	rna-XM_044904635.1_1
g14732.t1_1	rna-XM_044901517.1_1
g14733.t1_1	rna-XM_044904627.1_1
g14734.t1_1	rna-XM_044902842.1_1
g14735.t2_1	rna-XM_044904014.1_1
g14737.t1_1	rna-XM_044903830.1_1
g14738.t1_1	rna-XM_044905318.1_1
g14739.t1_1	rna-XM_044902067.1_1
g14740.t1_1	rna-XM_044902078.1_1
g14741.t1_1	rna-XM_044900468.1_1
g14742.t1_1	rna-XM_044899910.1_1
g14743.t2_1	rna-XM_044900845.1_1
g14744.t1_1	rna-XM_044896022.1_1
g14746.t1_1	rna-XM_044905193.1_1
g14748.t1_1	rna-XM_044905944.1_1
g14749.t1_1	rna-XM_044892410.1_1
g14750.t1_1	rna-XM_044908296.1_1
g14752.t2_1	rna-XM_044900300.1_1
g14753.t2_1	rna-XM_044900351.1_1
g14754.t1_1	rna-XM_044890347.1_1
g14755.t1_1	rna-XM_044896068.1_1
g14756.t1_1	rna-XM_044896069.1_1
g14757.t1_1	rna-XM_044896061.1_1
g14758.t1_1	rna-XM_044903425.1_1
g14760.t1_1	rna-XM_044903599.1_1
g14761.t1_1	rna-XM_044902644.1_1
g14762.t1_1	rna-XM_044896097.1_1
g14763.t1_1	rna-XM_044896098.1_1
g14764.t1_1	rna-XM_044901188.1_1
g14765.t1_1	rna-XM_044900840.1_1
g14766.t1_1	rna-XM_044889692.1_1
g14770.t1_1	rna-XM_044901445.1_1
g14771.t1_1	rna-XM_044901917.1_1
g14772.t2_1	rna-XM_044902079.1_1
g14774.t2_1	rna-XM_044899983.1_1
g14775.t2_1	rna-XM_044899991.1_1
g14776.t1_1	rna-XM_044888387.1_1
g14777.t1_1	rna-XM_044902076.1_1
g14779.t1_1	rna-XM_044900953.1_1
g14781.t1_1	rna-XM_044901750.1_1
g1390.t1_1	rna-XM_044910155.1_1
g1391.t1_1	rna-XM_044905355.1_1
g1392.t1_1	rna-XM_044908831.1_1
g1393.t1_1	rna-XM_044909874.1_1
g1394.t1_1	rna-XM_044909191.1_1
g1396.t2_1	rna-XM_044909900.1_1
g1397.t1_1	rna-XM_044907380.1_1
g1398.t1_1	rna-XM_044909832.1_1
g1399.t2_1	rna-XM_044909046.1_1
g1400.t1_1	rna-XM_044910052.1_1
g1401.t1_1	rna-XM_044909755.1_1
g1402.t1_1	rna-XM_044910166.1_1
g1403.t1_1	rna-XM_044910165.1_1
g1404.t2_1	rna-XM_044899701.1_1
g1405.t2_1	rna-XM_044909094.1_1
g1406.t1_1	rna-XM_044908722.1_1
g1407.t2_1	rna-XM_044910013.1_1
g1408.t2_1	rna-XM_044908730.1_1
g1410.t1_1	rna-XM_044909174.1_1
g1411.t1_1	rna-XM_044904684.1_1
g1419.t1_1	rna-XM_044909537.1_1
g1420.t1_1	rna-XM_044909931.1_1
g1421.t3_1	rna-XM_044910399.1_1
g1422.t1_1	rna-XM_044909582.1_1
g1423.t1_1	rna-XM_044909557.1_1
g1424.t1_1	rna-XM_044909152.1_1
g1426.t2_1	rna-XM_044909402.1_1
g1429.t1_1	rna-XM_044909714.1_1
g1430.t1_1	rna-XM_044909724.1_1
g1431.t1_1	rna-XM_044909720.1_1
g1432.t1_1	rna-XM_044909941.1_1
g1433.t1_1	rna-XM_044909577.1_1
g1434.t1_1	rna-XM_044910154.1_1
g1435.t1_1	rna-XM_044909571.1_1
g1436.t1_1	rna-XM_044909489.1_1
g1437.t1_1	rna-XM_044904628.1_1
g1438.t1_1	rna-XM_044908719.1_1
g1439.t1_1	rna-XM_044910200.1_1
g1440.t1_1	rna-XM_044909240.1_1
g1441.t1_1	rna-XM_044908917.1_1
g1442.t1_1	rna-XM_044909086.1_1
g1448.t1_1	rna-XM_044909980.1_1
g1449.t1_1	rna-XM_044909738.1_1
g1450.t1_1	rna-XM_044909132.1_1
g1451.t1_1	rna-XM_044909437.1_1
g1453.t1_1	rna-XM_044910164.1_1
g1457.t1_1	rna-XM_044908688.1_1
g1458.t1_1	rna-XM_044910040.1_1
g1459.t1_1	rna-XM_044909449.1_1
g1460.t1_1	rna-XM_044910038.1_1
g1461.t1_1	rna-XM_044909706.1_1
g1463.t1_1	rna-XM_044909063.1_1
g1464.t1_1	rna-XM_044909707.1_1
g1466.t1_1	rna-XM_044909961.1_1
g1467.t1_1	rna-XM_044909280.1_1
g1468.t1_1	rna-XM_044904705.1_1
g1469.t1_1	rna-XM_044910061.1_1
g1470.t1_1	rna-XM_044909450.1_1
g1472.t1_1	rna-XM_044909898.1_1
g1473.t1_1	rna-XM_044909355.1_1
g1474.t1_1	rna-XM_044909682.1_1
g1475.t1_1	rna-XM_044909680.1_1
g1476.t1_1	rna-XM_044909681.1_1
g1477.t1_1	rna-XM_044909184.1_1
g1478.t1_1	rna-XM_044910054.1_1
g1480.t1_1	rna-XM_044909221.1_1
g1481.t1_1	rna-XM_044910057.1_1
g1482.t2_1	rna-XM_044910153.1_1
g1483.t1_1	rna-XM_044910143.1_1
g1484.t1_1	rna-XM_044908953.1_1
g1485.t1_1	rna-XM_044908942.1_1
g1487.t1_1	rna-XM_044909376.1_1
g1488.t1_1	rna-XM_044907024.1_1
g1489.t1_1	rna-XM_044909896.1_1
g1490.t1_1	rna-XM_044903699.1_1
g1491.t1_1	rna-XM_044908794.1_1
g1492.t1_1	rna-XM_044909938.1_1
g1493.t1_1	rna-XM_044907248.1_1
g1494.t1_1	rna-XM_044909068.1_1
g1495.t1_1	rna-XM_044909972.1_1
g1496.t1_1	rna-XM_044910412.1_1
g1498.t1_1	rna-XM_044908982.1_1
g1499.t2_1	rna-XM_044909317.1_1
g1500.t1_1	rna-XM_044909928.1_1
g1502.t1_1	rna-XM_044907216.1_1
g1504.t1_1	rna-XM_044909948.1_1
g1505.t1_1	rna-XM_044908721.1_1
g1506.t1_1	rna-XM_044909951.1_1
g1507.t1_1	rna-XM_044909891.1_1
g1509.t1_1	rna-XM_044909490.1_1
g1510.t1_1	rna-XM_044905741.1_1
g1511.t2_1	rna-XM_044910414.1_1
g1512.t1_1	rna-XM_044910435.1_1
g1513.t1_1	rna-XM_044908749.1_1
g1514.t2_1	rna-XM_044909919.1_1
g1515.t1_1	rna-XM_044909411.1_1
g1516.t1_1	rna-XM_044908920.1_1
g1517.t1_1	rna-XM_044909499.1_1
g1518.t1_1	rna-XM_044909867.1_1
g1519.t3_1	rna-XM_044908826.1_1
g1520.t1_1	rna-XM_044900494.1_1
g1521.t1_1	rna-XM_044909304.1_1
g1522.t2_1	rna-XM_044909314.1_1
g1523.t1_1	rna-XM_044905338.1_1
g1524.t1_1	rna-XM_044909308.1_1
g1526.t1_1	rna-XM_044909709.1_1
g1527.t2_1	rna-XM_044909710.1_1
g1528.t1_1	rna-XM_044909747.1_1
g1529.t2_1	rna-XM_044910099.1_1
g1530.t1_1	rna-XM_044909462.1_1
g1531.t2_1	rna-XM_044909320.1_1
g1532.t1_1	rna-XM_044909319.1_1
g1533.t2_1	rna-XM_044897216.1_1
g1534.t1_1	rna-XM_044909967.1_1
g1535.t1_1	rna-XM_044909689.1_1
g1536.t1_1	rna-XM_044909573.1_1
g1537.t1_1	rna-XM_044896322.1_1
g1538.t1_1	rna-XM_044909016.1_1
g1539.t2_1	rna-XM_044909026.1_1
g1540.t1_1	rna-XM_044910408.1_1
g1541.t1_1	rna-XM_044909947.1_1
g1542.t1_1	rna-XM_044908966.1_1
g1543.t1_1	rna-XM_044909878.1_1
g1544.t1_1	rna-XM_044892904.1_1
g1545.t1_1	rna-XM_044909758.1_1
g1546.t1_1	rna-XM_044909536.1_1
g1547.t1_1	rna-XM_044909508.1_1
g1549.t1_1	rna-XM_044909173.1_1
g1551.t1_1	rna-XM_044910005.1_1
g1552.t1_1	rna-XM_044892555.1_1
g1554.t1_1	rna-XM_044909632.1_1
g1555.t1_1	rna-XM_044909219.1_1
g1558.t1_1	rna-XM_044905305.1_1
g1560.t1_1	rna-XM_044908956.1_1
g1561.t1_1	rna-XM_044909009.1_1
g1562.t1_1	rna-XM_044908947.1_1
g1563.t1_1	rna-XM_044908697.1_1
g1565.t1_1	rna-XM_044910070.1_1
g1566.t1_1	rna-XM_044908845.1_1
g1567.t2_1	rna-XM_044909209.1_1
g1569.t1_1	rna-XM_044909902.1_1
g1570.t1_1	rna-XM_044909381.1_1
g1572.t1_1	rna-XM_044908975.1_1
g1573.t1_1	rna-XM_044909367.1_1
g1574.t1_1	rna-XM_044891370.1_1
g1575.t2_1	rna-XM_044909986.1_1
g1576.t1_1	rna-XM_044906783.1_1
g1577.t1_1	rna-XM_044908656.1_1
g1578.t1_1	rna-XM_044910403.1_1
g1579.t1_1	rna-XM_044909830.1_1
g1580.t1_1	rna-XM_044910178.1_1
g1581.t1_1	rna-XM_044909042.1_1
g1582.t1_1	rna-XM_044908996.1_1
g1583.t1_1	rna-XM_044910133.1_1
g1584.t1_1	rna-XM_044910196.1_1
g1585.t1_1	rna-XM_044909243.1_1
g1586.t1_1	rna-XM_044910073.1_1
g1587.t1_1	rna-XM_044910060.1_1
g1588.t2_1	rna-XM_044910385.1_1
g1590.t1_1	rna-XM_044909587.1_1
g1591.t3_1	rna-XM_044908796.1_1
g1592.t1_1	rna-XM_044908797.1_1
g1594.t1_1	rna-XM_044909327.1_1
g1595.t2_1	rna-XM_044909581.1_1
g1596.t1_1	rna-XM_044891764.1_1
g1597.t1_1	rna-XM_044910110.1_1
g1598.t1_1	rna-XM_044909640.1_1
g1599.t1_1	rna-XM_044892367.1_1
g1601.t2_1	rna-XM_044909514.1_1
g1602.t1_1	rna-XM_044908852.1_1
g1603.t1_1	rna-XM_044909081.1_1
g1604.t1_1	rna-XM_044889447.1_1
g1605.t1_1	rna-XM_044909447.1_1
g1606.t2_1	rna-XM_044892405.1_1
g1607.t1_1	rna-XM_044908955.1_1
g1608.t2_1	rna-XM_044908781.1_1
g1609.t1_1	rna-XM_044908752.1_1
g1610.t1_1	rna-XM_044909852.1_1
g1611.t1_1	rna-XM_044909580.1_1
g1612.t1_1	rna-XM_044909512.1_1
g1614.t1_1	rna-XM_044897759.1_1
g1615.t1_1	rna-XM_044909062.1_1
g1616.t1_1	rna-XM_044909912.1_1
g1619.t1_1	rna-XM_044909546.1_1
g1620.t1_1	rna-XM_044909298.1_1
g1621.t1_1	rna-XM_044909157.1_1
g1622.t1_1	rna-XM_044909095.1_1
g1623.t2_1	rna-XM_044909264.1_1
g1624.t1_1	rna-XM_044910197.1_1
g1625.t1_1	rna-XM_044910199.1_1
g1626.t1_1	rna-XM_044909910.1_1
g1627.t2_1	rna-XM_044906028.1_1
g1628.t1_1	rna-XM_044909120.1_1
g1629.t1_1	rna-XM_044910065.1_1
g1630.t1_1	rna-XM_044909936.1_1
g1631.t1_1	rna-XM_044909154.1_1
g1632.t1_1	rna-XM_044909985.1_1
g1636.t1_1	rna-XM_044909400.1_1
g1638.t1_1	rna-XM_044908984.1_1
g1640.t1_1	rna-XM_044909397.1_1
g1643.t3_1	rna-XM_044908704.1_1
g1644.t1_1	rna-XM_044908786.1_1
g1645.t1_1	rna-XM_044910419.1_1
g1646.t2_1	rna-XM_044908890.1_1
g1647.t2_1	rna-XM_044908883.1_1
g1648.t1_1	rna-XM_044908910.1_1
g1649.t1_1	rna-XM_044909183.1_1
g1650.t2_1	rna-XM_044909282.1_1
g1651.t1_1	rna-XM_044909203.1_1
g1652.t1_1	rna-XM_044909202.1_1
g1653.t1_1	rna-XM_044895802.1_1
g1654.t1_1	rna-XM_044909146.1_1
g1655.t1_1	rna-XM_044909242.1_1
g1656.t3_1	rna-XM_044909017.1_1
g1658.t1_1	rna-XM_044910092.1_1
g1659.t1_1	rna-XM_044906944.1_1
g1660.t1_1	rna-XM_044908837.1_1
g1661.t2_1	rna-XM_044897878.1_1
g1662.t1_1	rna-XM_044893919.1_1
g1663.t1_1	rna-XM_044910397.1_1
g1664.t1_1	rna-XM_044902633.1_1
g1665.t1_1	rna-XM_044909751.1_1
g1666.t1_1	rna-XM_044909888.1_1
g1667.t2_1	rna-XM_044908709.1_1
g1668.t1_1	rna-XM_044908834.1_1
g1669.t1_1	rna-XM_044894588.1_1
g1670.t1_1	rna-XM_044910024.1_1
g1671.t1_1	rna-XM_044909742.1_1
g1673.t1_1	rna-XM_044909015.1_1
g1674.t1_1	rna-XM_044910033.1_1
g1676.t1_1	rna-XM_044909911.1_1
g1677.t1_1	rna-XM_044909688.1_1
g1678.t1_1	rna-XM_044909963.1_1
g1679.t2_1	rna-XM_044909091.1_1
g1681.t5_1	rna-XM_044909100.1_1
g1682.t1_1	rna-XM_044909548.1_1
g1683.t3_1	rna-XM_044909844.1_1
g1684.t1_1	rna-XM_044910433.1_1
g1685.t1_1	rna-XM_044909920.1_1
g1686.t1_1	rna-XM_044908840.1_1
g1687.t2_1	rna-XM_044909208.1_1
g1688.t1_1	rna-XM_044910434.1_1
g1690.t1_1	rna-XM_044910127.1_1
g1691.t1_1	rna-XM_044909825.1_1
g1692.t1_1	rna-XM_044909251.1_1
g1694.t2_1	rna-XM_044909405.1_1
g1695.t3_1	rna-XM_044909759.1_1
g1696.t1_1	rna-XM_044909576.1_1
g1697.t1_1	rna-XM_044909570.1_1
g1699.t1_1	rna-XM_044909347.1_1
g1700.t1_1	rna-XM_044909943.1_1
g1701.t2_1	rna-XM_044909884.1_1
g1702.t1_1	rna-XM_044908814.1_1
g1703.t2_1	rna-XM_044909024.1_1
g1705.t1_1	rna-XM_044909930.1_1
g1707.t3_1	rna-XM_044909056.1_1
g1708.t1_1	rna-XM_044909027.1_1
g1709.t3_1	rna-XM_044908739.1_1
g1710.t1_1	rna-XM_044909286.1_1
g1711.t1_1	rna-XM_044908921.1_1
g1712.t1_1	rna-XM_044909071.1_1
g1713.t1_1	rna-XM_044909429.1_1
g1714.t1_1	rna-XM_044909425.1_1
g1715.t1_1	rna-XM_044898831.1_1
g1716.t1_1	rna-XM_044909112.1_1
g1717.t1_1	rna-XM_044895249.1_1
g1718.t1_1	rna-XM_044908779.1_1
g1719.t1_1	rna-XM_044908780.1_1
g1721.t1_1	rna-XM_044909968.1_1
g1722.t1_1	rna-XM_044909053.1_1
g1723.t1_1	rna-XM_044910004.1_1
g1724.t1_1	rna-XM_044908997.1_1
g1727.t1_1	rna-XM_044909356.1_1
g1731.t1_1	rna-XM_044909865.1_1
g1733.t1_1	rna-XM_044909887.1_1
g1734.t1_1	rna-XM_044908959.1_1
g1735.t1_1	rna-XM_044910115.1_1
g1736.t1_1	rna-XM_044909110.1_1
g1737.t1_1	rna-XM_044910144.1_1
g1738.t1_1	rna-XM_044908855.1_1
g1826.t1_1	rna-XM_044896242.1_1
g1827.t2_1	rna-XM_044888488.1_1
g1832.t2_1	rna-XM_044890362.1_1
g1835.t1_1	rna-XM_044899668.1_1
g1836.t1_1	rna-XM_044890859.1_1
g1839.t3_1	rna-XM_044890888.1_1
g1843.t2_1	rna-XM_044890087.1_1
g1844.t1_1	rna-XM_044907709.1_1
g1845.t1_1	rna-XM_044889395.1_1
g1846.t1_1	rna-XM_044888506.1_1
g1848.t1_1	rna-XM_044905450.1_1
g1849.t2_1	rna-XM_044906259.1_1
g1850.t2_1	rna-XM_044905466.1_1
g1851.t1_1	rna-XM_044888807.1_1
g1852.t3_1	rna-XM_044900284.1_1
g1853.t1_1	rna-XM_044901169.1_1
g1854.t1_1	rna-XM_044901348.1_1
g1855.t1_1	rna-XM_044907046.1_1
g1856.t1_1	rna-XM_044901377.1_1
g1858.t1_1	rna-XM_044900218.1_1
g1859.t1_1	rna-XM_044900750.1_1
g1860.t1_1	rna-XM_044909876.1_1
g1861.t1_1	rna-XM_044901347.1_1
g1862.t1_1	rna-XM_044900556.1_1
g1863.t1_1	rna-XM_044900558.1_1
g1864.t1_1	rna-XM_044901969.1_1
g1865.t1_1	rna-XM_044891056.1_1
g1866.t1_1	rna-XM_044889670.1_1
g1868.t1_1	rna-XM_044890632.1_1
g1870.t1_1	rna-XM_044902137.1_1
g1872.t1_1	rna-XM_044905979.1_1
g1873.t1_1	rna-XM_044905943.1_1
g1874.t1_1	rna-XM_044905517.1_1
g1875.t1_1	rna-XM_044905308.1_1
g1876.t1_1	rna-XM_044904828.1_1
g1877.t1_1	rna-XM_044902429.1_1
g1878.t1_1	rna-XM_044902349.1_1
g1883.t1_1	rna-XM_044895910.1_1
g1885.t1_1	rna-XM_044907699.1_1
g1925.t1_1	rna-XM_044907802.1_1
g1926.t1_1	rna-XM_044909463.1_1
g1953.t1_1	rna-XM_044888314.1_1
g1956.t1_1	rna-XM_044889810.1_1
g1965.t1_1	rna-XM_044910612.1_1
g1970.t1_1	rna-XM_044910293.1_1
g1983.t1_1	rna-XM_044898042.1_1
g2001.t1_1	rna-XM_044888806.1_1
g2022.t1_1	rna-XM_044904446.1_1
g2025.t1_1	rna-XM_044908536.1_1
g2037.t1_1	rna-XM_044892714.1_1
g2038.t1_1	rna-XM_044891692.1_1
g2039.t1_1	rna-XM_044901417.1_1
g2040.t1_1	rna-XM_044895876.1_1
g2041.t1_1	rna-XM_044889290.1_1
g2042.t1_1	rna-XM_044892335.1_1
g2043.t1_1	rna-XM_044893708.1_1
g2044.t2_1	rna-XM_044904711.1_1
g2045.t1_1	rna-XM_044902844.1_1
g2047.t1_1	rna-XM_044902532.1_1
g2048.t3_1	rna-XM_044901252.1_1
g2049.t1_1	rna-XM_044900148.1_1
g2050.t1_1	rna-XM_044900630.1_1
g2052.t1_1	rna-XM_044901023.1_1
g2059.t2_1	rna-XM_044900713.1_1
g2066.t1_1	rna-XM_044901571.1_1
g2067.t1_1	rna-XM_044905181.1_1
g2068.t1_1	rna-XM_044902087.1_1
g2069.t1_1	rna-XM_044902092.1_1
g2070.t1_1	rna-XM_044902093.1_1
g2071.t1_1	rna-XM_044902090.1_1
g2072.t1_1	rna-XM_044901336.1_1
g2078.t1_1	rna-XM_044901546.1_1
g2079.t1_1	rna-XM_044901349.1_1
g2083.t1_1	rna-XM_044901961.1_1
g2084.t1_1	rna-XM_044901777.1_1
g2085.t1_1	rna-XM_044891704.1_1
g2086.t1_1	rna-XM_044901970.1_1
g2087.t1_1	rna-XM_044888717.1_1
g2088.t1_1	rna-XM_044891843.1_1
g2090.t1_1	rna-XM_044899652.1_1
g2091.t1_1	rna-XM_044905542.1_1
g2092.t1_1	rna-XM_044889905.1_1
g2093.t3_1	rna-XM_044902797.1_1
g2094.t1_1	rna-XM_044888613.1_1
g2098.t1_1	rna-XM_044902491.1_1
g2099.t2_1	rna-XM_044889509.1_1
g2100.t1_1	rna-XM_044892204.1_1
g2101.t1_1	rna-XM_044888414.1_1
g2102.t1_1	rna-XM_044889305.1_1
g2103.t2_1	rna-XM_044897788.1_1
g2104.t1_1	rna-XM_044888693.1_1
g2107.t1_1	rna-XM_044890365.1_1
g2108.t1_1	rna-XM_044890608.1_1
g2109.t1_1	rna-XM_044890909.1_1
g2110.t1_1	rna-XM_044889894.1_1
g2112.t1_1	rna-XM_044890434.1_1
g2113.t1_1	rna-XM_044889957.1_1
g2114.t2_1	rna-XM_044890126.1_1
g2115.t1_1	rna-XM_044889635.1_1
g2121.t1_1	rna-XM_044901107.1_1
g2123.t1_1	rna-XM_044888949.1_1
g2125.t1_1	rna-XM_044892777.1_1
g2127.t1_1	rna-XM_044889733.1_1
g2128.t2_1	rna-XM_044908951.1_1
g2130.t2_1	rna-XM_044910163.1_1
g2131.t1_1	rna-XM_044888587.1_1
g2132.t10_1	rna-XM_044891673.1_1
g2138.t1_1	rna-XM_044898014.1_1
g2139.t3_1	rna-XM_044888984.1_1
g2141.t1_1	rna-XM_044888698.1_1
g2142.t1_1	rna-XM_044888710.1_1
g2143.t1_1	rna-XM_044896333.1_1
g2144.t1_1	rna-XM_044889050.1_1
g2145.t1_1	rna-XM_044891480.1_1
g2146.t1_1	rna-XM_044892217.1_1
g2147.t1_1	rna-XM_044892718.1_1
g2148.t1_1	rna-XM_044892676.1_1
g2151.t1_1	rna-XM_044893482.1_1
g2153.t2_1	rna-XM_044909116.1_1
g2155.t1_1	rna-XM_044909483.1_1
g2156.t1_1	rna-XM_044892377.1_1
g2157.t1_1	rna-XM_044902691.1_1
g2158.t2_1	rna-XM_044900607.1_1
g2162.t4_1	rna-XM_044891129.1_1
g2163.t1_1	rna-XM_044902250.1_1
g2164.t1_1	rna-XM_044889108.1_1
g2166.t1_1	rna-XM_044891290.1_1
g2167.t2_1	rna-XM_044890978.1_1
g2170.t1_1	rna-XM_044890321.1_1
g2171.t3_1	rna-XM_044899158.1_1
g2172.t1_1	rna-XM_044890315.1_1
g2173.t1_1	rna-XM_044890697.1_1
g2174.t2_1	rna-XM_044888946.1_1
g2175.t1_1	rna-XM_044889700.1_1
g2178.t1_1	rna-XM_044890147.1_1
g2179.t1_1	rna-XM_044889057.1_1
g2180.t1_1	rna-XM_044908964.1_1
g2182.t2_1	rna-XM_044889909.1_1
g2183.t1_1	rna-XM_044891478.1_1
g2184.t1_1	rna-XM_044889059.1_1
g2187.t1_1	rna-XM_044893136.1_1
g2190.t2_1	rna-XM_044891948.1_1
g2195.t1_1	rna-XM_044901817.1_1
g2198.t1_1	rna-XM_044893132.1_1
g2203.t1_1	rna-XM_044901447.1_1
g2206.t1_1	rna-XM_044892240.1_1
g2207.t1_1	rna-XM_044891937.1_1
g2209.t1_1	rna-XM_044893488.1_1
g2210.t1_1	rna-XM_044893382.1_1
g2211.t1_1	rna-XM_044892463.1_1
g2212.t1_1	rna-XM_044891797.1_1
g2213.t1_1	rna-XM_044896102.1_1
g2214.t1_1	rna-XM_044910539.1_1
g2271.t2_1	rna-XM_044905192.1_1
g2274.t1_1	rna-XM_044900217.1_1
g2275.t1_1	rna-XM_044901642.1_1
g2276.t1_1	rna-XM_044905732.1_1
g2277.t1_1	rna-XM_044900826.1_1
g2278.t1_1	rna-XM_044901343.1_1
g2279.t1_1	rna-XM_044907507.1_1
g2280.t1_1	rna-XM_044907061.1_1
g2281.t1_1	rna-XM_044901372.1_1
g2282.t1_1	rna-XM_044909501.1_1
g2284.t1_1	rna-XM_044903014.1_1
g2286.t1_1	rna-XM_044901647.1_1
g2288.t2_1	rna-XM_044890814.1_1
g2289.t2_1	rna-XM_044904022.1_1
g2290.t1_1	rna-XM_044902732.1_1
g2291.t2_1	rna-XM_044902889.1_1
g2292.t1_1	rna-XM_044902675.1_1
g2293.t1_1	rna-XM_044900220.1_1
g2294.t1_1	rna-XM_044904010.1_1
g2295.t1_1	rna-XM_044902509.1_1
g2296.t1_1	rna-XM_044904087.1_1
g2297.t1_1	rna-XM_044902742.1_1
g2298.t1_1	rna-XM_044902968.1_1
g2299.t1_1	rna-XM_044903419.1_1
g2300.t1_1	rna-XM_044904082.1_1
g2301.t1_1	rna-XM_044902711.1_1
g2302.t1_1	rna-XM_044903620.1_1
g2303.t1_1	rna-XM_044903299.1_1
g2306.t1_1	rna-XM_044902760.1_1
g2309.t1_1	rna-XM_044891635.1_1
g2310.t1_1	rna-XM_044899422.1_1
g2311.t1_1	rna-XM_044892680.1_1
g2314.t1_1	rna-XM_044900944.1_1
g2315.t1_1	rna-XM_044897306.1_1
g2316.t1_1	rna-XM_044889357.1_1
g2318.t1_1	rna-XM_044897304.1_1
g2320.t2_1	rna-XM_044897309.1_1
g2321.t1_1	rna-XM_044897771.1_1
g2324.t1_1	rna-XM_044896907.1_1
g2325.t1_1	rna-XM_044897214.1_1
g2326.t1_1	rna-XM_044898440.1_1
g2327.t1_1	rna-XM_044898923.1_1
g2328.t2_1	rna-XM_044899425.1_1
g2329.t1_1	rna-XM_044893988.1_1
g2330.t1_1	rna-XM_044890698.1_1
g2332.t1_1	rna-XM_044893051.1_1
g2333.t1_1	rna-XM_044909787.1_1
g2335.t1_1	rna-XM_044892147.1_1
g2336.t1_1	rna-XM_044893257.1_1
g2337.t1_1	rna-XM_044895132.1_1
g2338.t1_1	rna-XM_044909807.1_1
g2339.t1_1	rna-XM_044890842.1_1
g2340.t1_1	rna-XM_044893935.1_1
g2341.t1_1	rna-XM_044890455.1_1
g2343.t1_1	rna-XM_044895430.1_1
g2344.t2_1	rna-XM_044896236.1_1
g2345.t1_1	rna-XM_044904112.1_1
g2350.t1_1	rna-XM_044892408.1_1
g2352.t1_1	rna-XM_044893112.1_1
g2353.t2_1	rna-XM_044911223.1_1
g2354.t1_1	rna-XM_044910816.1_1
g2355.t1_1	rna-XM_044892981.1_1
g2356.t1_1	rna-XM_044909976.1_1
g2357.t1_1	rna-XM_044893097.1_1
g2358.t1_1	rna-XM_044892755.1_1
g2359.t2_1	rna-XM_044896626.1_1
g2362.t2_1	rna-XM_044890199.1_1
g2363.t1_1	rna-XM_044896008.1_1
g2364.t1_1	rna-XM_044896002.1_1
g2365.t1_1	rna-XM_044897042.1_1
g2367.t3_1	rna-XM_044892186.1_1
g2368.t1_1	rna-XM_044894100.1_1
g2370.t1_1	rna-XM_044893529.1_1
g2371.t1_1	rna-XM_044892237.1_1
g2372.t1_1	rna-XM_044893077.1_1
g2373.t2_1	rna-XM_044901658.1_1
g2374.t1_1	rna-XM_044888453.1_1
g2375.t1_1	rna-XM_044890999.1_1
g2376.t1_1	rna-XM_044891134.1_1
g2377.t1_1	rna-XM_044888382.1_1
g2378.t1_1	rna-XM_044890457.1_1
