g6.t1_1	BRAKERILHT00000001257_1
g14743.t2_1	BRAKERILHT00000016775_1
g14744.t1_1	BRAKERILHT00000016819_1
g14745.t2_1	BRAKERILHT00000015945_1
g14746.t1_1	BRAKERILHT00000016522_1
g14748.t1_1	BRAKERILHT00000016263_1
g14749.t1_1	BRAKERILHT00000016635_1
g14751.t1_1	BRAKERILHT00000016857_1
g14752.t2_1	BRAKERILHT00000015826_1
g14753.t2_1	BRAKERILHT00000016974_1
g14754.t1_1	BRAKERILHT00000016381_1
g14755.t1_1	BRAKERILHT00000016013_1
g14756.t1_1	BRAKERILHT00000016794_1
g14757.t1_1	BRAKERILHT00000015745_1
g14758.t1_1	BRAKERILHT00000015766_1
g14761.t1_1	BRAKERILHT00000016307_1
g14763.t1_1	BRAKERILHT00000015638_1
g14765.t1_1	BRAKERILHT00000016299_1
g14766.t1_1	BRAKERILHT00000016507_1
g14767.t1_1	BRAKERILHT00000015684_1
g14768.t1_1	BRAKERILHT00000016666_1
g14769.t1_1	BRAKERILHT00000016010_1
g14770.t1_1	BRAKERILHT00000016788_1
g14771.t1_1	BRAKERILHT00000016404_1
g14772.t2_1	BRAKERILHT00000016979_1
g14774.t2_1	BRAKERILHT00000015890_1
g14775.t2_1	BRAKERILHT00000016261_1
g14776.t1_1	BRAKERILHT00000016020_1
g14777.t1_1	BRAKERILHT00000016070_1
g14779.t1_1	BRAKERILHT00000016855_1
g14783.t1_1	BRAKERILHT00000016227_1
g1390.t1_1	BRAKERILHT00000017301_1
g1392.t1_1	BRAKERILHT00000017004_1
g1393.t1_1	BRAKERILHT00000017589_1
g1394.t1_1	BRAKERILHT00000017760_1
g1396.t2_1	BRAKERILHT00000005628_1
g1397.t1_1	BRAKERILHT00000017431_1
g1398.t1_1	BRAKERILHT00000017649_1
g1399.t2_1	BRAKERILHT00000017264_1
g1400.t1_1	BRAKERILHT00000017007_1
g1401.t1_1	BRAKERILHT00000017296_1
g1402.t1_1	BRAKERILHT00000018018_1
g1403.t1_1	BRAKERILHT00000017218_1
g1404.t2_1	BRAKERILHT00000017001_1
g1405.t2_1	BRAKERILHT00000017772_1
g1406.t1_1	BRAKERILHT00000017629_1
g1407.t2_1	BRAKERILHT00000017330_1
g1408.t2_1	BRAKERILHT00000017181_1
g1410.t1_1	BRAKERILHT00000017488_1
g1413.t1_1	BRAKERILHT00000017332_1
g1415.t1_1	BRAKERILHT00000017097_1
g1416.t1_1	BRAKERILHT00000017729_1
g1417.t1_1	BRAKERILHT00000017558_1
g1419.t1_1	BRAKERILHT00000017252_1
g1420.t1_1	BRAKERILHT00000017093_1
g1421.t3_1	BRAKERILHT00000017923_1
g1422.t1_1	BRAKERILHT00000017178_1
g1423.t1_1	BRAKERILHT00000018023_1
g1424.t1_1	BRAKERILHT00000017132_1
g1425.t1_1	BRAKERILHT00000017684_1
g1426.t2_1	BRAKERILHT00000017892_1
g1428.t1_1	BRAKERILHT00000018007_1
g1429.t1_1	BRAKERILHT00000017380_1
g1431.t1_1	BRAKERILHT00000017486_1
g1432.t1_1	BRAKERILHT00000017513_1
g1434.t1_1	BRAKERILHT00000017195_1
g1435.t1_1	BRAKERILHT00000017561_1
g1436.t1_1	BRAKERILHT00000017554_1
g1437.t1_1	BRAKERILHT00000018003_1
g1438.t1_1	BRAKERILHT00000018021_1
g1439.t1_1	BRAKERILHT00000017408_1
g1440.t1_1	BRAKERILHT00000017957_1
g1441.t1_1	BRAKERILHT00000017334_1
g1442.t1_1	BRAKERILHT00000017844_1
g1445.t2_1	BRAKERILHT00000017318_1
g1447.t1_1	BRAKERILHT00000017621_1
g1448.t1_1	BRAKERILHT00000017483_1
g1449.t1_1	BRAKERILHT00000017126_1
g1450.t1_1	BRAKERILHT00000017972_1
g1451.t1_1	BRAKERILHT00000017918_1
g1452.t1_1	BRAKERILHT00000017269_1
g1453.t1_1	BRAKERILHT00000018056_1
g1457.t1_1	BRAKERILHT00000017315_1
g1458.t1_1	BRAKERILHT00000017794_1
g1459.t1_1	BRAKERILHT00000017953_1
g1460.t1_1	BRAKERILHT00000017660_1
g1461.t1_1	BRAKERILHT00000017889_1
g1463.t1_1	BRAKERILHT00000017566_1
g1464.t1_1	BRAKERILHT00000017802_1
g1466.t1_1	BRAKERILHT00000017367_1
g1467.t1_1	BRAKERILHT00000017851_1
g1468.t1_1	BRAKERILHT00000017896_1
g1469.t1_1	BRAKERILHT00000016988_1
g1470.t1_1	BRAKERILHT00000017294_1
g1472.t1_1	BRAKERILHT00000017839_1
g1473.t1_1	BRAKERILHT00000017405_1
g1474.t1_1	BRAKERILHT00000017997_1
g1475.t1_1	BRAKERILHT00000017676_1
g1476.t1_1	BRAKERILHT00000017210_1
g1477.t1_1	BRAKERILHT00000017396_1
g1478.t1_1	BRAKERILHT00000017769_1
g1480.t1_1	BRAKERILHT00000018037_1
g1481.t1_1	BRAKERILHT00000017180_1
g1482.t2_1	BRAKERILHT00000017400_1
g1483.t1_1	BRAKERILHT00000017276_1
g1484.t1_1	BRAKERILHT00000017626_1
g1485.t1_1	BRAKERILHT00000017371_1
g1487.t1_1	BRAKERILHT00000017010_1
g1488.t1_1	BRAKERILHT00000017021_1
g1489.t1_1	BRAKERILHT00000017882_1
g1490.t1_1	BRAKERILHT00000017625_1
g1491.t1_1	BRAKERILHT00000017480_1
g1492.t1_1	BRAKERILHT00000017793_1
g1494.t1_1	BRAKERILHT00000017862_1
g1495.t1_1	BRAKERILHT00000017002_1
g1496.t1_1	BRAKERILHT00000017757_1
g1498.t1_1	BRAKERILHT00000018044_1
g1499.t2_1	BRAKERILHT00000017311_1
g1500.t1_1	BRAKERILHT00000017309_1
g1502.t1_1	BRAKERILHT00000017871_1
g1504.t1_1	BRAKERILHT00000017663_1
g1505.t1_1	BRAKERILHT00000017982_1
g1506.t1_1	BRAKERILHT00000017692_1
g1507.t1_1	BRAKERILHT00000017696_1
g1508.t1_1	BRAKERILHT00000017448_1
g1509.t1_1	BRAKERILHT00000017481_1
g1510.t1_1	BRAKERILHT00000017609_1
g1511.t2_1	BRAKERILHT00000017377_1
g1512.t1_1	BRAKERILHT00000017120_1
g1513.t1_1	BRAKERILHT00000017903_1
g1514.t2_1	BRAKERILHT00000017298_1
g1515.t1_1	BRAKERILHT00000017867_1
g1516.t1_1	BRAKERILHT00000017003_1
g1517.t1_1	BRAKERILHT00000018010_1
g1518.t1_1	BRAKERILHT00000017864_1
g1519.t3_1	BRAKERILHT00000017854_1
g1520.t1_1	BRAKERILHT00000017933_1
g1521.t1_1	BRAKERILHT00000017763_1
g1522.t2_1	BRAKERILHT00000017331_1
g1523.t1_1	BRAKERILHT00000017996_1
g1524.t1_1	BRAKERILHT00000017059_1
g1525.t1_1	BRAKERILHT00000017979_1
g1526.t1_1	BRAKERILHT00000017543_1
g1527.t2_1	BRAKERILHT00000017866_1
g1528.t1_1	BRAKERILHT00000018026_1
g1529.t2_1	BRAKERILHT00000017161_1
g1530.t1_1	BRAKERILHT00000017874_1
g1531.t2_1	BRAKERILHT00000017559_1
g1532.t1_1	BRAKERILHT00000017258_1
g1533.t2_1	BRAKERILHT00000017425_1
g1534.t1_1	BRAKERILHT00000017666_1
g1535.t1_1	BRAKERILHT00000017438_1
g1536.t1_1	BRAKERILHT00000017053_1
g1537.t1_1	BRAKERILHT00000017568_1
g1538.t1_1	BRAKERILHT00000017713_1
g1539.t2_1	BRAKERILHT00000017058_1
g1540.t1_1	BRAKERILHT00000017045_1
g1541.t1_1	BRAKERILHT00000017069_1
g1542.t1_1	BRAKERILHT00000017879_1
g1543.t1_1	BRAKERILHT00000017501_1
g1544.t1_1	BRAKERILHT00000017202_1
g1545.t1_1	BRAKERILHT00000018004_1
g1546.t1_1	BRAKERILHT00000017346_1
g1547.t1_1	BRAKERILHT00000017686_1
g1548.t1_1	BRAKERILHT00000017131_1
g1549.t1_1	BRAKERILHT00000017539_1
g1551.t1_1	BRAKERILHT00000017743_1
g1552.t1_1	BRAKERILHT00000017542_1
g1554.t1_1	BRAKERILHT00000018001_1
g1555.t1_1	BRAKERILHT00000017671_1
g1558.t1_1	BRAKERILHT00000017915_1
g1560.t1_1	BRAKERILHT00000017941_1
g1561.t1_1	BRAKERILHT00000017467_1
g1562.t1_1	BRAKERILHT00000017099_1
g1563.t1_1	BRAKERILHT00000017956_1
g1565.t1_1	BRAKERILHT00000017695_1
g1566.t1_1	BRAKERILHT00000017223_1
g1567.t2_1	BRAKERILHT00000017535_1
g1568.t1_1	BRAKERILHT00000017211_1
g1569.t1_1	BRAKERILHT00000017462_1
g1570.t1_1	BRAKERILHT00000017780_1
g1572.t1_1	BRAKERILHT00000017988_1
g1573.t1_1	BRAKERILHT00000017186_1
g1574.t1_1	BRAKERILHT00000017088_1
g1575.t2_1	BRAKERILHT00000018011_1
g1576.t1_1	BRAKERILHT00000018027_1
g1577.t1_1	BRAKERILHT00000017410_1
g1578.t1_1	BRAKERILHT00000017722_1
g1579.t1_1	BRAKERILHT00000017496_1
g1580.t1_1	BRAKERILHT00000017364_1
g1581.t1_1	BRAKERILHT00000017845_1
g1582.t1_1	BRAKERILHT00000017745_1
g1583.t1_1	BRAKERILHT00000017507_1
g1584.t1_1	BRAKERILHT00000018035_1
g1585.t1_1	BRAKERILHT00000017528_1
g1586.t1_1	BRAKERILHT00000017641_1
g1587.t1_1	BRAKERILHT00000017110_1
g1588.t2_1	BRAKERILHT00000017914_1
g1589.t1_1	BRAKERILHT00000017983_1
g1590.t1_1	BRAKERILHT00000017840_1
g1591.t3_1	BRAKERILHT00000017774_1
g1592.t1_1	BRAKERILHT00000017422_1
g1594.t1_1	BRAKERILHT00000017778_1
g1596.t1_1	BRAKERILHT00000017127_1
g1597.t1_1	BRAKERILHT00000017424_1
g1598.t1_1	BRAKERILHT00000017612_1
g1599.t1_1	BRAKERILHT00000017365_1
g1601.t2_1	BRAKERILHT00000017081_1
g1602.t1_1	BRAKERILHT00000017735_1
g1603.t1_1	BRAKERILHT00000017040_1
g1604.t1_1	BRAKERILHT00000017008_1
g1605.t1_1	BRAKERILHT00000017761_1
g1606.t2_1	BRAKERILHT00000017798_1
g1608.t2_1	BRAKERILHT00000017968_1
g1609.t1_1	BRAKERILHT00000017321_1
g1610.t1_1	BRAKERILHT00000017247_1
g1611.t1_1	BRAKERILHT00000017413_1
g1612.t1_1	BRAKERILHT00000017881_1
g1613.t1_1	BRAKERILHT00000017634_1
g1614.t1_1	BRAKERILHT00000018041_1
g1615.t1_1	BRAKERILHT00000017781_1
g1616.t1_1	BRAKERILHT00000017947_1
g1619.t1_1	BRAKERILHT00000017118_1
g1620.t1_1	BRAKERILHT00000017434_1
g1621.t1_1	BRAKERILHT00000017887_1
g1622.t1_1	BRAKERILHT00000017721_1
g1623.t2_1	BRAKERILHT00000017511_1
g1624.t1_1	BRAKERILHT00000017015_1
g1625.t1_1	BRAKERILHT00000017868_1
g1626.t1_1	BRAKERILHT00000017974_1
g1627.t2_1	BRAKERILHT00000017742_1
g1628.t1_1	BRAKERILHT00000017765_1
g1629.t1_1	BRAKERILHT00000017145_1
g1630.t1_1	BRAKERILHT00000017352_1
g1631.t1_1	BRAKERILHT00000017597_1
g1632.t1_1	BRAKERILHT00000017183_1
g1636.t1_1	BRAKERILHT00000018040_1
g1638.t1_1	BRAKERILHT00000017280_1
g1640.t1_1	BRAKERILHT00000017415_1
g1643.t3_1	BRAKERILHT00000017883_1
g1644.t1_1	BRAKERILHT00000017966_1
g1646.t2_1	BRAKERILHT00000017005_1
g1647.t2_1	BRAKERILHT00000017865_1
g1648.t1_1	BRAKERILHT00000017603_1
g1649.t1_1	BRAKERILHT00000017449_1
g1650.t2_1	BRAKERILHT00000017259_1
g1651.t1_1	BRAKERILHT00000017628_1
g1652.t1_1	BRAKERILHT00000017277_1
g1654.t1_1	BRAKERILHT00000017101_1
g1655.t1_1	BRAKERILHT00000017905_1
g1656.t3_1	BRAKERILHT00000017229_1
g1657.t1_1	BRAKERILHT00000017044_1
g1658.t1_1	BRAKERILHT00000017808_1
g1659.t1_1	BRAKERILHT00000017631_1
g1660.t1_1	BRAKERILHT00000017357_1
g1661.t2_1	BRAKERILHT00000017998_1
g1662.t1_1	BRAKERILHT00000017463_1
g1663.t1_1	BRAKERILHT00000017946_1
g1664.t1_1	BRAKERILHT00000017025_1
g1665.t1_1	BRAKERILHT00000017272_1
g1666.t1_1	BRAKERILHT00000017644_1
g1667.t2_1	BRAKERILHT00000017964_1
g1668.t1_1	BRAKERILHT00000017255_1
g1669.t1_1	BRAKERILHT00000017571_1
g1670.t1_1	BRAKERILHT00000000764_1
g1671.t1_1	BRAKERILHT00000017476_1
g1672.t1_1	BRAKERILHT00000017170_1
g1673.t1_1	BRAKERILHT00000017204_1
g1674.t1_1	BRAKERILHT00000018008_1
g1676.t1_1	BRAKERILHT00000017072_1
g1677.t1_1	BRAKERILHT00000017856_1
g1678.t1_1	BRAKERILHT00000017938_1
g1679.t2_1	BRAKERILHT00000017062_1
g1681.t5_1	BRAKERILHT00000017216_1
g1682.t1_1	BRAKERILHT00000016992_1
g1683.t3_1	BRAKERILHT00000017526_1
g1684.t1_1	BRAKERILHT00000017150_1
g1685.t1_1	BRAKERILHT00000017658_1
g1686.t1_1	BRAKERILHT00000017083_1
g1687.t2_1	BRAKERILHT00000017187_1
g1688.t1_1	BRAKERILHT00000017718_1
g1689.t1_1	BRAKERILHT00000017418_1
g1690.t1_1	BRAKERILHT00000017648_1
g1691.t1_1	BRAKERILHT00000017455_1
g1692.t1_1	BRAKERILHT00000017708_1
g1693.t2_1	BRAKERILHT00000017395_1
g1697.t1_1	BRAKERILHT00000017959_1
g1699.t1_1	BRAKERILHT00000018054_1
g1700.t1_1	BRAKERILHT00000018030_1
g1701.t2_1	BRAKERILHT00000017305_1
g1702.t1_1	BRAKERILHT00000017122_1
g1705.t1_1	BRAKERILHT00000017749_1
g1707.t3_1	BRAKERILHT00000017023_1
g1708.t1_1	BRAKERILHT00000017707_1
g1709.t3_1	BRAKERILHT00000017108_1
g1710.t1_1	BRAKERILHT00000017584_1
g1711.t1_1	BRAKERILHT00000017529_1
g1712.t1_1	BRAKERILHT00000018042_1
g1713.t1_1	BRAKERILHT00000017191_1
g1714.t1_1	BRAKERILHT00000017869_1
g1715.t1_1	BRAKERILHT00000017160_1
g1716.t1_1	BRAKERILHT00000017632_1
g1717.t1_1	BRAKERILHT00000017784_1
g1718.t1_1	BRAKERILHT00000017958_1
g1719.t1_1	BRAKERILHT00000017024_1
g1720.t1_1	BRAKERILHT00000017459_1
g1721.t1_1	BRAKERILHT00000017112_1
g1722.t1_1	BRAKERILHT00000017350_1
g1723.t1_1	BRAKERILHT00000017436_1
g1724.t1_1	BRAKERILHT00000017344_1
g1725.t1_1	BRAKERILHT00000017158_1
g1726.t1_1	BRAKERILHT00000018005_1
g1727.t1_1	BRAKERILHT00000017307_1
g1728.t1_1	BRAKERILHT00000017051_1
g1730.t1_1	BRAKERILHT00000017503_1
g1731.t1_1	BRAKERILHT00000017993_1
g1733.t1_1	BRAKERILHT00000017546_1
g1734.t1_1	BRAKERILHT00000017042_1
g1735.t1_1	BRAKERILHT00000017273_1
g1737.t1_1	BRAKERILHT00000017890_1
g1738.t1_1	BRAKERILHT00000017576_1
g1739.t1_1	BRAKERILHT00000017654_1
g1826.t1_1	BRAKERILHT00000016532_1
g1827.t2_1	BRAKERILHT00000016135_1
g1830.t1_1	BRAKERILHT00000015820_1
g1831.t1_1	BRAKERILHT00000016902_1
g1832.t2_1	BRAKERILHT00000016380_1
g1835.t1_1	BRAKERILHT00000016181_1
g1836.t1_1	BRAKERILHT00000016557_1
g1837.t7_1	BRAKERILHT00000015980_1
g1843.t2_1	BRAKERILHT00000016707_1
g1844.t1_1	BRAKERILHT00000016241_1
g1845.t1_1	BRAKERILHT00000016042_1
g1846.t1_1	BRAKERILHT00000016366_1
g1847.t1_1	BRAKERILHT00000015931_1
g1848.t1_1	BRAKERILHT00000016649_1
g1849.t2_1	BRAKERILHT00000016528_1
g1850.t2_1	BRAKERILHT00000016233_1
g1852.t3_1	BRAKERILHT00000016094_1
g1853.t1_1	BRAKERILHT00000015786_1
g1854.t1_1	BRAKERILHT00000015611_1
g1855.t1_1	BRAKERILHT00000016647_1
g1856.t1_1	BRAKERILHT00000016308_1
g1857.t1_1	BRAKERILHT00000015910_1
g1858.t1_1	BRAKERILHT00000016813_1
g1859.t1_1	BRAKERILHT00000016163_1
g1860.t1_1	BRAKERILHT00000015704_1
g1862.t1_1	BRAKERILHT00000016563_1
g1864.t1_1	BRAKERILHT00000016573_1
g1865.t1_1	BRAKERILHT00000016280_1
g1866.t1_1	BRAKERILHT00000016493_1
g1867.t2_1	BRAKERILHT00000016193_1
g1868.t1_1	BRAKERILHT00000015881_1
g1870.t1_1	BRAKERILHT00000016987_1
g1871.t1_1	BRAKERILHT00000016346_1
g1872.t1_1	BRAKERILHT00000016210_1
g1873.t1_1	BRAKERILHT00000016505_1
g1874.t1_1	BRAKERILHT00000016808_1
g1875.t1_1	BRAKERILHT00000016897_1
g1876.t1_1	BRAKERILHT00000015819_1
g1877.t1_1	BRAKERILHT00000016099_1
g1878.t1_1	BRAKERILHT00000016411_1
g1953.t1_1	BRAKERILHT00000016645_1
g1956.t1_1	BRAKERILHT00000012311_1
g1971.t1_1	BRAKERILHT00000013505_1
g1987.t1_1	BRAKERILHT00000017239_1
g1999.t1_1	BRAKERILHT00000016206_1
g2008.t1_1	BRAKERILHT00000011431_1
g2030.t1_1	BRAKERILHT00000017505_1
g2038.t1_1	BRAKERILHT00000016466_1
g2039.t1_1	BRAKERILHT00000015636_1
g2040.t1_1	BRAKERILHT00000016723_1
g2041.t1_1	BRAKERILHT00000016580_1
g2043.t1_1	BRAKERILHT00000016259_1
g2044.t2_1	BRAKERILHT00000016960_1
g2045.t1_1	BRAKERILHT00000015811_1
g2046.t1_1	BRAKERILHT00000016170_1
g2047.t1_1	BRAKERILHT00000015902_1
g2048.t3_1	BRAKERILHT00000016971_1
g2049.t1_1	BRAKERILHT00000016513_1
g2050.t1_1	BRAKERILHT00000016219_1
g2051.t1_1	BRAKERILHT00000016681_1
g2053.t1_1	BRAKERILHT00000016017_1
g2059.t2_1	BRAKERILHT00000016270_1
g2066.t1_1	BRAKERILHT00000015759_1
g2067.t1_1	BRAKERILHT00000000765_1
g2068.t1_1	BRAKERILHT00000016650_1
g2069.t1_1	BRAKERILHT00000015768_1
g2070.t1_1	BRAKERILHT00000016058_1
g2071.t1_1	BRAKERILHT00000016141_1
g2072.t1_1	BRAKERILHT00000016934_1
g2073.t1_1	BRAKERILHT00000015664_1
g2074.t1_1	BRAKERILHT00000015614_1
g2078.t1_1	BRAKERILHT00000015929_1
g2079.t1_1	BRAKERILHT00000016923_1
g2080.t1_1	BRAKERILHT00000016361_1
g2083.t1_1	BRAKERILHT00000016448_1
g2084.t1_1	BRAKERILHT00000016764_1
g2085.t1_1	BRAKERILHT00000015856_1
g2086.t1_1	BRAKERILHT00000016160_1
g2087.t1_1	BRAKERILHT00000015615_1
g2088.t1_1	BRAKERILHT00000015994_1
g2090.t1_1	BRAKERILHT00000016787_1
g2091.t1_1	BRAKERILHT00000016148_1
g2092.t1_1	BRAKERILHT00000016462_1
g2093.t3_1	BRAKERILHT00000016908_1
g2094.t1_1	BRAKERILHT00000016306_1
g2097.t1_1	BRAKERILHT00000016691_1
g2098.t1_1	BRAKERILHT00000015913_1
g2100.t1_1	BRAKERILHT00000016120_1
g2101.t1_1	BRAKERILHT00000016339_1
g2102.t1_1	BRAKERILHT00000015731_1
g2103.t2_1	BRAKERILHT00000016114_1
g2104.t1_1	BRAKERILHT00000016276_1
g2105.t1_1	BRAKERILHT00000016495_1
g2107.t1_1	BRAKERILHT00000016118_1
g2108.t1_1	BRAKERILHT00000016781_1
g2109.t1_1	BRAKERILHT00000016354_1
g2110.t1_1	BRAKERILHT00000016115_1
g2112.t1_1	BRAKERILHT00000014844_1
g2113.t1_1	BRAKERILHT00000016502_1
g2114.t2_1	BRAKERILHT00000016890_1
g2115.t1_1	BRAKERILHT00000016271_1
g2117.t1_1	BRAKERILHT00000015850_1
g2118.t1_1	BRAKERILHT00000016144_1
g2121.t1_1	BRAKERILHT00000005621_1
g2123.t1_1	BRAKERILHT00000016136_1
g2124.t1_1	BRAKERILHT00000015880_1
g2125.t1_1	BRAKERILHT00000015740_1
g2127.t1_1	BRAKERILHT00000016498_1
g2128.t2_1	BRAKERILHT00000015883_1
g2129.t1_1	BRAKERILHT00000016891_1
g2130.t2_1	BRAKERILHT00000016742_1
g2131.t1_1	BRAKERILHT00000016177_1
g2132.t10_1	BRAKERILHT00000016929_1
g2133.t1_1	BRAKERILHT00000016455_1
g2134.t1_1	BRAKERILHT00000016071_1
g2136.t1_1	BRAKERILHT00000016889_1
g2137.t1_1	BRAKERILHT00000016269_1
g2138.t1_1	BRAKERILHT00000015948_1
g2139.t3_1	BRAKERILHT00000016152_1
g2140.t2_1	BRAKERILHT00000016112_1
g2141.t1_1	BRAKERILHT00000016427_1
g2142.t1_1	BRAKERILHT00000016642_1
g2143.t1_1	BRAKERILHT00000016477_1
g2144.t1_1	BRAKERILHT00000016797_1
g2145.t1_1	BRAKERILHT00000015743_1
g2146.t1_1	BRAKERILHT00000016214_1
g2147.t1_1	BRAKERILHT00000016511_1
g2148.t1_1	BRAKERILHT00000015936_1
g2149.t2_1	BRAKERILHT00000016246_1
g2150.t1_1	BRAKERILHT00000016552_1
g2151.t1_1	BRAKERILHT00000016874_1
g2153.t2_1	BRAKERILHT00000016088_1
g2154.t1_1	BRAKERILHT00000016678_1
g2157.t1_1	BRAKERILHT00000015658_1
g2158.t2_1	BRAKERILHT00000016637_1
g2159.t1_1	BRAKERILHT00000016167_1
g2162.t4_1	BRAKERILHT00000016555_1
g2163.t1_1	BRAKERILHT00000016376_1
g2164.t1_1	BRAKERILHT00000016443_1
g2166.t1_1	BRAKERILHT00000016658_1
g2167.t2_1	BRAKERILHT00000015682_1
g2168.t1_1	BRAKERILHT00000015839_1
g2169.t1_1	BRAKERILHT00000016257_1
g2170.t1_1	BRAKERILHT00000016709_1
g2172.t1_1	BRAKERILHT00000015895_1
g2173.t1_1	BRAKERILHT00000016386_1
g2174.t2_1	BRAKERILHT00000016231_1
g2175.t1_1	BRAKERILHT00000016727_1
g2176.t1_1	BRAKERILHT00000015901_1
g2178.t1_1	BRAKERILHT00000016127_1
g2179.t1_1	BRAKERILHT00000015756_1
g2180.t1_1	BRAKERILHT00000016783_1
g2182.t2_1	BRAKERILHT00000016465_1
g2183.t1_1	BRAKERILHT00000015988_1
g2184.t1_1	BRAKERILHT00000015690_1
g2186.t1_1	BRAKERILHT00000016771_1
g2187.t1_1	BRAKERILHT00000015788_1
g2188.t2_1	BRAKERILHT00000015998_1
g2189.t1_1	BRAKERILHT00000016389_1
g2190.t2_1	BRAKERILHT00000015963_1
g2191.t1_1	BRAKERILHT00000016378_1
g2192.t1_1	BRAKERILHT00000016758_1
g2195.t1_1	BRAKERILHT00000004706_1
g2197.t1_1	BRAKERILHT00000016129_1
g2198.t1_1	BRAKERILHT00000015637_1
g2202.t1_1	BRAKERILHT00000015869_1
g2203.t1_1	BRAKERILHT00000016985_1
g2206.t1_1	BRAKERILHT00000015911_1
g2207.t1_1	BRAKERILHT00000016499_1
g2209.t1_1	BRAKERILHT00000016429_1
g2210.t1_1	BRAKERILHT00000016132_1
g2212.t1_1	BRAKERILHT00000015640_1
g2213.t1_1	BRAKERILHT00000016729_1
g2214.t1_1	BRAKERILHT00000016731_1
g2271.t2_1	BRAKERILHT00000014456_1
g2272.t2_1	BRAKERILHT00000015037_1
g2273.t1_1	BRAKERILHT00000015609_1
g2275.t1_1	BRAKERILHT00000014588_1
g2277.t1_1	BRAKERILHT00000014433_1
g2278.t1_1	BRAKERILHT00000015067_1
g2279.t1_1	BRAKERILHT00000015515_1
g2280.t1_1	BRAKERILHT00000014545_1
g2281.t1_1	BRAKERILHT00000014455_1
g2282.t1_1	BRAKERILHT00000014338_1
g2283.t1_1	BRAKERILHT00000015129_1
g2284.t1_1	BRAKERILHT00000014421_1
g2286.t1_1	BRAKERILHT00000014110_1
g2287.t1_1	BRAKERILHT00000014535_1
g2288.t2_1	BRAKERILHT00000014329_1
g2289.t2_1	BRAKERILHT00000015472_1
g2290.t1_1	BRAKERILHT00000015386_1
g2291.t2_1	BRAKERILHT00000014628_1
g2292.t1_1	BRAKERILHT00000015243_1
g2293.t1_1	BRAKERILHT00000014054_1
g2294.t1_1	BRAKERILHT00000014697_1
g2295.t1_1	BRAKERILHT00000015155_1
g2296.t1_1	BRAKERILHT00000015467_1
g2297.t1_1	BRAKERILHT00000014320_1
g2298.t1_1	BRAKERILHT00000014611_1
g2299.t1_1	BRAKERILHT00000015204_1
g2300.t1_1	BRAKERILHT00000015549_1
g2301.t1_1	BRAKERILHT00000014273_1
g2302.t1_1	BRAKERILHT00000014537_1
g2303.t1_1	BRAKERILHT00000014557_1
g2306.t1_1	BRAKERILHT00000014503_1
g2307.t1_1	BRAKERILHT00000015430_1
g2308.t1_1	BRAKERILHT00000015518_1
g2309.t1_1	BRAKERILHT00000014526_1
g2310.t1_1	BRAKERILHT00000015552_1
g2311.t1_1	BRAKERILHT00000014943_1
g2314.t1_1	BRAKERILHT00000014337_1
g2315.t1_1	BRAKERILHT00000014758_1
g2317.t1_1	BRAKERILHT00000015446_1
g2318.t1_1	BRAKERILHT00000014312_1
g2320.t2_1	BRAKERILHT00000014454_1
g2321.t1_1	BRAKERILHT00000014916_1
g2324.t1_1	BRAKERILHT00000014794_1
g2325.t1_1	BRAKERILHT00000014730_1
g2326.t1_1	BRAKERILHT00000014385_1
g2327.t1_1	BRAKERILHT00000014077_1
g2328.t2_1	BRAKERILHT00000015316_1
g2329.t1_1	BRAKERILHT00000015068_1
g2330.t1_1	BRAKERILHT00000014709_1
g2332.t1_1	BRAKERILHT00000014117_1
g2333.t1_1	BRAKERILHT00000014380_1
g2334.t1_1	BRAKERILHT00000012547_1
g2335.t1_1	BRAKERILHT00000014700_1
g2336.t1_1	BRAKERILHT00000014525_1
g2337.t1_1	BRAKERILHT00000014387_1
g2338.t1_1	BRAKERILHT00000015234_1
g2339.t1_1	BRAKERILHT00000014743_1
g2340.t1_1	BRAKERILHT00000016670_1
g2342.t1_1	BRAKERILHT00000014420_1
g2343.t1_1	BRAKERILHT00000015468_1
g2344.t2_1	BRAKERILHT00000014534_1
g2345.t1_1	BRAKERILHT00000014406_1
g2346.t1_1	BRAKERILHT00000014739_1
g2347.t1_1	BRAKERILHT00000014915_1
g2350.t1_1	BRAKERILHT00000015251_1
g2351.t1_1	BRAKERILHT00000014569_1
g2353.t2_1	BRAKERILHT00000015440_1
g2354.t1_1	BRAKERILHT00000015849_1
g2355.t1_1	BRAKERILHT00000014166_1
g2356.t1_1	BRAKERILHT00000015298_1
g2357.t1_1	BRAKERILHT00000014713_1
g2359.t2_1	BRAKERILHT00000015076_1
g2362.t2_1	BRAKERILHT00000014986_1
g2364.t1_1	BRAKERILHT00000015337_1
g2365.t1_1	BRAKERILHT00000014582_1
g2366.t1_1	BRAKERILHT00000014141_1
g2368.t1_1	BRAKERILHT00000015510_1
g2369.t1_1	BRAKERILHT00000014278_1
g2370.t1_1	BRAKERILHT00000014631_1
g2371.t1_1	BRAKERILHT00000014998_1
g2372.t1_1	BRAKERILHT00000014895_1
g2373.t2_1	BRAKERILHT00000015362_1
g2374.t1_1	BRAKERILHT00000015441_1
g2375.t1_1	BRAKERILHT00000015285_1
g2376.t1_1	BRAKERILHT00000014744_1
g2377.t1_1	BRAKERILHT00000014641_1
g2378.t1_1	BRAKERILHT00000015096_1
