g8.t1_1	CALCHIM00000023384_1
g1606.t2_1	CALCHIM00000034556_1
g1607.t1_1	CALCHIM00000034557_1
g1608.t2_1	CALCHIM00000034558_1
g1609.t1_1	CALCHIM00000034561_1
g1610.t1_1	CALCHIM00000019303_1
g1611.t1_1	CALCHIM00000019300_1
g1612.t1_1	CALCHIM00000019294_1
g1613.t1_1	CALCHIM00000019293_1
g1615.t1_1	CALCHIM00000023248_1
g1616.t1_1	CALCHIM00000014386_1
g1619.t1_1	CALCHIM00000014384_1
g1620.t1_1	CALCHIM00000014373_1
g1621.t1_1	CALCHIM00000014368_1
g1622.t1_1	CALCHIM00000021694_1
g1623.t2_1	CALCHIM00000021688_1
g1624.t1_1	CALCHIM00000021682_1
g1625.t1_1	CALCHIM00000021680_1
g1626.t1_1	CALCHIM00000021670_1
g1627.t2_1	CALCHIM00000021655_1
g1628.t1_1	CALCHIM00000021650_1
g1629.t1_1	CALCHIM00000021118_1
g1630.t1_1	CALCHIM00000021129_1
g1631.t1_1	CALCHIM00000021137_1
g1632.t1_1	CALCHIM00000021139_1
g1636.t1_1	CALCHIM00000021143_1
g1640.t1_1	CALCHIM00000033955_1
g1643.t3_1	CALCHIM00000039622_1
g1644.t1_1	CALCHIM00000039623_1
g1645.t1_1	CALCHIM00000035506_1
g1646.t2_1	CALCHIM00000035504_1
g1647.t2_1	CALCHIM00000035502_1
g1648.t1_1	CALCHIM00000036843_1
g1649.t1_1	CALCHIM00000036842_1
g1650.t2_1	CALCHIM00000057940_1
g1651.t1_1	CALCHIM00000057938_1
g1652.t1_1	CALCHIM00000057936_1
g1654.t1_1	CALCHIM00000057934_1
g1655.t1_1	CALCHIM00000057933_1
g1656.t3_1	CALCHIM00000057931_1
g1657.t1_1	CALCHIM00000057927_1
g1658.t1_1	CALCHIM00000048060_1
g1659.t1_1	CALCHIM00000048059_1
g1660.t1_1	CALCHIM00000048056_1
g1661.t2_1	CALCHIM00000048049_1
g1662.t1_1	CALCHIM00000048048_1
g1663.t1_1	CALCHIM00000048043_1
g1664.t1_1	CALCHIM00000048042_1
g1665.t1_1	CALCHIM00000048040_1
g1666.t1_1	CALCHIM00000048037_1
g1667.t2_1	CALCHIM00000025805_1
g1668.t1_1	CALCHIM00000025809_1
g1669.t1_1	CALCHIM00000025810_1
g1672.t1_1	CALCHIM00000044935_1
g1673.t1_1	CALCHIM00000044934_1
g1674.t1_1	CALCHIM00000044932_1
g1676.t1_1	CALCHIM00000044931_1
g1677.t1_1	CALCHIM00000003220_1
g1678.t1_1	CALCHIM00000003216_1
g1679.t2_1	CALCHIM00000003213_1
g1681.t5_1	CALCHIM00000003200_1
g1682.t1_1	CALCHIM00000003197_1
g1683.t3_1	CALCHIM00000003194_1
g1684.t1_1	CALCHIM00000019524_1
g1685.t1_1	CALCHIM00000019518_1
g1686.t1_1	CALCHIM00000019517_1
g1687.t2_1	CALCHIM00000029453_1
g1688.t1_1	CALCHIM00000025819_1
g1690.t1_1	CALCHIM00000025826_1
g1691.t1_1	CALCHIM00000025823_1
g1692.t1_1	CALCHIM00000029421_1
g1693.t2_1	CALCHIM00000029420_1
g1694.t2_1	CALCHIM00000053662_1
g1695.t3_1	CALCHIM00000053686_1
g1696.t1_1	CALCHIM00000029422_1
g1697.t1_1	CALCHIM00000024509_1
g1699.t1_1	CALCHIM00000053533_1
g1700.t1_1	CALCHIM00000059115_1
g1701.t2_1	CALCHIM00000059108_1
g1702.t1_1	CALCHIM00000029419_1
g1703.t2_1	CALCHIM00000044301_1
g1707.t3_1	CALCHIM00000032460_1
g1708.t1_1	CALCHIM00000032457_1
g1709.t3_1	CALCHIM00000043227_1
g1711.t1_1	CALCHIM00000029495_1
g1714.t1_1	CALCHIM00000006889_1
g1715.t1_1	CALCHIM00000056517_1
g1716.t1_1	CALCHIM00000056520_1
g1717.t1_1	CALCHIM00000056522_1
g1718.t1_1	CALCHIM00000056524_1
g1719.t1_1	CALCHIM00000056526_1
g1720.t1_1	CALCHIM00000056528_1
g1722.t1_1	CALCHIM00000056529_1
g1725.t1_1	CALCHIM00000059151_1
g1726.t1_1	CALCHIM00000059148_1
g1727.t1_1	CALCHIM00000059145_1
g1730.t1_1	CALCHIM00000020063_1
g1731.t1_1	CALCHIM00000025841_1
g1733.t1_1	CALCHIM00000025838_1
g1734.t1_1	CALCHIM00000025837_1
g1735.t1_1	CALCHIM00000025836_1
g1736.t1_1	CALCHIM00000024331_1
g1737.t1_1	CALCHIM00000019502_1
g1738.t1_1	CALCHIM00000019504_1
g1739.t1_1	CALCHIM00000019510_1
g1821.t1_1	CALCHIM00000044951_1
g1826.t1_1	CALCHIM00000045763_1
g1827.t2_1	CALCHIM00000045762_1
g1829.t1_1	CALCHIM00000059034_1
g1830.t1_1	CALCHIM00000045757_1
g1831.t1_1	CALCHIM00000045756_1
g1832.t2_1	CALCHIM00000033910_1
g1835.t1_1	CALCHIM00000033908_1
g1836.t1_1	CALCHIM00000033899_1
g1837.t7_1	CALCHIM00000033869_1
g1843.t2_1	CALCHIM00000033846_1
g1844.t1_1	CALCHIM00000055344_1
g1845.t1_1	CALCHIM00000033820_1
g1846.t1_1	CALCHIM00000033813_1
g1847.t1_1	CALCHIM00000044275_1
g1848.t1_1	CALCHIM00000044277_1
g1849.t2_1	CALCHIM00000043177_1
g1850.t2_1	CALCHIM00000043181_1
g1851.t1_1	CALCHIM00000029862_1
g1852.t3_1	CALCHIM00000051377_1
g1853.t1_1	CALCHIM00000043185_1
g1854.t1_1	CALCHIM00000051380_1
g1855.t1_1	CALCHIM00000051386_1
g1856.t1_1	CALCHIM00000051388_1
g1857.t1_1	CALCHIM00000051389_1
g1858.t1_1	CALCHIM00000051392_1
g1859.t1_1	CALCHIM00000051394_1
g1860.t1_1	CALCHIM00000051082_1
g1861.t1_1	CALCHIM00000043375_1
g1862.t1_1	CALCHIM00000043376_1
g1863.t1_1	CALCHIM00000043377_1
g1864.t1_1	CALCHIM00000043389_1
g1865.t1_1	CALCHIM00000043391_1
g1866.t1_1	CALCHIM00000043392_1
g1867.t2_1	CALCHIM00000043393_1
g1868.t1_1	CALCHIM00000043398_1
g1870.t1_1	CALCHIM00000050830_1
g1871.t1_1	CALCHIM00000050835_1
g1872.t1_1	CALCHIM00000050821_1
g1873.t1_1	CALCHIM00000050817_1
g1874.t1_1	CALCHIM00000050820_1
g1875.t1_1	CALCHIM00000050816_1
g1876.t1_1	CALCHIM00000050812_1
g1877.t1_1	CALCHIM00000050811_1
g1878.t1_1	CALCHIM00000050809_1
g1882.t1_1	CALCHIM00000058916_1
g1884.t1_1	CALCHIM00000040048_1
g1895.t1_1	CALCHIM00000013096_1
g1926.t1_1	CALCHIM00000058124_1
g1934.t1_1	CALCHIM00000000472_1
g1937.t1_1	CALCHIM00000014338_1
g1941.t1_1	CALCHIM00000016649_1
g1945.t1_1	CALCHIM00000015282_1
g1947.t1_1	CALCHIM00000048142_1
g1953.t1_1	CALCHIM00000045268_1
g1961.t1_1	CALCHIM00000052117_1
g1964.t1_1	CALCHIM00000004260_1
g1967.t1_1	CALCHIM00000001825_1
g1970.t1_1	CALCHIM00000013170_1
g1978.t1_1	CALCHIM00000057359_1
g1995.t1_1	CALCHIM00000010351_1
g2022.t1_1	CALCHIM00000010072_1
g2030.t1_1	CALCHIM00000037172_1
g2035.t1_1	CALCHIM00000020953_1
g2037.t1_1	CALCHIM00000052321_1
g2038.t1_1	CALCHIM00000032337_1
g2039.t1_1	CALCHIM00000031018_1
g2040.t1_1	CALCHIM00000032353_1
g2041.t1_1	CALCHIM00000032355_1
g2042.t1_1	CALCHIM00000032359_1
g2043.t1_1	CALCHIM00000032361_1
g2044.t2_1	CALCHIM00000041186_1
g2045.t1_1	CALCHIM00000041187_1
g2047.t1_1	CALCHIM00000041188_1
g2048.t3_1	CALCHIM00000041192_1
g2049.t1_1	CALCHIM00000041199_1
g2053.t1_1	CALCHIM00000041208_1
g2055.t1_1	CALCHIM00000041212_1
g2058.t1_1	CALCHIM00000041214_1
g2059.t2_1	CALCHIM00000041220_1
g2066.t1_1	CALCHIM00000041240_1
g2067.t1_1	CALCHIM00000022039_1
g2068.t1_1	CALCHIM00000041249_1
g2069.t1_1	CALCHIM00000041254_1
g2070.t1_1	CALCHIM00000041255_1
g2071.t1_1	CALCHIM00000041256_1
g2073.t1_1	CALCHIM00000041267_1
g2074.t1_1	CALCHIM00000041232_1
g2078.t1_1	CALCHIM00000041222_1
g2080.t1_1	CALCHIM00000041221_1
g2083.t1_1	CALCHIM00000041269_1
g2084.t1_1	CALCHIM00000041273_1
g2085.t1_1	CALCHIM00000041275_1
g2086.t1_1	CALCHIM00000041280_1
g2087.t1_1	CALCHIM00000041281_1
g2088.t1_1	CALCHIM00000041282_1
g2090.t1_1	CALCHIM00000041284_1
g2091.t1_1	CALCHIM00000041288_1
g2092.t1_1	CALCHIM00000041289_1
g2093.t3_1	CALCHIM00000041308_1
g2097.t1_1	CALCHIM00000041311_1
g2098.t1_1	CALCHIM00000041312_1
g2099.t2_1	CALCHIM00000041315_1
g2100.t1_1	CALCHIM00000041316_1
g2101.t1_1	CALCHIM00000041321_1
g2102.t1_1	CALCHIM00000041325_1
g2103.t2_1	CALCHIM00000041327_1
g2104.t1_1	CALCHIM00000041328_1
g2105.t1_1	CALCHIM00000041330_1
g2107.t1_1	CALCHIM00000041334_1
g2108.t1_1	CALCHIM00000041344_1
g2109.t1_1	CALCHIM00000041346_1
g2110.t1_1	CALCHIM00000041354_1
g2112.t1_1	CALCHIM00000029924_1
g2113.t1_1	CALCHIM00000029926_1
g2114.t2_1	CALCHIM00000029928_1
g2115.t1_1	CALCHIM00000029930_1
g2118.t1_1	CALCHIM00000031208_1
g2121.t1_1	CALCHIM00000056326_1
g2123.t1_1	CALCHIM00000031191_1
g2124.t1_1	CALCHIM00000031185_1
g2125.t1_1	CALCHIM00000043408_1
g2126.t1_1	CALCHIM00000023590_1
g2127.t1_1	CALCHIM00000023584_1
g2128.t2_1	CALCHIM00000023580_1
g2129.t1_1	CALCHIM00000023579_1
g2130.t2_1	CALCHIM00000023578_1
g2131.t1_1	CALCHIM00000023577_1
g2132.t10_1	CALCHIM00000023572_1
g2133.t1_1	CALCHIM00000023571_1
g2134.t1_1	CALCHIM00000023567_1
g2136.t1_1	CALCHIM00000023563_1
g2137.t1_1	CALCHIM00000023562_1
g2138.t1_1	CALCHIM00000023559_1
g2139.t3_1	CALCHIM00000023551_1
g2140.t2_1	CALCHIM00000023549_1
g2141.t1_1	CALCHIM00000023547_1
g2142.t1_1	CALCHIM00000023546_1
g2143.t1_1	CALCHIM00000023544_1
g2144.t1_1	CALCHIM00000023543_1
g2145.t1_1	CALCHIM00000023541_1
g2147.t1_1	CALCHIM00000023539_1
g2148.t1_1	CALCHIM00000023537_1
g2149.t2_1	CALCHIM00000023534_1
g2150.t1_1	CALCHIM00000023526_1
g2151.t1_1	CALCHIM00000023524_1
g2153.t2_1	CALCHIM00000023518_1
g2154.t1_1	CALCHIM00000006928_1
g2156.t1_1	CALCHIM00000030961_1
g2157.t1_1	CALCHIM00000030963_1
g2158.t2_1	CALCHIM00000030964_1
g2159.t1_1	CALCHIM00000029750_1
g2162.t4_1	CALCHIM00000029752_1
g2165.t1_1	CALCHIM00000029755_1
g2166.t1_1	CALCHIM00000029756_1
g2167.t2_1	CALCHIM00000029758_1
g2168.t1_1	CALCHIM00000029763_1
g2169.t1_1	CALCHIM00000029761_1
g2170.t1_1	CALCHIM00000029764_1
g2172.t1_1	CALCHIM00000029766_1
g2173.t1_1	CALCHIM00000029767_1
g2174.t2_1	CALCHIM00000029768_1
g2175.t1_1	CALCHIM00000029783_1
g2176.t1_1	CALCHIM00000029786_1
g2178.t1_1	CALCHIM00000007290_1
g2179.t1_1	CALCHIM00000007291_1
g2180.t1_1	CALCHIM00000007329_1
g2181.t1_1	CALCHIM00000025024_1
g2183.t1_1	CALCHIM00000007324_1
g2184.t1_1	CALCHIM00000007322_1
g2186.t1_1	CALCHIM00000007321_1
g2187.t1_1	CALCHIM00000007320_1
g2188.t2_1	CALCHIM00000007314_1
g2189.t1_1	CALCHIM00000007309_1
g2190.t2_1	CALCHIM00000007304_1
g2192.t1_1	CALCHIM00000007330_1
g2195.t1_1	CALCHIM00000036522_1
g2198.t1_1	CALCHIM00000007348_1
g2202.t1_1	CALCHIM00000041453_1
g2203.t1_1	CALCHIM00000041452_1
g2206.t1_1	CALCHIM00000050288_1
g2207.t1_1	CALCHIM00000041422_1
g2209.t1_1	CALCHIM00000041428_1
g2210.t1_1	CALCHIM00000041429_1
g2211.t1_1	CALCHIM00000041431_1
g2212.t1_1	CALCHIM00000041433_1
g2213.t1_1	CALCHIM00000041434_1
g2214.t1_1	CALCHIM00000041435_1
g2271.t2_1	CALCHIM00000022208_1
g2273.t1_1	CALCHIM00000007811_1
g2274.t1_1	CALCHIM00000007812_1
g2275.t1_1	CALCHIM00000007813_1
g2276.t1_1	CALCHIM00000007817_1
g2277.t1_1	CALCHIM00000047067_1
g2278.t1_1	CALCHIM00000007824_1
g2279.t1_1	CALCHIM00000007826_1
g2280.t1_1	CALCHIM00000007828_1
g2281.t1_1	CALCHIM00000007829_1
g2282.t1_1	CALCHIM00000007830_1
g2283.t1_1	CALCHIM00000007832_1
g2284.t1_1	CALCHIM00000007833_1
g2286.t1_1	CALCHIM00000007835_1
g2288.t2_1	CALCHIM00000007842_1
g2289.t2_1	CALCHIM00000007844_1
g2290.t1_1	CALCHIM00000007847_1
g2291.t2_1	CALCHIM00000019782_1
g2292.t1_1	CALCHIM00000007851_1
g2293.t1_1	CALCHIM00000007854_1
g2294.t1_1	CALCHIM00000007855_1
g2295.t1_1	CALCHIM00000007856_1
g2296.t1_1	CALCHIM00000007857_1
g2297.t1_1	CALCHIM00000007858_1
g2298.t1_1	CALCHIM00000024153_1
g2299.t1_1	CALCHIM00000024149_1
g2300.t1_1	CALCHIM00000024147_1
g2301.t1_1	CALCHIM00000024146_1
g2302.t1_1	CALCHIM00000024142_1
g2303.t1_1	CALCHIM00000024131_1
g2305.t1_1	CALCHIM00000025767_1
g2306.t1_1	CALCHIM00000024129_1
g2307.t1_1	CALCHIM00000024127_1
g2309.t1_1	CALCHIM00000050467_1
g2310.t1_1	CALCHIM00000022530_1
g2311.t1_1	CALCHIM00000022532_1
g2314.t1_1	CALCHIM00000022537_1
g2315.t1_1	CALCHIM00000022540_1
g2318.t1_1	CALCHIM00000022542_1
g2320.t2_1	CALCHIM00000022543_1
g2321.t1_1	CALCHIM00000022546_1
g2324.t1_1	CALCHIM00000022548_1
g2325.t1_1	CALCHIM00000022549_1
g2326.t1_1	CALCHIM00000022550_1
g2327.t1_1	CALCHIM00000022553_1
g2328.t2_1	CALCHIM00000022554_1
g2329.t1_1	CALCHIM00000022555_1
g2330.t1_1	CALCHIM00000022556_1
g2332.t1_1	CALCHIM00000040890_1
g2333.t1_1	CALCHIM00000033636_1
g2335.t1_1	CALCHIM00000033632_1
g2336.t1_1	CALCHIM00000033615_1
g2337.t1_1	CALCHIM00000033612_1
g2338.t1_1	CALCHIM00000033611_1
g2339.t1_1	CALCHIM00000010814_1
g2340.t1_1	CALCHIM00000010815_1
g2341.t1_1	CALCHIM00000010816_1
g2342.t1_1	CALCHIM00000010817_1
g2343.t1_1	CALCHIM00000010818_1
g2344.t2_1	CALCHIM00000010820_1
g2345.t1_1	CALCHIM00000010826_1
g2350.t1_1	CALCHIM00000010836_1
g2352.t1_1	CALCHIM00000010846_1
g2353.t2_1	CALCHIM00000010851_1
g2354.t1_1	CALCHIM00000010853_1
g2355.t1_1	CALCHIM00000010854_1
g2356.t1_1	CALCHIM00000010872_1
g2357.t1_1	CALCHIM00000010873_1
g2358.t1_1	CALCHIM00000010876_1
g2359.t2_1	CALCHIM00000010877_1
g2362.t2_1	CALCHIM00000010880_1
g2363.t1_1	CALCHIM00000010883_1
g2364.t1_1	CALCHIM00000010889_1
g2365.t1_1	CALCHIM00000010890_1
g2366.t1_1	CALCHIM00000010908_1
g2367.t3_1	CALCHIM00000010911_1
g2370.t1_1	CALCHIM00000040843_1
g2371.t1_1	CALCHIM00000040850_1
g2372.t1_1	CALCHIM00000040868_1
g2373.t2_1	CALCHIM00000040871_1
g2374.t1_1	CALCHIM00000052483_1
g2375.t1_1	CALCHIM00000052488_1
g2376.t1_1	CALCHIM00000052490_1
g2377.t1_1	CALCHIM00000052491_1
g2378.t1_1	CALCHIM00000052492_1
g2379.t1_1	CALCHIM00000052495_1
g2380.t1_1	CALCHIM00000052498_1
g2381.t1_1	CALCHIM00000052500_1
g2382.t2_1	CALCHIM00000052502_1
g2383.t2_1	CALCHIM00000052508_1
g2384.t1_1	CALCHIM00000052518_1
g2385.t1_1	CALCHIM00000052521_1
g2386.t1_1	CALCHIM00000052523_1
g2387.t1_1	CALCHIM00000052524_1
g2388.t1_1	CALCHIM00000052526_1
g2389.t1_1	CALCHIM00000052527_1
g2390.t1_1	CALCHIM00000052531_1
g2391.t2_1	CALCHIM00000052537_1
g2392.t1_1	CALCHIM00000052557_1
g2393.t1_1	CALCHIM00000052562_1
g2394.t1_1	CALCHIM00000052564_1
g2395.t1_1	CALCHIM00000052567_1
g2396.t2_1	CALCHIM00000052571_1
g2397.t1_1	CALCHIM00000052572_1
g2398.t1_1	CALCHIM00000052574_1
g2399.t1_1	CALCHIM00000052575_1
g2400.t1_1	CALCHIM00000052577_1
g2401.t1_1	CALCHIM00000052582_1
g2405.t1_1	CALCHIM00000043434_1
g2406.t1_1	CALCHIM00000040593_1
g2413.t1_1	CALCHIM00000052628_1
g2414.t1_1	CALCHIM00000052630_1
g2416.t1_1	CALCHIM00000052637_1
g2418.t1_1	CALCHIM00000034184_1
g2419.t1_1	CALCHIM00000052643_1
g2421.t1_1	CALCHIM00000052646_1
g2423.t1_1	CALCHIM00000052647_1
g2424.t1_1	CALCHIM00000052650_1
g2427.t1_1	CALCHIM00000052649_1
g2430.t1_1	CALCHIM00000052651_1
g2431.t1_1	CALCHIM00000052652_1
g2432.t2_1	CALCHIM00000052655_1
g2435.t1_1	CALCHIM00000052657_1
g2436.t1_1	CALCHIM00000052658_1
g2437.t1_1	CALCHIM00000052659_1
g2438.t1_1	CALCHIM00000052660_1
g2439.t1_1	CALCHIM00000052661_1
g2440.t2_1	CALCHIM00000000697_1
g2442.t1_1	CALCHIM00000052665_1
g2443.t1_1	CALCHIM00000052675_1
g2444.t1_1	CALCHIM00000052679_1
g2445.t1_1	CALCHIM00000052681_1
g2446.t1_1	CALCHIM00000052688_1
g2448.t1_1	CALCHIM00000052692_1
g2449.t1_1	CALCHIM00000052693_1
g2450.t1_1	CALCHIM00000052694_1
g2451.t2_1	CALCHIM00000052695_1
g2452.t1_1	CALCHIM00000052697_1
g2453.t1_1	CALCHIM00000052700_1
g2454.t1_1	CALCHIM00000052702_1
g2455.t1_1	CALCHIM00000036015_1
g2456.t1_1	CALCHIM00000051818_1
g2459.t2_1	CALCHIM00000035968_1
g2460.t1_1	CALCHIM00000030693_1
g2461.t1_1	CALCHIM00000030691_1
g2464.t1_1	CALCHIM00000000442_1
g2465.t1_1	CALCHIM00000000444_1
g2466.t1_1	CALCHIM00000039017_1
g2467.t1_1	CALCHIM00000040708_1
g2469.t1_1	CALCHIM00000040703_1
g2471.t1_1	CALCHIM00000040701_1
g2474.t2_1	CALCHIM00000040700_1
g2475.t1_1	CALCHIM00000047590_1
g2477.t2_1	CALCHIM00000047591_1
g2478.t1_1	CALCHIM00000047596_1
g2481.t1_1	CALCHIM00000047598_1
g2485.t1_1	CALCHIM00000047600_1
g2487.t1_1	CALCHIM00000007655_1
g2489.t1_1	CALCHIM00000007660_1
g2490.t1_1	CALCHIM00000007615_1
g2492.t1_1	CALCHIM00000007604_1
g2494.t1_1	CALCHIM00000007589_1
g2545.t1_1	CALCHIM00000013438_1
g2548.t1_1	CALCHIM00000002164_1
g2549.t3_1	CALCHIM00000002162_1
g2552.t1_1	CALCHIM00000036420_1
g2553.t1_1	CALCHIM00000002156_1
g2557.t1_1	CALCHIM00000002148_1
g2562.t1_1	CALCHIM00000009375_1
g2563.t1_1	CALCHIM00000034347_1
g2564.t1_1	CALCHIM00000054351_1
g2572.t1_1	CALCHIM00000042614_1
g2574.t1_1	CALCHIM00000034346_1
g2578.t1_1	CALCHIM00000042620_1
g2579.t1_1	CALCHIM00000042623_1
g2580.t1_1	CALCHIM00000042634_1
g2581.t1_1	CALCHIM00000042639_1
g2583.t1_1	CALCHIM00000042646_1
g2585.t1_1	CALCHIM00000048173_1
g2586.t2_1	CALCHIM00000048169_1
g2591.t1_1	CALCHIM00000048145_1
g2595.t1_1	CALCHIM00000045377_1
g2596.t1_1	CALCHIM00000045378_1
g2598.t1_1	CALCHIM00000012697_1
g2602.t1_1	CALCHIM00000038882_1
g2604.t1_1	CALCHIM00000057491_1
g2607.t1_1	CALCHIM00000042829_1
g2611.t1_1	CALCHIM00000002810_1
g2613.t1_1	CALCHIM00000002169_1
g2614.t1_1	CALCHIM00000057949_1
g2616.t1_1	CALCHIM00000002161_1
g2619.t1_1	CALCHIM00000036418_1
g2620.t1_1	CALCHIM00000002154_1
g2621.t1_1	CALCHIM00000002150_1
g2624.t1_1	CALCHIM00000036410_1
g2625.t1_1	CALCHIM00000002146_1
g2626.t1_1	CALCHIM00000009379_1
g2627.t1_1	CALCHIM00000009376_1
g2631.t1_1	CALCHIM00000042585_1
g2632.t1_1	CALCHIM00000020156_1
g2633.t1_1	CALCHIM00000020161_1
g2634.t1_1	CALCHIM00000042605_1
g2635.t1_1	CALCHIM00000020176_1
g2636.t2_1	CALCHIM00000042607_1
g2637.t1_1	CALCHIM00000042613_1
g2638.t1_1	CALCHIM00000042617_1
g2639.t1_1	CALCHIM00000042618_1
g2641.t1_1	CALCHIM00000042621_1
g2648.t1_1	CALCHIM00000042643_1
g2650.t1_1	CALCHIM00000042654_1
g2651.t1_1	CALCHIM00000048172_1
g2653.t1_1	CALCHIM00000048162_1
g2654.t1_1	CALCHIM00000048158_1
g2655.t1_1	CALCHIM00000048154_1
g2656.t1_1	CALCHIM00000048148_1
g2657.t1_1	CALCHIM00000048143_1
g2662.t1_1	CALCHIM00000012703_1
g2663.t1_1	CALCHIM00000012704_1
g2664.t1_1	CALCHIM00000012706_1
g2665.t1_1	CALCHIM00000013791_1
g2666.t1_1	CALCHIM00000001125_1
g2667.t1_1	CALCHIM00000013788_1
g2668.t1_1	CALCHIM00000001123_1
g2669.t2_1	CALCHIM00000001121_1
g2670.t3_1	CALCHIM00000040149_1
g2671.t1_1	CALCHIM00000045234_1
g2672.t1_1	CALCHIM00000045799_1
g2673.t1_1	CALCHIM00000040155_1
g2674.t1_1	CALCHIM00000040156_1
g2675.t1_1	CALCHIM00000040157_1
g2676.t1_1	CALCHIM00000040160_1
g2677.t1_1	CALCHIM00000040162_1
g2678.t2_1	CALCHIM00000039834_1
g2679.t1_1	CALCHIM00000039838_1
g2680.t1_1	CALCHIM00000039841_1
g2682.t1_1	CALCHIM00000023714_1
g2683.t1_1	CALCHIM00000023281_1
g2684.t1_1	CALCHIM00000023278_1
g2685.t1_1	CALCHIM00000047547_1
g2686.t1_1	CALCHIM00000047546_1
g2687.t1_1	CALCHIM00000023259_1
g2688.t1_1	CALCHIM00000050986_1
g2689.t2_1	CALCHIM00000050988_1
g2693.t1_1	CALCHIM00000050990_1
g2694.t1_1	CALCHIM00000050991_1
g2696.t1_1	CALCHIM00000050994_1
g2697.t1_1	CALCHIM00000050998_1
g2698.t1_1	CALCHIM00000050999_1
g2699.t1_1	CALCHIM00000051001_1
g2700.t1_1	CALCHIM00000051003_1
g2701.t1_1	CALCHIM00000051008_1
g2702.t1_1	CALCHIM00000051009_1
g2703.t1_1	CALCHIM00000051012_1
g2704.t1_1	CALCHIM00000051015_1
g2705.t1_1	CALCHIM00000051017_1
g2706.t1_1	CALCHIM00000012738_1
g2707.t1_1	CALCHIM00000057467_1
g2708.t1_1	CALCHIM00000012751_1
g2709.t1_1	CALCHIM00000059156_1
g2710.t1_1	CALCHIM00000012754_1
g2711.t1_1	CALCHIM00000012755_1
g2712.t1_1	CALCHIM00000054053_1
g2713.t1_1	CALCHIM00000050264_1
g2714.t1_1	CALCHIM00000050263_1
g2715.t1_1	CALCHIM00000050262_1
g2717.t1_1	CALCHIM00000043198_1
g2718.t1_1	CALCHIM00000026146_1
g2720.t1_1	CALCHIM00000020013_1
g2721.t1_1	CALCHIM00000020015_1
g2722.t1_1	CALCHIM00000020031_1
g2723.t2_1	CALCHIM00000023987_1
g2725.t1_1	CALCHIM00000020036_1
g2726.t2_1	CALCHIM00000020039_1
g2727.t1_1	CALCHIM00000020040_1
g2728.t1_1	CALCHIM00000020041_1
g2729.t1_1	CALCHIM00000027156_1
g2730.t1_1	CALCHIM00000020043_1
g2731.t1_1	CALCHIM00000020045_1
g2732.t1_1	CALCHIM00000053037_1
g2734.t1_1	CALCHIM00000053043_1
g2735.t1_1	CALCHIM00000053041_1
g2736.t2_1	CALCHIM00000053049_1
g2791.t1_1	CALCHIM00000041623_1
g2792.t1_1	CALCHIM00000003976_1
g2832.t1_1	CALCHIM00000034341_1
g2837.t1_1	CALCHIM00000032272_1
g2841.t1_1	CALCHIM00000044269_1
g2844.t1_1	CALCHIM00000037936_1
g2845.t1_1	CALCHIM00000037935_1
g2846.t1_1	CALCHIM00000037934_1
g2851.t1_1	CALCHIM00000037919_1
g2852.t3_1	CALCHIM00000037914_1
g2853.t1_1	CALCHIM00000037909_1
g2855.t1_1	CALCHIM00000001761_1
g2857.t1_1	CALCHIM00000020181_1
g2860.t1_1	CALCHIM00000020185_1
g2862.t1_1	CALCHIM00000020187_1
g2863.t2_1	CALCHIM00000020189_1
g2865.t1_1	CALCHIM00000020196_1
g2866.t1_1	CALCHIM00000020197_1
g2867.t5_1	CALCHIM00000020200_1
g2869.t2_1	CALCHIM00000020210_1
g2870.t1_1	CALCHIM00000020212_1
g2871.t1_1	CALCHIM00000020213_1
g2872.t1_1	CALCHIM00000050119_1
g2873.t1_1	CALCHIM00000050124_1
g2874.t1_1	CALCHIM00000050126_1
g2875.t1_1	CALCHIM00000050116_1
g2876.t1_1	CALCHIM00000041056_1
g2877.t1_1	CALCHIM00000041059_1
g2880.t1_1	CALCHIM00000041064_1
g2881.t2_1	CALCHIM00000041066_1
g2882.t2_1	CALCHIM00000041075_1
g2883.t1_1	CALCHIM00000005338_1
g2884.t1_1	CALCHIM00000050128_1
g2885.t2_1	CALCHIM00000050129_1
g2886.t1_1	CALCHIM00000050142_1
g2887.t1_1	CALCHIM00000050143_1
g2888.t1_1	CALCHIM00000050146_1
g2889.t2_1	CALCHIM00000050162_1
g2890.t1_1	CALCHIM00000050165_1
g2891.t1_1	CALCHIM00000050175_1
g2892.t1_1	CALCHIM00000050176_1
g2894.t1_1	CALCHIM00000034087_1
g2897.t7_1	CALCHIM00000051275_1
g2898.t1_1	CALCHIM00000051280_1
g2900.t1_1	CALCHIM00000051285_1
g2901.t4_1	CALCHIM00000051288_1
g2902.t1_1	CALCHIM00000051310_1
g2903.t1_1	CALCHIM00000051313_1
g2904.t1_1	CALCHIM00000051318_1
g2905.t1_1	CALCHIM00000051321_1
g2908.t1_1	CALCHIM00000051327_1
g2910.t1_1	CALCHIM00000000652_1
g2911.t2_1	CALCHIM00000000656_1
g2912.t1_1	CALCHIM00000000846_1
g2913.t1_1	CALCHIM00000000845_1
g2914.t1_1	CALCHIM00000000844_1
g2915.t1_1	CALCHIM00000000842_1
g2916.t1_1	CALCHIM00000000839_1
g2917.t1_1	CALCHIM00000000836_1
g2918.t1_1	CALCHIM00000000834_1
g2919.t1_1	CALCHIM00000000831_1
