g6.t1_1	rna-XM_008203325.3_1
g2041.t1_1	rna-XM_064356595.1_1
g2042.t1_1	rna-XM_008193598.3_1
g2043.t1_1	rna-NM_001134446.1_1
g2044.t2_1	rna-XM_970079.4_1
g2045.t1_1	rna-XM_961298.4_1
g2047.t1_1	rna-XM_015982401.2_1
g2048.t3_1	rna-XM_015985075.2_1
g2049.t1_1	rna-XM_970217.5_1
g2050.t1_1	rna-XM_008202990.3_1
g2059.t2_1	rna-XM_970255.5_1
g2061.t1_1	rna-XM_064356211.1_1
g2062.t1_1	rna-XM_015984464.2_1
g2066.t1_1	rna-XM_008202996.3_1
g2067.t1_1	rna-XM_064356887.1_1
g2068.t1_1	rna-XM_008203344.3_1
g2069.t1_1	rna-XM_967372.5_1
g2070.t1_1	rna-XM_961947.5_1
g2071.t1_1	rna-XM_001812643.4_1
g2072.t1_1	rna-XM_967275.4_1
g2083.t1_1	rna-XM_015985129.2_1
g2084.t1_1	rna-XM_001814705.4_1
g2085.t1_1	rna-XM_015979086.2_1
g2086.t1_1	rna-XM_008200328.3_1
g2087.t1_1	rna-XM_962292.5_1
g2088.t1_1	rna-XM_001815700.4_1
g2090.t1_1	rna-XM_969493.4_1
g2091.t1_1	rna-XM_008203406.3_1
g2092.t1_1	rna-XM_008201512.3_1
g2093.t3_1	rna-XM_008198540.3_1
g2094.t1_1	rna-NM_001039417.1_1
g2098.t1_1	rna-XM_015982672.2_1
g2099.t2_1	rna-XM_008197263.3_1
g2100.t1_1	rna-XM_064359095.1_1
g2101.t1_1	rna-XM_964996.5_1
g2102.t1_1	rna-XM_961637.5_1
g2103.t2_1	rna-XM_008195743.3_1
g2104.t1_1	rna-XM_064355295.1_1
g2105.t1_1	rna-XM_008195771.3_1
g2107.t1_1	rna-NM_001039414.2_1
g2108.t1_1	rna-XM_008195774.3_1
g2109.t1_1	rna-XM_015980376.2_1
g2110.t1_1	rna-XM_008201953.3_1
g2112.t1_1	rna-XM_064355950.1_1
g2113.t1_1	rna-XM_015981505.2_1
g2114.t2_1	rna-XM_008197358.3_1
g2115.t1_1	rna-XM_968645.5_1
g2117.t1_1	rna-XM_015979111.2_1
g2118.t1_1	rna-XM_008193755.3_1
g2121.t1_1	rna-XM_064359635.1_1
g2123.t1_1	rna-XM_015982930.2_1
g2124.t1_1	rna-XM_968598.5_1
g2125.t1_1	rna-NM_001077623.1_1
g2127.t1_1	rna-XM_015981644.2_1
g2128.t2_1	rna-XM_963770.4_1
g2130.t2_1	rna-XM_965262.4_1
g2131.t1_1	rna-XM_008201963.3_1
g2132.t10_1	rna-XM_008198045.3_1
g2134.t1_1	rna-XM_064358939.1_1
g2139.t3_1	rna-XM_008198129.3_1
g2141.t1_1	rna-XM_968590.4_1
g2142.t1_1	rna-XM_008196910.3_1
g2143.t1_1	rna-XM_968993.5_1
g2144.t1_1	rna-XM_008198132.3_1
g2145.t1_1	rna-XM_968244.4_1
g2146.t1_1	rna-XM_970158.4_1
g2147.t1_1	rna-XM_961362.5_1
g2148.t1_1	rna-XM_008193349.3_1
g2149.t2_1	rna-XM_008193432.3_1
g2151.t1_1	rna-XM_001816255.4_1
g2153.t2_1	rna-XM_967725.4_1
g2156.t1_1	rna-XM_015978818.2_1
g2157.t1_1	rna-XM_963167.4_1
g2158.t2_1	rna-XM_008202415.3_1
g2162.t4_1	rna-XM_970586.4_1
g2163.t1_1	rna-XM_064359638.1_1
g2166.t1_1	rna-XM_968147.4_1
g2167.t2_1	rna-XM_968413.4_1
g2170.t1_1	rna-XM_008199984.3_1
g2172.t1_1	rna-XM_064355665.1_1
g2173.t1_1	rna-XM_967836.4_1
g2174.t2_1	rna-XM_008198123.3_1
g2175.t1_1	rna-XM_008198126.3_1
g2179.t1_1	rna-XM_968024.5_1
g2180.t1_1	rna-XM_962087.5_1
g2182.t2_1	rna-XM_970745.4_1
g2183.t1_1	rna-XM_008195744.3_1
g2184.t1_1	rna-XM_961444.4_1
g2190.t2_1	rna-XM_961492.5_1
g2191.t1_1	rna-XM_008201648.3_1
g2198.t1_1	rna-XM_015979590.2_1
g2203.t1_1	rna-XM_968972.4_1
g2206.t1_1	rna-NM_001145912.1_1
g2207.t1_1	rna-XM_064359065.1_1
g2209.t1_1	rna-XM_968918.5_1
g2210.t1_1	rna-XM_001809343.4_1
g2211.t1_1	rna-XM_968841.5_1
g2212.t1_1	rna-XM_969603.5_1
g2213.t1_1	rna-XM_008196150.3_1
g2214.t1_1	rna-XM_961786.5_1
g2271.t2_1	rna-XM_963493.4_1
g2272.t2_1	rna-XM_963565.5_1
g2275.t1_1	rna-XM_965133.4_1
g2276.t1_1	rna-XM_008203119.3_1
g2277.t1_1	rna-XM_015985222.2_1
g2278.t1_1	rna-XM_015985223.2_1
g2279.t1_1	rna-XM_962814.5_1
g2280.t1_1	rna-XM_964471.5_1
g2281.t1_1	rna-XM_008203152.3_1
g2282.t1_1	rna-XM_008195175.3_1
g2284.t1_1	rna-XM_008199283.3_1
g2286.t1_1	rna-XM_008203147.3_1
g2288.t2_1	rna-XM_964570.5_1
g2289.t2_1	rna-XM_008200590.3_1
g2290.t1_1	rna-XM_969536.5_1
g2291.t2_1	rna-XM_008199041.3_1
g2292.t1_1	rna-XM_015982361.2_1
g2293.t1_1	rna-NM_001170526.1_1
g2294.t1_1	rna-XM_970105.4_1
g2295.t1_1	rna-XM_970042.4_1
g2296.t1_1	rna-XM_964476.5_1
g2297.t1_1	rna-XM_963528.4_1
g2298.t1_1	rna-XM_064357465.1_1
g2299.t1_1	rna-XM_969353.4_1
g2300.t1_1	rna-XM_008198413.3_1
g2301.t1_1	rna-XM_001810012.4_1
g2302.t1_1	rna-NM_001293587.1_1
g2303.t1_1	rna-XM_967629.5_1
g2306.t1_1	rna-XM_008198469.3_1
g2309.t1_1	rna-XM_008197396.3_1
g2310.t1_1	rna-XM_962003.4_1
g2311.t1_1	rna-XM_008193198.3_1
g2314.t1_1	rna-XM_967373.5_1
g2315.t1_1	rna-NM_001185000.1_1
g2318.t1_1	rna-XM_064354692.1_1
g2320.t2_1	rna-XM_015983176.2_1
g2321.t1_1	rna-XM_008200955.3_1
g2322.t1_1	rna-XM_961783.5_1
g2324.t1_1	rna-XM_008193196.3_1
g2325.t1_1	rna-XM_968351.4_1
g2326.t1_1	rna-XM_968387.4_1
g2327.t1_1	rna-XM_015983180.2_1
g2328.t2_1	rna-XM_961840.4_1
g2329.t1_1	rna-XM_008194522.3_1
g2330.t1_1	rna-XM_015981335.2_1
g2332.t1_1	rna-XM_064358825.1_1
g2333.t1_1	rna-XM_064359285.1_1
g2334.t1_1	rna-XM_064359014.1_1
g2335.t1_1	rna-XM_008194579.3_1
g2336.t1_1	rna-XM_008194584.3_1
g2337.t1_1	rna-XM_965936.4_1
g2338.t1_1	rna-XM_064356807.1_1
g2339.t1_1	rna-XM_008201855.3_1
g2340.t1_1	rna-XM_015979440.2_1
g2341.t1_1	rna-XM_008192694.3_1
g2343.t1_1	rna-XM_968596.4_1
g2344.t2_1	rna-XM_008201859.1_1
g2345.t1_1	rna-XM_963551.5_1
g2346.t1_1	rna-XM_966702.4_1
g2350.t1_1	rna-XM_015979336.2_1
g2351.t1_1	rna-XM_008194614.3_1
g2352.t1_1	rna-XM_015978988.2_1
g2353.t2_1	rna-XM_965121.4_1
g2354.t1_1	rna-XM_965314.4_1
g2355.t1_1	rna-XM_008201381.3_1
g2356.t1_1	rna-XM_015977780.2_1
g2357.t1_1	rna-XM_964879.5_1
g2359.t2_1	rna-XM_008201220.3_1
g2362.t2_1	rna-XM_008197586.3_1
g2363.t1_1	rna-XM_015980339.2_1
g2364.t1_1	rna-XM_961903.4_1
g2365.t1_1	rna-XM_963946.4_1
g2367.t3_1	rna-XM_964161.4_1
g2368.t1_1	rna-XM_968329.4_1
g2369.t1_1	rna-XM_962375.4_1
g2370.t1_1	rna-XM_064359177.1_1
g2371.t1_1	rna-XM_969670.5_1
g2372.t1_1	rna-XM_970557.5_1
g2373.t2_1	rna-XM_008200181.3_1
g2374.t1_1	rna-XM_015981327.2_1
g2375.t1_1	rna-XM_965832.5_1
g2376.t1_1	rna-XM_969701.5_1
g2377.t1_1	rna-XM_008197536.3_1
g2378.t1_1	rna-XM_968355.4_1
g2380.t1_1	rna-XM_969644.4_1
g2381.t1_1	rna-XM_015981770.2_1
g2382.t2_1	rna-XM_008192643.3_1
g2383.t2_1	rna-XM_064355284.1_1
g2384.t1_1	rna-XM_015982031.2_1
g2386.t1_1	rna-XM_064355486.1_1
g2387.t1_1	rna-XM_966658.4_1
g2388.t1_1	rna-XM_970239.4_1
g2389.t1_1	rna-XM_015981370.2_1
g2391.t2_1	rna-XM_064355789.1_1
g2392.t1_1	rna-XM_967904.5_1
g2393.t1_1	rna-XM_008195558.3_1
g2394.t1_1	rna-XM_968443.5_1
g2395.t1_1	rna-XM_969715.5_1
g2396.t2_1	rna-XM_966072.5_1
g2397.t1_1	rna-XM_001815499.4_1
g2398.t1_1	rna-XM_964441.5_1
g2399.t1_1	rna-XM_964372.4_1
g2400.t1_1	rna-XM_064355794.1_1
g2401.t1_1	rna-XM_015979376.2_1
g2421.t1_1	rna-XM_015977855.2_1
g2423.t1_1	rna-XM_964301.4_1
g2424.t1_1	rna-XM_965236.3_1
g2427.t1_1	rna-XM_008197182.3_1
g2430.t1_1	rna-XM_015980873.2_1
g2432.t2_1	rna-XM_008193704.3_1
g2435.t1_1	rna-XM_015981844.2_1
g2436.t1_1	rna-XM_008194082.3_1
g2437.t1_1	rna-XM_008194081.3_1
g2438.t1_1	rna-XM_001810235.4_1
g2439.t1_1	rna-XM_008197040.3_1
g2440.t2_1	rna-XM_015981468.2_1
g2442.t1_1	rna-XM_008196951.3_1
g2443.t1_1	rna-XM_968342.4_1
g2444.t1_1	rna-NM_001039449.1_1
g2446.t1_1	rna-XM_008196950.3_1
g2448.t1_1	rna-XM_008196947.3_1
g2449.t1_1	rna-XM_970543.5_1
g2450.t1_1	rna-XM_008196946.3_1
g2451.t2_1	rna-XM_968211.5_1
g2453.t1_1	rna-XM_008196938.3_1
g2454.t1_1	rna-XM_967753.4_1
g2455.t1_1	rna-XM_967877.4_1
g2459.t2_1	rna-NM_001039439.2_1
g2465.t1_1	rna-XM_008196942.3_1
g2467.t1_1	rna-XM_968177.5_1
g2468.t1_1	rna-XM_015981302.2_1
g2469.t1_1	rna-XM_963478.4_1
g2474.t2_1	rna-XM_008200794.3_1
g2475.t1_1	rna-XM_015981794.2_1
g2477.t2_1	rna-XM_008198118.3_1
g2479.t1_1	rna-NM_001045811.1_1
g2480.t1_1	rna-NM_001045814.1_1
g2481.t1_1	rna-NM_001045813.1_1
g2482.t1_1	rna-NM_001045820.1_1
g2487.t1_1	rna-XM_064358859.1_1
g2489.t1_1	rna-XM_001813960.4_1
g2490.t1_1	rna-XM_968327.4_1
g2492.t1_1	rna-XM_008195304.2_1
g2494.t1_1	rna-XM_064359133.1_1
g2548.t1_1	rna-XM_008196033.3_1
g2549.t3_1	rna-XM_008201497.3_1
g2552.t1_1	rna-XM_008201494.3_1
g2557.t1_1	rna-XM_969931.4_1
g2558.t1_1	rna-XM_969877.5_1
g2560.t2_1	rna-XM_008199270.3_1
g2562.t1_1	rna-XM_970575.5_1
g2564.t1_1	rna-XM_064355340.1_1
g2565.t1_1	rna-XM_015982160.2_1
g2571.t1_1	rna-XM_008193612.3_1
g2572.t1_1	rna-XM_008194537.3_1
g2575.t1_1	rna-XM_008193574.3_1
g2579.t1_1	rna-XM_965401.4_1
g2580.t1_1	rna-XM_015983573.2_1
g2591.t1_1	rna-XM_008194075.3_1
g2595.t1_1	rna-XM_963345.4_1
g2597.t1_1	rna-XM_064356699.1_1
g2598.t1_1	rna-XM_001813132.4_1
g2611.t1_1	rna-XM_008195520.3_1
g2613.t1_1	rna-XM_008194988.3_1
g2614.t1_1	rna-XM_969208.4_1
g2616.t1_1	rna-XM_967985.4_1
g2618.t1_1	rna-XM_008201137.3_1
g2619.t1_1	rna-XM_961671.4_1
g2620.t1_1	rna-XM_008196922.3_1
g2621.t1_1	rna-XM_962421.5_1
g2625.t1_1	rna-XM_064357229.1_1
g2627.t1_1	rna-XM_015983098.2_1
g2631.t1_1	rna-XM_970582.4_1
g2633.t1_1	rna-XM_008194501.3_1
g2634.t1_1	rna-XM_962743.5_1
g2635.t1_1	rna-XM_962824.5_1
g2636.t2_1	rna-XM_962902.5_1
g2638.t1_1	rna-XM_008194536.3_1
g2639.t1_1	rna-XM_970562.4_1
g2640.t1_1	rna-XM_008202368.3_1
g2645.t2_1	rna-XM_008193399.3_1
g2647.t1_1	rna-XM_970313.5_1
g2648.t1_1	rna-XM_008195651.3_1
g2650.t1_1	rna-XM_015979271.2_1
g2651.t1_1	rna-XM_008196918.3_1
g2652.t1_1	rna-XM_970516.5_1
g2653.t1_1	rna-XM_001808057.4_1
g2654.t1_1	rna-XM_008196992.3_1
g2656.t1_1	rna-XM_015979403.2_1
g2657.t1_1	rna-XM_970085.4_1
g2662.t1_1	rna-XM_008195340.3_1
g2664.t1_1	rna-XM_971238.4_1
g2665.t1_1	rna-XM_064358796.1_1
g2666.t1_1	rna-XM_966866.5_1
g2667.t1_1	rna-XM_964177.3_1
g2672.t1_1	rna-XM_008202329.3_1
g2673.t1_1	rna-XM_969384.4_1
g2674.t1_1	rna-XM_064357004.1_1
g2675.t1_1	rna-XM_008195514.3_1
g2676.t1_1	rna-XM_964458.4_1
g2677.t1_1	rna-XM_964385.5_1
g2678.t2_1	rna-XM_008196025.3_1
g2680.t1_1	rna-XM_015980559.2_1
g2683.t1_1	rna-XM_008194625.3_1
g2685.t1_1	rna-XM_008196023.3_1
g2688.t1_1	rna-XM_969662.5_1
g2689.t2_1	rna-XM_064355411.1_1
g2690.t1_1	rna-XM_015981362.2_1
g2692.t1_1	rna-XM_964433.5_1
g2693.t1_1	rna-XM_964363.5_1
g2694.t1_1	rna-XM_001815958.4_1
g2695.t1_1	rna-XM_967070.4_1
g2696.t1_1	rna-XM_965615.5_1
g2697.t1_1	rna-XM_961528.4_1
g2698.t1_1	rna-XM_968477.5_1
g2699.t1_1	rna-XM_008197564.3_1
g2700.t1_1	rna-XM_064357369.1_1
g2701.t1_1	rna-XM_961599.5_1
g2702.t1_1	rna-XM_961754.5_1
g2704.t1_1	rna-XM_962091.4_1
g2705.t1_1	rna-XM_964132.5_1
g2706.t1_1	rna-XM_969256.4_1
g2707.t1_1	rna-XM_963347.4_1
g2708.t1_1	rna-NM_001039442.1_1
g2709.t1_1	rna-XM_963651.4_1
g2711.t1_1	rna-XM_008198935.3_1
g2714.t1_1	rna-XM_015978812.2_1
g2718.t1_1	rna-XM_008201569.3_1
g2720.t1_1	rna-XM_969025.4_1
g2721.t1_1	rna-XM_008193344.3_1
g2722.t1_1	rna-XM_064358874.1_1
g2723.t2_1	rna-XM_963348.4_1
g2725.t1_1	rna-XM_969128.4_1
g2727.t1_1	rna-XM_015978867.2_1
g2728.t1_1	rna-XM_001807941.4_1
g2730.t1_1	rna-XM_961453.5_1
g2731.t1_1	rna-XM_015979049.2_1
g2732.t1_1	rna-XM_008194521.3_1
g2734.t1_1	rna-XM_064358828.1_1
g2736.t2_1	rna-XM_008193573.3_1
g2844.t1_1	rna-XM_968914.5_1
g2845.t1_1	rna-XM_064357847.1_1
g2851.t1_1	rna-XM_008195244.3_1
g2852.t3_1	rna-XM_015978268.2_1
g2857.t1_1	rna-XM_008200366.3_1
g2860.t1_1	rna-XM_965612.5_1
g2862.t1_1	rna-XM_064359471.1_1
g2863.t2_1	rna-XM_001809210.4_1
g2865.t1_1	rna-XM_001809572.4_1
g2866.t1_1	rna-XM_964360.4_1
g2867.t5_1	rna-XM_008202340.3_1
g2869.t2_1	rna-XM_008202035.3_1
g2870.t1_1	rna-XM_963656.4_1
g2871.t1_1	rna-XM_008202389.3_1
g2872.t1_1	rna-XM_015978876.2_1
g2873.t1_1	rna-XM_064359185.1_1
g2874.t1_1	rna-XM_008195275.3_1
g2875.t1_1	rna-XM_008201840.3_1
g2876.t1_1	rna-XM_965473.5_1
g2877.t1_1	rna-XM_963851.5_1
g2878.t1_1	rna-XM_967218.4_1
g2879.t1_1	rna-XM_001811684.4_1
g2880.t1_1	rna-XM_967315.5_1
g2881.t2_1	rna-XM_015983382.2_1
g2882.t2_1	rna-XM_015982242.2_1
g2883.t1_1	rna-XM_015985052.2_1
g2884.t1_1	rna-XM_008202018.3_1
g2885.t2_1	rna-XM_064359558.1_1
g2886.t1_1	rna-XM_064359487.1_1
g2887.t1_1	rna-XM_064359527.1_1
g2888.t1_1	rna-XM_970651.4_1
g2889.t2_1	rna-XM_015979980.2_1
g2890.t1_1	rna-XM_965913.5_1
g2892.t1_1	rna-XM_008195126.3_1
g2894.t1_1	rna-XM_001809917.4_1
g2897.t7_1	rna-XM_064359204.1_1
g2898.t1_1	rna-XM_964728.4_1
g2899.t1_1	rna-XM_015985492.2_1
g2901.t4_1	rna-XM_015980470.2_1
g2902.t1_1	rna-XM_967921.4_1
g2903.t1_1	rna-XM_962597.5_1
g2905.t1_1	rna-XM_015981089.2_1
g2908.t1_1	rna-XM_962836.4_1
g2910.t1_1	rna-XM_064359343.1_1
g2911.t2_1	rna-XM_962988.5_1
g2912.t1_1	rna-XM_064359476.1_1
g2913.t1_1	rna-XM_963143.4_1
g2914.t1_1	rna-XM_008201203.3_1
g2915.t1_1	rna-XM_964928.4_1
g2916.t1_1	rna-XM_008201204.3_1
g2917.t1_1	rna-XM_966813.5_1
g2918.t1_1	rna-XM_001814334.4_1
g2919.t1_1	rna-XM_001814309.4_1
g2920.t1_1	rna-XM_001814285.4_1
g2921.t1_1	rna-XM_008195239.3_1
g2922.t1_1	rna-XM_064359291.1_1
g2923.t2_1	rna-XM_965742.4_1
g2924.t1_1	rna-XM_966164.4_1
g2925.t1_1	rna-XM_064359289.1_1
g2926.t1_1	rna-XM_064358886.1_1
g2928.t1_1	rna-XM_015984904.2_1
g2929.t1_1	rna-XM_008196395.3_1
g3008.t1_1	rna-XM_015978418.2_1
g3032.t1_1	rna-XM_965909.4_1
g3034.t1_1	rna-XM_015981495.2_1
g3039.t2_1	rna-XM_969605.5_1
g3040.t1_1	rna-XM_008195647.3_1
g3044.t1_1	rna-XM_015981488.2_1
g3045.t1_1	rna-XM_008195668.3_1
g3046.t1_1	rna-XM_064356717.1_1
g3047.t1_1	rna-XM_001811662.4_1
g3051.t1_1	rna-XM_966709.5_1
g3055.t1_1	rna-XM_064357143.1_1
g3056.t1_1	rna-XM_008194918.3_1
g3057.t2_1	rna-XM_008196064.3_1
g3059.t1_1	rna-XM_064356901.1_1
g3062.t1_1	rna-XM_015980113.2_1
g3064.t1_1	rna-XM_008194914.3_1
g3085.t1_1	rna-XM_008194494.3_1
g3086.t1_1	rna-XM_966407.4_1
g3087.t1_1	rna-XM_969189.4_1
g3088.t1_1	rna-XM_008195667.3_1
g3090.t1_1	rna-XM_008196978.3_1
g3091.t2_1	rna-XM_064355899.1_1
g3092.t1_1	rna-XM_969410.4_1
g3116.t2_1	rna-XM_961315.5_1
g3123.t1_1	rna-XM_001812642.4_1
g3124.t1_1	rna-XM_008202829.3_1
g3129.t1_1	rna-XM_966170.3_1
g3134.t1_1	rna-XM_961289.4_1
g3135.t1_1	rna-XM_969070.4_1
g3136.t1_1	rna-XM_015980355.2_1
g3137.t1_1	rna-XM_969731.4_1
g3138.t1_1	rna-XM_966728.5_1
g3140.t1_1	rna-XM_064355241.1_1
g3141.t1_1	rna-XM_966602.4_1
g3142.t1_1	rna-XM_966655.5_1
g3144.t2_1	rna-XM_008196652.3_1
g3145.t1_1	rna-XM_008196650.3_1
g3147.t1_1	rna-NM_001293583.1_1
g3149.t1_1	rna-XM_962817.5_1
g3150.t1_1	rna-XM_968297.4_1
g3152.t1_1	rna-XM_008198267.3_1
g3153.t2_1	rna-XM_968679.4_1
g3155.t1_1	rna-XM_008198754.3_1
g3156.t1_1	rna-XM_968615.4_1
g3157.t1_1	rna-XM_961471.5_1
g3159.t1_1	rna-XM_064358621.1_1
g3160.t1_1	rna-XM_965317.4_1
g3161.t1_1	rna-XM_008194037.3_1
g3168.t1_1	rna-XM_008201030.3_1
g3169.t1_1	rna-XM_008202983.3_1
g3177.t2_1	rna-XM_015979012.2_1
g3179.t1_1	rna-XM_008193618.3_1
g3180.t1_1	rna-XM_008194397.3_1
g3181.t1_1	rna-XM_969035.4_1
g3182.t1_1	rna-XM_969080.5_1
g3187.t1_1	rna-XM_969258.4_1
g3188.t1_1	rna-XM_964809.5_1
g3189.t1_1	rna-XM_008193965.3_1
g3194.t1_1	rna-XM_015979597.2_1
g3197.t2_1	rna-XM_015978580.2_1
g3216.t1_1	rna-XM_962776.4_1
g3218.t1_1	rna-XM_064358974.1_1
g3220.t1_1	rna-XM_001813140.4_1
g3221.t1_1	rna-XM_008192309.3_1
g3222.t1_1	rna-XM_015977525.2_1
g3224.t3_1	rna-XM_008192307.3_1
g3233.t1_1	rna-XM_064355587.1_1
g3240.t1_1	rna-XM_064359884.1_1
g3244.t1_1	rna-XM_015978322.2_1
g3258.t3_1	rna-XM_008193593.3_1
g3259.t1_1	rna-XM_967144.3_1
g3260.t1_1	rna-XM_064356333.1_1
g3262.t1_1	rna-XM_008202948.3_1
g3263.t1_1	rna-XM_008202952.3_1
g3265.t1_1	rna-XM_969745.3_1
g3267.t1_1	rna-XM_008194311.3_1
g3269.t2_1	rna-XM_008196058.3_1
g3272.t1_1	rna-XM_008194925.3_1
g3276.t1_1	rna-XM_001814346.4_1
g3278.t2_1	rna-XM_015981034.2_1
g3279.t1_1	rna-XM_008195664.3_1
g3284.t1_1	rna-XM_008202497.3_1
g3285.t1_1	rna-XM_963445.5_1
g3286.t1_1	rna-XM_970211.5_1
g3304.t1_1	rna-XM_008203116.3_1
g3305.t1_1	rna-NM_001170623.1_1
g3306.t1_1	rna-XM_015981769.2_1
g3308.t1_1	rna-XM_962046.4_1
g3309.t1_1	rna-XM_961715.5_1
g3310.t2_1	rna-XM_008195996.3_1
g3311.t1_1	rna-XM_961313.5_1
g3312.t2_1	rna-XM_008196124.3_1
g3313.t1_1	rna-XM_008196123.3_1
g3315.t2_1	rna-XM_008195711.3_1
g3316.t2_1	rna-XM_967433.4_1
g3318.t1_1	rna-XM_015980118.2_1
g3319.t1_1	rna-XM_008196574.3_1
g3320.t1_1	rna-XM_961809.5_1
g3321.t1_1	rna-XM_967748.4_1
g3322.t1_1	rna-NM_001170891.1_1
g3323.t1_1	rna-XM_961293.4_1
g3324.t1_1	rna-XM_001814323.4_1
g3325.t1_1	rna-XM_961378.4_1
g3326.t1_1	rna-XM_961469.4_1
g3327.t1_1	rna-XM_971009.4_1
g3328.t1_1	rna-XM_008196135.3_1
g3329.t1_1	rna-XM_961645.4_1
g3331.t1_1	rna-XM_064356631.1_1
g3333.t1_1	rna-XM_008197469.3_1
g3334.t1_1	rna-XM_008194737.3_1
g3335.t2_1	rna-XM_964750.4_1
g3336.t1_1	rna-XM_064356936.1_1
g3337.t1_1	rna-XM_008195396.3_1
g3338.t1_1	rna-XM_015979695.2_1
g3339.t1_1	rna-XM_970038.5_1
g3340.t2_1	rna-XM_969973.5_1
g3342.t1_1	rna-XM_008197856.3_1
g3343.t1_1	rna-XM_966448.5_1
g3344.t1_1	rna-XM_968206.4_1
g3345.t1_1	rna-XM_966545.4_1
g3346.t1_1	rna-XM_008196285.3_1
g3348.t1_1	rna-XM_966503.4_1
g3349.t1_1	rna-XM_015979360.2_1
g3350.t1_1	rna-XM_008193582.3_1
g3351.t1_1	rna-XM_969097.4_1
g3352.t1_1	rna-XM_064358915.1_1
g3353.t1_1	rna-XM_015980844.2_1
g3355.t1_1	rna-XM_015980825.2_1
g3356.t1_1	rna-XM_008196480.3_1
g3359.t1_1	rna-XM_008198092.3_1
g3362.t2_1	rna-XM_015980839.2_1
g3364.t1_1	rna-XM_968172.5_1
g3365.t1_1	rna-XM_064358282.1_1
g3366.t2_1	rna-XM_015980718.2_1
g3367.t1_1	rna-XM_969571.4_1
g3368.t1_1	rna-XM_015980664.2_1
g3369.t1_1	rna-XM_008195523.3_1
g3370.t2_1	rna-XM_015980540.2_1
g3372.t1_1	rna-NM_001039402.1_1
g3373.t1_1	rna-XM_008196053.3_1
g3374.t1_1	rna-XM_008202001.3_1
g3375.t1_1	rna-XM_008200611.3_1
g3376.t1_1	rna-XM_966231.4_1
g3377.t1_1	rna-XM_961401.5_1
g3378.t1_1	rna-NM_001170652.1_1
g3379.t1_1	rna-XM_008200757.3_1
g3380.t1_1	rna-XM_008192318.3_1
g3381.t2_1	rna-XM_008192317.3_1
g3382.t1_1	rna-XM_008192301.3_1
g3384.t1_1	rna-XM_008193276.3_1
g3386.t2_1	rna-XM_008201853.3_1
g3387.t1_1	rna-XM_064357797.1_1
g3388.t1_1	rna-XM_962310.4_1
g3390.t1_1	rna-XM_961956.4_1
g3391.t1_1	rna-XM_968012.5_1
g3392.t1_1	rna-XM_064358687.1_1
g3393.t1_1	rna-XM_966474.3_1
g3394.t1_1	rna-XM_966773.5_1
g3395.t1_1	rna-XM_008200987.3_1
g3396.t1_1	rna-XM_967834.5_1
g3399.t1_1	rna-XM_008203277.3_1
g3400.t1_1	rna-XM_968941.4_1
g3401.t1_1	rna-XM_008198344.3_1
g3402.t2_1	rna-XM_064357469.1_1
g3403.t1_1	rna-XM_015982430.2_1
g3404.t2_1	rna-XM_001813172.4_1
g3405.t1_1	rna-XM_968370.5_1
g3406.t1_1	rna-XM_001811461.4_1
g3407.t1_1	rna-XM_962422.4_1
g3408.t1_1	rna-XM_961832.4_1
g3409.t1_1	rna-XM_015983761.2_1
g3410.t1_1	rna-XM_961740.5_1
g3411.t1_1	rna-XM_064356800.1_1
g3412.t1_1	rna-XM_970193.5_1
g3413.t1_1	rna-XM_965768.4_1
g3414.t3_1	rna-XM_008193706.3_1
g3415.t1_1	rna-XM_064355432.1_1
g3416.t2_1	rna-XM_965249.4_1
g3417.t1_1	rna-XM_969162.5_1
g3418.t1_1	rna-XM_966008.5_1
g3419.t2_1	rna-XM_008195562.3_1
g3420.t1_1	rna-XM_008192702.3_1
g3421.t2_1	rna-XM_008196422.3_1
g3422.t1_1	rna-XM_966816.4_1
g3424.t1_1	rna-XM_015982378.2_1
g3425.t1_1	rna-XM_008202679.3_1
g3427.t1_1	rna-XM_015982962.2_1
g3428.t1_1	rna-XM_008201941.3_1
g3430.t1_1	rna-XM_965967.4_1
g3431.t1_1	rna-XM_967765.5_1
g3432.t1_1	rna-XM_015981672.2_1
g3433.t1_1	rna-XM_015977915.2_1
g3434.t1_1	rna-XM_961595.4_1
g3435.t1_1	rna-XM_015980296.2_1
g3439.t1_1	rna-XM_008196063.3_1
g3440.t1_1	rna-XM_001812523.4_1
g3441.t3_1	rna-XM_969383.4_1
g3442.t1_1	rna-XM_008197921.3_1
g3443.t1_1	rna-XM_968927.4_1
g3453.t1_1	rna-XM_064356742.1_1
g3467.t1_1	rna-XM_968998.4_1
g3482.t1_1	rna-XM_064359342.1_1
g3483.t1_1	rna-XM_008192777.3_1
g3485.t1_1	rna-XM_008192775.3_1
g3497.t1_1	rna-XM_064354718.1_1
g3498.t1_1	rna-XM_961744.4_1
g3499.t3_1	rna-XM_008193065.3_1
g3501.t1_1	rna-XM_966137.4_1
g3502.t3_1	rna-XM_064359971.1_1
g3510.t1_1	rna-XM_015978360.2_1
g3511.t1_1	rna-XM_962717.4_1
g3513.t1_1	rna-XM_965829.4_1
g3514.t1_1	rna-XM_008201606.3_1
g3515.t1_1	rna-XM_008197240.3_1
g3516.t1_1	rna-XM_968108.3_1
g3517.t1_1	rna-XM_008193049.3_1
