ortholog_number	focal_transcript	LFC_abdomen	FDR_pval_abdomen	LFC_head+thorax	FDR_pval_head+thorax	level_most_dist_ortholog	chromosome	C_chinensis_dNdS	C_chinensis_dS	C_chinensis_dN	C_chinensis_positive_selection	B_siliquastri_dNdS	B_siliquastri_dS	B_siliquastri_dN	B_siliquastri_positive_selection	A_obtectus_dNdS	A_obtectus_dS	A_obtectus_dN	A_obtectus_positive_selection
7481	g8461.t1	-1.94209972651096	2.36755116698631e-26	-0.701167654448237	0.0002302503621312	3	0									0.1537372593431483	1.0596	0.1629	False
8943	g2077.t1		1.0		1.0	3	0									0.1179333333333333	3.0	0.3538	False
6738	g8852.t1		1.0		1.0	3	0									0.2008157057928936	1.4466	0.2905	False
1604	g2513.t1		1.0		1.0	3	0									0.1714966754485008	0.7971	0.1367	False
6090	g6603.t1	10.9903558570962	6.483401984958339e-12	5.671616076518	3.96994164117376e-05	3	0									0.4774965903924836	1.3198	0.6302	True
8610	g14536.t1	-3.58031871599887	2.5055000690942902e-20	-0.280168016464399	0.595828538524644	3	0									0.0835383714118336	0.8535	0.0713	False
571	g10272.t1	-0.238311799187198	0.310060439521805	0.250009639022108	0.40224439609112	4	0									0.1820583794665324	0.7948	0.1447	False
7170	g11092.t2		1.0		1.0	3	0									0.1674666666666666	3.0	0.5024	False
4944	g5940.t1		1.0		1.0	3	0									0.3242225226965424	2.0708	0.6714	False
3083	g2609.t1	-7.07358965463042	3.16243443515178e-05	-8.50595885886324	8.4806034157333e-05	3	0									0.248021328001333	1.2003	0.2977	False
7049	g6208.t1		1.0		1.0	4	0									0.1153666666666666	3.0	0.3461	False
5756	g5257.t1		1.0		1.0	3	0									0.0068329298514518	6.9809	0.0477	False
862	g9717.t1	-1.03274806235192	6.55121577997499e-08	-0.924552037717184	1.24798601158286e-06	3	0									0.193355197490375	1.4026	0.2712	False
9041	g13140.t1		1.0		1.0	3	0									0.1153830734073688	2.4943	0.2878	False
6952	g7743.t1	-1.05720739815537	0.0264907180888852	-0.418567294963184	0.460221510058185	3	0									0.3863484769880679	1.3493	0.5213	True
35	g4239.t1		1.0		1.0	4	0									0.0776457363096193	1.2454	0.0967	False
8225	g9381.t1	1.9332198880724	2.1329491795503002e-15	0.0126478121489537	0.975982292658519	4	0									0.0368707612952526	1.0469	0.0386	False
942	g3445.t1		1.0		1.0	3	0									0.3059263936496482	2.2172	0.6783	False
6074	g6699.t1	-1.36155532135609	4.7902281775188404e-23	-0.568036228730197	9.84558818716375e-05	4	0									0.0793816084588273	1.2484	0.0991	False
4302	g4273.t1		1.0		1.0	3	0									0.1813	3.0	0.5439	False
8609	g14537.t1	-2.10147599854962	2.8173034740319003e-18	-0.107187104014772	0.721756216431149	3	0									0.175859434682964	0.6545	0.1151	False
7502	g12465.t1		1.0		1.0	4	0									0.1592598042822456	2.7182	0.4329	False
7928	g13841.t1	0.278355255724859	0.294692562759287	-0.232144047035065	0.467438987258534	5	0									0.0543448774753594	1.1059	0.0601	False
597	g380.t1		1.0		1.0	4	0									0.2510722943992043	1.6087	0.4039	False
5079	g4634.t1	-1.47757209962595	6.80120338025381e-09	-0.253442471717112	0.494057057172792	3	0									0.4179056924384027	0.9416	0.3935	False
3201	g14380.t1		1.0		1.0	3	0									0.1644896856139086	3.3303	0.5478	False
8958	g5473.t1	1.68154487293424	4.71493908313802e-16	0.343890029312236	0.156100884772167	3	0									0.051609977324263	1.1025	0.0569	False
7587	g2495.t1		1.0		1.0	3	0									0.0564229950319375	2.818	0.159	False
7113	g8059.t2	-3.13106597963024	3.67744851848083e-26	-0.942296070201667	0.0008690994508922	3	0									0.2205013927576601	0.8975	0.1979	False
8939	g1892.t1		1.0		1.0	3	0									0.2679879111937696	1.7206	0.4611	False
637	g6100.t1		1.0		1.0	3	0									0.1275185233329	2.3079	0.2943	False
8513	g2542.t1	-0.125475016523646	0.724908148663961	-0.451932731557204	0.428843487448321	4	0									0.0451948711438364	0.7877	0.0356	False
3039	g12669.t1	0.795324122044331	0.0496352164573189	-1.35066970275404	0.0007411535340853	3	0									0.6604110813226095	0.3357	0.2217	True
8861	g11377.t1		1.0		1.0	4	0									0.2178333333333333	3.0	0.6535	False
1372	g11414.t1	0.525054778579979	0.0004513494128742	-0.185464990138434	0.315633083861371	5	0									0.102891869237217	0.9544	0.0982	False
8777	g2054.t1	-3.09108669742366	4.79153625054351e-32	-1.30542874476521	3.16723569204365e-07	3	0									0.4548357664233576	0.6576	0.2991	False
717	g10560.t1	0.179484603740977	0.27411704725622	-0.0037078611544121	0.989766438378811	5	0									0.0478468899521531	0.5225	0.025	False
8246	g7488.t1	1.30871857747909	9.25262470654312e-12	2.11387105514952	6.933128799309e-23	4	0									0.021173870048281	1.7191	0.0364	False
8941	g11030.t1		1.0		1.0	3	0									0.4711709423418846	1.1811	0.5565	False
4361	g3895.t1		1.0		1.0	3	0									0.0534439069338862	1.3023	0.0696	False
7277	g8672.t1	-0.959999166906623	1.07608346746171e-21	-0.268896902285663	0.017409261661425	5	0									0.0265227447956823	1.297	0.0344	False
1767	g12320.t1		1.0		1.0	3	0									0.0622436941744845	1.7801	0.1108	False
1914	g5526.t1	-0.657552304344655	6.97950346668091e-13	-0.382416591868963	0.0001850902264914	4	0									0.0221300138312586	2.2413	0.0496	False
3549	g1742.t1	-2.06688890387061	8.50709382159033e-08	-0.988540934015838	0.0156981842855512	3	0									0.2534064473246926	1.2036	0.305	False
5475	g5903.t2	-11.0426429374092	1.80073228531918e-130	-2.46726524524375	0.0170938811959965	3	0									0.3748784440842788	1.234	0.4626	False
2165	g8699.t1		1.0		1.0	4	0									0.1477666666666666	3.0	0.4433	False
7487	g12244.t1		1.0		1.0	3	0									0.1672	3.0	0.5016	False
7815	g14037.t1	4.12432662284551	4.06718754438379e-37	0.826984877507006	0.0078923754216898	4	0									0.0809	3.0	0.2427	False
6357	g262.t1	-11.3597891403993	6.112121212940071e-10	-6.75835846244551	4.62468919904482e-05	5	0									0.1589617912442909	1.7954	0.2854	False
6373	g8946.t1	-0.976501773414936	2.3472988464366403e-09	-0.430504549046388	0.0201666361446269	3	0									0.1167927752013668	0.8194	0.0957	False
6037	g3927.t1		1.0		1.0	3	0									0.2895126282557221	2.0272	0.5869	False
8413	g11075.t1	-1.86258082427733	4.5882348668697e-21	-0.444940945735299	0.0525916533124465	3	0									0.2082352230876049	1.6563	0.3449	False
7682	g11087.t1		1.0		1.0	3	0									0.0562999999999999	3.0	0.1689	False
3435	g787.t1		1.0		1.0	3	0									0.0842556508183944	1.283	0.1081	False
5608	g6187.t1		1.0		1.0	3	0									0.1580666666666666	3.0	0.4742	False
8002	g8392.t1	-2.24628145061451	0.0031521750496673	-0.0585932690751496	0.951223778271765	4	0									0.1731666666666666	3.0	0.5195	False
7849	g7350.t1	1.94489721478978	1.2385432279967999e-19	0.0511522164673081	0.871387185069457	4	0									0.182137534596551	0.9394	0.1711	False
617	g11439.t1		1.0		1.0	3	0									0.4005665722379604	1.412	0.5656	False
4127	g9331.t1		1.0		1.0	3	0									0.1433333333333333	3.0	0.43	False
5717	g6525.t1	0.665130297869442	9.706195390227981e-10	-0.142374015061629	0.275077134216206	4	0									0.1705564079786804	1.2383	0.2112	False
8963	g1883.t1		1.0		1.0	4	0									0.1840752874670778	3.1134	0.5731	False
9120	g8769.t1		1.0		1.0	3	0									0.1490999999999999	3.0	0.4473	False
8221	g5311.t1	-10.5637083570089	8.29503081862763e-31	-5.43658837412552	0.0002155925463868	3	0									0.2885848244187159	1.0451	0.3016	True
8198	g9586.t1	0.910257768856721	0.0365615192693513	0.576815257532671	0.287935178632703	3	0									0.0407333333333333	3.0	0.1222	False
8411	g11084.t1	-2.32791854042029	7.69386799796961e-19	-0.436603476943597	0.194399412299178	5	0									0.0219032528660639	1.0729	0.0235	False
7229	g2771.t1	1.85795448568421	0.0007077413787637	-0.593444460391239	0.183584085539741	4	0									0.2107692307692308	0.585	0.1233	True
1350	g14697.t1		1.0		1.0	4	0									0.1680666666666666	3.0	0.5042	False
7605	g5012.t1		1.0		1.0	3	0									0.1454666666666666	3.0	0.4364	False
1600	g2507.t1	0.242356037590284	0.23537872042016	0.0480146615438173	0.869374565448704	4	0									0.0261545711592836	1.2732	0.0333	False
1501	g11503.t1		1.0		1.0	3	0									0.3609613656783468	0.8904	0.3214	False
1993	g12317.t1	-1.8228222628964	0.0204214955779013	-0.866628272724244	0.0326509164082296	4	0									0.0704212284282798	2.1556	0.1518	False
8902	g5266.t2	-1.1045258215402	5.70104823679317e-09	-0.0717030864074786	0.779286978424488	3	0									0.049124788255223	1.0626	0.0522	False
8947	g12115.t1		1.0		1.0	3	0									0.1499297517896567	2.9894	0.4482	False
1459	g11795.t1	-2.87255469987425	7.053614433588261e-15	-1.51937788305048	7.52401864493627e-12	3	0									0.2107991026533612	1.2927	0.2725	False
3002	g8096.t1		1.0		1.0	4	0									0.2861089321646601	2.9321	0.8389	False
7664	g12085.t1		1.0		1.0	3	0									0.214	3.0	0.642	False
5938	g6377.t1	0.753085106484024	5.882872760484669e-11	-0.406055532133748	0.0018135435006802	5	0									0.1205359964604007	1.5821	0.1907	False
5656	g5707.t1	3.72615953172634	3.5816873590571895e-70	0.885826935100847	9.17722036806955e-06	5	0									0.015901439724948	1.3961	0.0222	False
7558	g2024.t2		1.0		1.0	3	0									0.2087737170508086	1.5706	0.3279	False
6131	g2519.t1	0.570548461361943	0.241606932757341	0.095249691674693	0.881970578519489	5	0									0.1354666301219679	1.4594	0.1977	False
8651	g14446.t1	0.959670087709038	0.0007895650208613	0.485295665520066	0.18238660290611	5	0									0.3266169154228855	0.804	0.2626	False
3266	g12881.t1	-1.73810426650391	3.84328938777047e-07	-1.07224473202539	0.0013598234995228	5	0									0.0993058006824332	0.8499	0.0844	False
3223	g3204.t1		1.0		1.0	3	0									0.2419491852652714	2.5898	0.6266	False
1746	g697.t1		1.0		1.0	4	0									0.1235666666666666	3.0	0.3707	False
6256	g7068.t1		1.0		1.0	3	0									0.0105666666666666	3.0	0.0317	False
5384	g6126.t2	-1.08711326064366	0.0004207315666405	0.541484058925246	0.519547531261988	4	0									0.0448374641923029	0.8029	0.036	False
6077	g6703.t1	-1.43633064875991	3.99726082628105e-08	-0.848314771270621	0.0013174223330127	4	0									0.0513814832767813	1.0315	0.053	False
9127	g1359.t1	10.150961279324	9.37586651571429e-57	10.2227358708789	1.1660283750908399e-30	4	0									0.2332333333333333	3.0	0.6997	True
9162	g6540.t1		1.0		1.0	3	0									0.1318	3.0	0.3954	False
596	g12929.t1		1.0		1.0	3	0									0.1743859649122806	1.995	0.3479	False
8226	g5334.t1	1.79924571312228	2.93678813514103e-05	-0.766699034152579	0.278345203032166	3	0									0.060167162811999	1.7468	0.1051	False
8082	g14832.t1	-1.62445548305373	4.2021366722424e-08	-0.331005966170709	0.35219616307063	5	0									0.0551060386679158	1.1741	0.0647	False
1850	g11368.t1	-5.25158220635704	6.56282387070903e-37	-2.15380740765172	0.0092043412566632	4	0									0.0690203803318433	1.3199	0.0911	False
4675	g2417.t1		1.0		1.0	3	0									0.175877736472532	1.2105	0.2129	False
7929	g13842.t1	-0.733300224684333	2.80732445987948e-07	-0.422453522323555	0.0091458031573548	4	0									0.1666203317579464	1.0791	0.1798	False
5688	g6663.t1	0.0751505761848625	0.669198845867168	0.248052265390256	0.255798866994932	3	0									0.3217353951890034	0.6984	0.2247	False
1607	g12025.t1	-12.5936110128478	9.39125541733737e-08	-7.3185070135122	0.0004621553544426	3	0									0.6482808022922637	0.8376	0.543	False
4408	g11036.t1	0.711245947913685	3.67190369060033e-14	-0.192604129947323	0.0715880405522535	5	0									0.0609958231121129	1.5083	0.092	False
3118	g11507.t1		1.0		1.0	3	0									0.1872	3.0	0.5616	False
3803	g8763.t1		1.0		1.0	3	0									0.1697567312234293	1.6936	0.2875	False
4238	g4224.t1		1.0		1.0	3	0									0.1595666666666666	3.0	0.4787	False
8322	g7337.t1	0.589243907960949	0.0050034931859407	0.52596690427104	0.062480738617439	4	0									0.1101270696958028	1.2985	0.143	False
1727	g13968.t1		1.0		1.0	3	0									0.1098038399067094	4.8022	0.5273	False
3451	g832.t1	-2.86705889809405	6.937182710441271e-09	-1.47993510118215	6.71358294073976e-09	3	0									0.5893805309734513	0.678	0.3996	False
4528	g3575.t1	-3.51308683555804	8.75387779209892e-22	-2.12077171900117	1.2082467469808e-09	4	0									0.0802666666666666	3.0	0.2408	False
5691	g6556.t1	-1.07384724629476	0.0083093565642576	-0.53743065588481	0.19970632593427	4	0									0.1325406348860041	0.9167	0.1215	False
6136	g8718.t1		1.0		1.0	3	0									0.398483235763704	0.7516	0.2995	False
3125	g2968.t1		1.0		1.0	3	0									0.0433	3.0	0.1299	False
3224	g7638.t1	-2.13776137056077	1.0672759466248201e-21	-1.37315486788411	5.09965432209501e-10	3	0									0.3334131545338442	1.2528	0.4177	False
7932	g13834.t1		1.0		1.0	4	0									0.0942265432509822	1.5017	0.1415	False
8827	g6044.t1		1.0		1.0	4	0									0.1774415405777166	1.0178	0.1806	False
5858	g7022.t1	-8.19710491056376	4.86783369450825e-23	0.0	1.0	3	0									0.2067999999999999	3.0	0.6204	False
3226	g7644.t1	1.09133221385434	0.0022952713490534	0.561021902801269	0.166288086423334	4	0									0.1077705316679562	1.8094	0.195	False
7029	g2194.t1		1.0		1.0	3	0									0.1371666666666666	3.0	0.4115	False
218	g11547.t1		1.0		1.0	4	0									0.4816456818584856	0.5639	0.2716	False
3127	g3934.t1		1.0		1.0	4	0									0.1110999999999999	3.0	0.3333	False
7812	g14034.t1	0.0794274562561158	0.747526307262405	0.020308204082976	0.953645011068686	5	0									0.056374836662311	1.0714	0.0604	False
922	g14815.t2	0.364069973667771	0.235395769241176	-0.104524817128187	0.796126183355207	4	0									0.136767976278725	1.0792	0.1476	False
6560	g8997.t1	-2.12716876725368	6.36099482386987e-07	-1.38919531169239	0.0090223387415254	3	0									0.1126681961927202	1.6127	0.1817	False
3007	g4320.t1		1.0		1.0	3	0									0.4297789998981566	1.9638	0.844	False
9059	g14241.t1	2.07696595763959	2.33097911912445e-75	0.739143914085126	2.7834279884774005e-10	5	0									0.0949177877428998	0.669	0.0635	False
2493	g8765.t1		1.0		1.0	4	0									0.1716666666666666	3.0	0.515	False
9261	g1237.t1		1.0		1.0	4	0									0.1322666666666666	3.0	0.3968	False
3512	g6545.t1		1.0		1.0	3	0									0.2514649681528662	1.1775	0.2961	False
569	g10274.t1	-0.23146183999127	0.0962157499966848	-0.0120097472536849	0.955219776751336	3	0									0.1879555044112006	1.0428	0.196	False
4303	g10407.t1		1.0		1.0	3	0									0.1230740205018552	1.5901	0.1957	False
5122	g3078.t1		1.0		1.0	4	0									0.1331333333333333	3.0	0.3994	False
1744	g8144.t1		1.0		1.0	3	0									0.1563476102862522	2.3371	0.3654	False
9005	g579.t1	-1.41186166245062	8.40005592194349e-05	-1.04309621538801	0.0047901608084338	3	0									0.135940835620616	2.6232	0.3566	False
5413	g5841.t2	-1.3343086178379	6.928183632749521e-15	-0.931150264286209	6.6712603192137e-10	4	0									0.2054409005628517	0.533	0.1095	True
4673	g14325.t1		1.0		1.0	4	0									0.2350239537553945	2.5257	0.5936	False
1524	g11330.t1	0.10427450739562	0.382502721141277	0.102709164597311	0.463191412214473	3	0									0.1965993623804463	2.1643	0.4255	False
4800	g129.t1		1.0		1.0	3	0									0.4470938897168405	0.6039	0.27	True
8199	g9593.t1	1.58875943004703	6.555998738996059e-56	0.72838825906747	5.03585527739307e-10	3	0									0.4264463942966822	1.4588	0.6221	False
2553	g12969.t1	-0.794476287245901	0.0055712347360962	-0.40704306543338	0.195380443830309	5	0									0.0527289546716003	0.8648	0.0456	False
590	g4132.t1		1.0		1.0	4	0									0.1821790412823227	2.6452	0.4819	False
614	g2021.t1		1.0		1.0	4	0									0.2998564135290363	2.5072	0.7518	False
4878	g13398.t1		1.0		1.0	3	0									0.1745666666666666	3.0	0.5237	False
8159	g3462.t2	1.65955480441551	0.0042394802361613	0.0740953642357472	0.940968286414597	4	0									0.0849000119746138	1.6702	0.1418	False
8345	g1842.t1	-0.0209584202373322	0.931159543088848	-0.604953941563714	0.015665450588028	3	0									0.0909315848076209	0.8083	0.0735	False
7215	g13727.t1		1.0		1.0	3	0									0.2005047672462142	1.4264	0.286	False
8650	g14486.t1	-0.848797090084389	1.31690903129179e-06	-0.282171264277104	0.159284736235296	3	0									0.0494293387042631	1.1916	0.0589	False
3222	g7873.t1		1.0		1.0	3	0									0.28950376414016	2.5371	0.7345	False
768	g3563.t1	-0.595467041340004	3.26999971061138e-05	-0.228108562591364	0.161062414523999	4	0									0.0881883054638406	0.9389	0.0828	False
2756	g13531.t1		1.0		1.0	3	0									0.2575786463298379	1.5735	0.4053	True
2713	g440.t1		1.0		1.0	3	0									0.1014	3.0	0.3042	False
6658	g7204.t1	-0.339364400442005	0.0396159564768521	-0.95009430840617	2.14302387804573e-11	4	0									0.0585258525852585	0.909	0.0532	False
7658	g8309.t1		1.0		1.0	3	0									0.3100930446029957	2.3967	0.7432	False
3805	g11714.t1		1.0		1.0	4	0									0.3958131889383098	2.0684	0.8187	False
4939	g3583.t1		1.0		1.0	3	0									0.1293591546756103	2.7729	0.3587	False
7521	g11771.t1		1.0		1.0	3	0									0.2352666666666666	3.0	0.7058	False
4861	g4591.t1	-8.58277012695839	1.14354782873455e-08	-6.45197023122	0.0005384501855352	3	0									0.1601215343714394	1.3165	0.2108	False
6010	g6278.t1	3.04291627878876	8.07599220572079e-08	3.39229377335386	1.02848911727272e-05	3	0									0.3464435663126698	1.6196	0.5611	False
8946	g12116.t1		1.0		1.0	4	0									0.2829326923076923	2.08	0.5885	False
7622	g9455.t1		1.0		1.0	4	0									0.4742965689184376	1.6846	0.799	False
4321	g8391.t2		1.0		1.0	4	0									0.1105	3.0	0.3315	False
7486	g4669.t1		1.0		1.0	4	0									0.1467902169554951	2.2447	0.3295	False
6356	g6968.t1	0.424920724980375	1.53698569291328e-05	0.991886184001054	9.54058281969208e-20	5	0									0.0242883101150817	1.651	0.0401	False
5065	g3708.t1		1.0		1.0	3	0									0.2901641463099392	2.3211	0.6735	False
5730	g6614.t1	1.5118341521679	4.13126890086647e-05	-0.813400519561988	0.0510240315560175	4	0									0.0761737775180206	1.0266	0.0782	False
4668	g14644.t1		1.0		1.0	3	0									0.3384234612870085	2.1414	0.7247	False
4594	g703.t1	-0.825469454252541	0.0063148110275455	-0.261085637633824	0.476636431374981	3	0									0.2622930412050292	0.8033	0.2107	False
5714	g6528.t1	-10.7035072954528	1.02973457817093e-09	-5.30543299557614	0.0006335583375009	3	0									0.2903162443527794	1.0182	0.2956	False
5161	g11628.t1	-0.876744424012656	0.0177032333751673	-0.817301487431294	0.0544851595362063	3	0									0.1801333333333333	3.0	0.5404	False
2471	g2243.t1	2.95849538315801	3.7554931026620495e-36	1.01647562842438	0.0005021047427054	4	0									0.1311768207977773	1.0078	0.1322	False
8347	g1839.t3	-0.335999230704056	0.0003278947270431	0.0110875457335184	0.931340530502504	4	0									0.0291940505015565	1.4455	0.0422	False
1782	g12061.t2	1.11777130135532	8.83754777237771e-05	0.189322716597581	0.59262214906975	5	0									0.3019926484813309	1.0338	0.3122	True
7606	g8653.t1		1.0		1.0	3	0									0.1847840443798705	0.7571	0.1399	False
4634	g3383.t1		1.0		1.0	3	0									0.127995642701525	1.1016	0.141	False
7542	g13873.t1	-0.737697957942088	1.15227437822891e-09	-0.403693067544955	0.0020039278963703	5	0									0.2155359917141377	0.9655	0.2081	False
4004	g11095.t1		1.0		1.0	4	0									0.147038131419727	1.4214	0.209	False
7337	g1958.t1		1.0		1.0	4	0									0.1301335559265442	1.198	0.1559	False
5802	g3910.t1	-1.78854986608781	4.0189059975202e-06	-1.43429923503582	0.0004581533455287	3	0									0.1613776960374519	2.9905	0.4826	False
68	g1512.t1	0.719266746519886	6.562541706387929e-11	-0.107198357834529	0.444458277012692	5	1	0.0319634703196347	0.4599	0.0147	True	0.0211137503299023	0.7578	0.016	False	0.0147093901566351	1.2577	0.0185	False
249	g1545.t1	-1.79425583110863	6.80091288566852e-64	-0.537239232081561	1.11454366530477e-06	5	1	0.0271580989330746	0.4124	0.0112	False	0.034850348503485	0.7317	0.0255	False	0.0247494012241639	1.1273	0.0279	False
95	g1602.t1	-0.869978253385206	0.0315291983675358	-1.27488861696811	0.0103758793502163	5	1	0.0713656387665198	0.3405	0.0243	False	0.0827715355805243	0.801	0.0663	False	0.067786955283395	1.0533	0.0714	False
148	g1659.t1	0.972024780904072	3.61147142856438e-07	-0.256293179369791	0.240314768092331	5	1	0.0320557491289198	0.287	0.0092	False	0.032667537801008	0.5357	0.0175	False	0.0272438322990767	0.6607	0.018	False
311	g1504.t1	0.352146299684326	0.0038101463229519	-0.371448912891794	0.0036722307147266	5	1					0.0204778156996587	0.3516	0.0072	False	0.0454700854700854	0.585	0.0266	False
354	g1397.t1	0.346282204809526	0.0031069405572669	0.177981000315001	0.248384806829339	5	1	0.0752314814814814	0.2592	0.0195	False	0.0858360389610389	0.4928	0.0423	False	0.0444311912926792	0.6707	0.0298	False
369	g1452.t1		1.0		1.0	2	1	0.0252918287937743	0.2056	0.0052	False	0.0320390985609557	0.3683	0.0118	False				
289	g2924.t1	2.09606079697952	3.38235631111868e-50	0.404979755636754	0.0356658941405768	5	1					0.2226819177415429	0.8218	0.183	True	0.2191838451830038	1.1885	0.2605	False
175	g1739.t1	0.649333837691562	1.3040681036719e-11	-0.0109182538614229	0.940763096586888	5	1	0.0	0.1129	0.0	False	0.0140280561122244	0.1996	0.0028	False				
130	g1436.t1	2.21847130579971	1.58362323217537e-119	-0.0163566991664706	0.899735775448626	5	1	0.2320993127909554	0.4511	0.1047	False	0.0966237453107573	0.9863	0.0953	False	0.0533397771786132	3.9314	0.2097	False
10	g7466.t1	0.651359248352321	0.0148358296569315	2.26216939081698	9.69080108994949e-16	4	1	0.0717488789237668	0.446	0.032	False	0.0459669582118561	1.029	0.0473	False	0.0476190476190476	1.6065	0.0765	False
55	g2899.t1	1.59025614677211	3.39284792314438e-12	0.241887144734813	0.381606594200616	4	1					0.0929296464823241	0.5714	0.0531	False	0.0737819615824958	0.7861	0.058	False
188	g1668.t1	1.8824292539357	5.85858231327137e-47	0.128210884479312	0.463484770964439	5	1	0.0422868741542625	0.2956	0.0125	False	0.0473924628854206	0.5254	0.0249	False	0.0294264339152119	1.0025	0.0295	False
274	g2908.t1	-1.68598016269916	4.52719102015864e-10	-0.427999160520467	0.150097009501186	5	1					0.0445944317223092	0.8297	0.037	False				
231	g1469.t1	0.399387031410487	3.07030545460317e-05	-0.13563776165439	0.231391139170935	5	1	0.0907835692095271	0.2897	0.0263	False	0.050973751058425	0.5905	0.0301	False	0.0615469007131102	0.9115	0.0561	False
308	g1499.t2	-0.294057104465483	0.0094271549909511	-0.592206322059929	6.83966231074223e-07	5	1	0.0587815326035221	0.4202	0.0247	False	0.0291639662994167	0.9258	0.027	False	0.0497564370215727	1.1496	0.0572	False
250	g1544.t1	-0.598219803389781	1.71452882776392e-12	-0.29521244957794	0.001573618597614	5	1	0.0879487893125521	0.3593	0.0316	False	0.2021594684385382	0.602	0.1217	False	0.1302063308983724	0.7803	0.1016	False
215	g1534.t1	-0.0885924927140214	0.473135620759483	0.268409646645904	0.0411704358462615	5	1					0.0478461983232148	0.6918	0.0331	False	0.0440619248673811	0.9237	0.0407	False
34	g1583.t1	-0.208167085619304	0.0247330033383336	0.176507169117562	0.110545813847305	5	1					0.0736548074095854	0.6802	0.0501	False	0.0488893502179779	0.9634	0.0471	False
71	g1628.t1	1.38746250289709	8.52133069456757e-26	1.01116678836325	1.48829474580883e-13	5	1	0.056043956043956	0.182	0.0102	False	0.1152561247216035	0.3592	0.0414	False	0.0901162790697674	0.6536	0.0589	False
151	g2884.t1	0.0534761682337996	0.680224766755381	0.165075737862279	0.287939553195386	5	1	0.0	0.2878	0.0	False	0.0074847965070949	0.6413	0.0048	False	0.0099527880566543	0.7837	0.0078	False
114	g1613.t1	-0.421863110257627	5.86839158812204e-05	-0.0144333233439428	0.924744476526281	5	1	0.1217683557394002	0.3868	0.0471	False	0.1160619936597393	0.5678	0.0659	False	0.086899620468525	0.7641	0.0664	False
129	g1437.t1	1.1422965380717	7.89409513181934e-05	-0.251194600235539	0.478742309127683	5	1	0.2053079619429144	0.3994	0.082	False	0.1457830059867661	0.9521	0.1388	False	0.076735758805624	3.4495	0.2647	False
290	g2925.t1	9.59469067916932	3.11784878487681e-94	8.31293164095579	3.14255246514895e-68	5	1					0.217032967032967	0.728	0.158	True	0.238215403250227	0.9907	0.236	False
228	g2865.t1	-2.19672638293897	7.2936139701782e-21	-1.25809196460756	0.0001213169763162	4	1	0.1476831773567678	0.4381	0.0647	False	0.1339812565081569	0.8643	0.1158	False	0.1184210526315789	1.3832	0.1638	False
191	g1524.t1	-0.99966648773307	1.68933444006689e-08	-1.00624259049327	2.51146734204599e-10	5	1	0.0299435028248587	0.177	0.0053	False	0.0522791655936131	0.3883	0.0203	False	0.0634506736201651	0.4602	0.0292	False
335	g1720.t1	0.802267851402123	4.6432822297275e-15	-0.485232974534933	8.24704055735372e-06	5	1					0.1985603932584269	0.5696	0.1131	False	0.1532622076323348	0.9748	0.1494	False
370	g1451.t1	0.249980624013812	0.0099001873324905	-0.0962895453742206	0.402020286388725	5	1	0.0677410543567331	0.3661	0.0248	False	0.0839047500311681	0.8021	0.0673	False	0.0702987697715289	1.7639	0.124	False
193	g1522.t2	2.02650855368292	3.94087717696449e-21	0.700327445780345	0.0233645410621087	4	1	0.1116497263487099	0.6395	0.0714	True	0.0592273679311147	0.8594	0.0509	False	0.0470206391478029	1.2016	0.0565	False
292	g2927.t1	-0.394003697992253	0.107968475713872	-0.146509503174837	0.620005259504249	3	1	0.315214919263134	0.4397	0.1386	False	0.1066111733632143	0.6247	0.0666	False	0.1033528825937811	0.9037	0.0934	False
9	g7474.t1	-0.718250985295532	5.93596254143023e-07	-0.617174582021537	3.9214778459018e-05	5	1	0.303985171455051	0.5395	0.164	True	0.1661173368490441	0.7585	0.126	False	0.0343618513323983	0.8556	0.0294	False
337	g1722.t1	-1.15179876269806	4.15449061287308e-46	0.0489222775976453	0.658775318767957	5	1					0.0902591599642538	0.6714	0.0606	False	0.0926851025869759	1.121	0.1039	False
372	g1449.t1	0.156117273992056	0.130200019699983	-0.165835826030174	0.169672317534397	5	1	0.0	0.1244	0.0	False	0.0093572009764035	0.2458	0.0023	False	0.0152691511387163	0.3864	0.0059	False
153	g1520.t1	-0.821690194436807	0.0002455970196106	0.27802061855615	0.321866393776312	5	1					0.0240181120188994	1.0159	0.0244	False	0.1219947262292539	1.2894	0.1573	False
116	g1611.t1	0.822211130281048	8.830080964582339e-11	-0.236710535665111	0.105810463104736	5	1	0.0	0.3338	0.0	False	0.0128926073240982	0.7291	0.0094	False	0.0018673378257692	2.4634	0.0046	False
36	g1581.t1	0.725937667625227	1.18648564098733e-11	-0.05704552653014	0.691258318353028	5	1	0.0789241622574955	0.2268	0.0179	False	0.1692174771661318	0.8102	0.1371	True	0.0418076629188953	0.9161	0.0383	False
73	g1630.t1	-4.92418521524141	2.07350890120069e-14	-3.50954566172613	0.0544043229946393	5	1	0.1522587841606246	0.3586	0.0546	True	0.031923925963661	0.5889	0.0188	False				
252	g1542.t1	2.59356202020253	2.3472037144583198e-33	0.744293205401272	0.0089878596365477	5	1					0.0314477848101265	0.5056	0.0159	False	0.1185267238991969	0.7222	0.0856	True
217	g2877.t1	0.512075918018562	1.92465400528915e-08	0.0816294817168939	0.490506522431969	5	1	0.1286291804483645	0.2721	0.035	True	0.0417759838546922	0.4955	0.0207	False	0.0305185865075722	0.8716	0.0266	False
