Cmac_transcript_ID	conservation_rank	abdomen_sex_bias_category	head_thorax_sex_bias_category
g8358.t2	5	1	1
g4023.t2	5	1	0
g12984.t2	5	-1	0
g9491.t1	4	1	0
g11915.t1	5	1	0
g11529.t2	4	-1	-1
g10311.t2	4	1	0
g12206.t1	5	0	1
g8190.t1	5	1	0
g11985.t1	5	1	0
g1749.t1	4	1	0
g4959.t1	4	-1	0
g13271.t1	5	1	-1
g12861.t1	5	0	0
g428.t1	5	-1	-1
g2470.t1	3	-1	1
g5237.t1	4	1	0
g1878.t1	5	-1	-1
g337.t2	5	-1	0
g3299.t1	4	-1	-1
g6220.t1	4	-1	-1
g14182.t1	5	-1	1
g7166.t1	5	1	0
g10782.t1	5	-1	0
g9408.t2	3	-1	-1
g9170.t1	5	-1	-1
g4055.t1	4	-1	-1
g10587.t1	5	0	0
g9218.t1	5	-1	-1
g4155.t1	5	-1	0
g5354.t1	5	-1	-1
g1000.t1	5	1	0
g10092.t1	5	1	1
g12191.t4	4	1	1
g6098.t1	2	-1	-1
g3156.t1	5	-1	0
g2224.t1	5	-1	0
g8310.t1	4	0	0
g9827.t3	5	1	0
g4600.t1	5	1	0
g173.t1	5	1	-1
g7615.t1	5	1	0
g9785.t2	5	0	0
g7850.t1	5	1	0
g11444.t1	3	-1	-1
g13298.t1	5	1	1
g12687.t1	4	-1	-1
g8893.t1	5	-1	-1
g5027.t1	5	1	0
g191.t1	4	1	0
g2125.t1	5	0	0
g13663.t1	5	1	1
g5167.t2	4	-1	-1
g1844.t1	5	1	0
g5581.t1	5	-1	-1
g6819.t2	5	-1	-1
g773.t1	5	-1	-1
g14349.t1	5	1	0
g6190.t1	4	1	0
g96.t1	5	-1	0
g10544.t1	4	-1	-1
g7991.t1	5	-1	0
g8067.t1	5	0	-1
g2249.t3	5	1	0
g7108.t2	5	-1	-1
g13990.t1	2	0	0
g1173.t2	5	1	0
g4182.t1	4	-1	-1
g4710.t1	4	-1	-1
g8018.t1	5	-1	0
g13933.t1	3	-1	-1
g6908.t1	5	1	1
g10745.t1	2	-1	0
g2580.t1	5	-1	-1
g3613.t1	5	-1	0
g12350.t1	5	-1	-1
g13538.t1	5	-1	-1
g12175.t2	3	1	0
g12714.t1	3	0	1
g10714.t1	5	1	1
g13426.t1	5	1	0
g2961.t2	2	0	0
g14362.t1	5	1	-1
g11612.t1	3	-1	-1
g9755.t2	5	1	1
g12331.t1	5	-1	-1
g5890.t2	5	-1	1
g9083.t1	4	-1	1
g12638.t2	4	-1	-1
g13521.t1	5	1	1
g14293.t1	5	0	0
g482.t1	5	0	0
g9671.t1	5	1	1
g8113.t1	4	-1	0
g449.t1	5	1	0
g7139.t2	3	-1	-1
g14236.t1	5	1	0
g902.t1	3	-1	-1
g10861.t1	4	1	1
g12295.t1	4	1	0
g6650.t1	4	0	0
g2777.t1	5	1	0
g4536.t1	3	-1	-1
g10618.t1	5	1	-1
g3214.t1	3	-1	0
g10579.t1	5	1	0
g4481.t1	5	-1	-1
g7766.t1	5	-1	0
g13925.t1	5	1	1
g656.t1	5	-1	-1
g5610.t1	5	-1	0
g13315.t1	4	-1	-1
g6746.t1	3	-1	-1
g10338.t1	5	1	0
g12610.t1	4	-1	-1
g3579.t1	5	0	0
g11979.t1	4	0	0
g13193.t1	5	0	0
g11335.t1	3	-1	-1
g2715.t1	3	0	0
g9911.t1	5	-1	0
g6583.t1	4	-1	-1
g10896.t1	5	-1	0
g5510.t2	4	1	1
g8227.t1	5	1	1
g705.t2	5	1	0
g10801.t1	5	-1	-1
g1111.t2	5	1	-1
g9203.t1	5	-1	0
g4134.t1	5	1	1
g11028.t1	5	1	0
g6658.t1	4	-1	-1
g6082.t1	5	1	1
g494.t2	5	0	-1
g8372.t1	5	0	0
g9996.t1	5	0	0
g10954.t1	5	1	1
g12767.t1	5	-1	0
g13420.t1	3	1	1
g13642.t1	4	1	0
g6125.t1	5	1	1
g11163.t1	4	-1	-1
g9803.t1	5	0	-1
g8285.t1	5	1	-1
g5048.t1	4	-1	-1
g4878.t1	5	-1	-1
g406.t1	4	1	-1
g14661.t1	4	1	0
g6402.t1	3	1	1
g9041.t1	5	1	-1
g299.t1	4	1	0
g14630.t1	2	-1	-1
g1247.t1	4	1	1
g10906.t1	4	1	1
g3455.t1	4	-1	0
g12138.t1	4	1	0
g8830.t1	2	1	0
g6770.t1	5	1	0
g6438.t1	3	-1	0
g14746.t1	5	1	0
g9050.t1	3	0	0
g11392.t1	5	-1	0
g3514.t1	5	1	0
g6322.t1	5	-1	-1
g8492.t1	5	-1	-1
g7730.t1	5	-1	-1
g3930.t1	4	-1	-1
g9456.t1	3	0	0
g11669.t1	4	1	0
g3062.t1	5	0	0
g5970.t1	5	1	1
g10363.t3	5	-1	-1
g8337.t1	4	1	1
g12828.t1	5	0	1
g11881.t2	5	1	-1
g6159.t1	4	1	0
g13233.t1	2	-1	1
g4871.t1	3	-1	-1
g12762.t1	4	0	0
g13386.t1	4	1	0
g4272.t1	5	-1	-1
g8447.t1	2	0	0
g6637.t4	5	1	0
g14731.t1	5	1	1
g1308.t3	5	-1	0
g1142.t2	4	-1	-1
g14083.t1	5	-1	0
g1349.t1	5	0	0
g3321.t1	5	0	0
g6688.t1	4	-1	-1
g11211.t1	5	1	1
g1860.t1	5	1	1
g13673.t1	5	-1	-1
g571.t1	4	-1	-1
g9350.t1	3	0	0
g1238.t1	4	0	0
g13822.t1	4	1	0
g14485.t1	2	1	1
g5955.t1	5	0	0
g8298.t1	2	0	-1
g14794.t1	3	1	1
g3820.t1	5	1	1
g7697.t1	5	1	0
g3110.t1	5	1	1
g10149.t1	4	-1	1
g12636.t1	4	-1	0
g13367.t1	4	1	0
g11371.t1	5	0	0
g3770.t1	5	-1	1
g4920.t1	5	1	1
g10018.t1	5	-1	-1
g3091.t2	5	0	0
g7630.t1	4	1	-1
g1377.t1	3	-1	-1
g6459.t1	3	-1	-1
g14090.t1	3	-1	-1
g8116.t1	3	-1	0
g4030.t1	5	1	0
g9126.t1	5	1	0
g6922.t1	2	0	0
g14148.t1	3	1	1
g6515.t1	5	1	0
g4780.t2	5	-1	-1
g8173.t1	5	1	0
g1020.t2	5	-1	0
g2383.t2	4	0	0
g9215.t1	5	-1	0
g1094.t1	4	-1	-1
g10653.t1	5	1	1
g2423.t1	5	0	0
g710.t1	5	1	1
g1067.t1	5	0	-1
g7854.t1	5	-1	-1
g5717.t1	4	1	0
g5670.t1	5	0	0
g13003.t1	5	0	0
g5835.t1	5	1	0
g10291.t1	4	-1	0
g12913.t1	5	1	1
g11130.t1	5	1	0
g13270.t2	5	-1	0
g5950.t1	5	0	1
g7716.t1	5	-1	-1
g12850.t1	4	-1	-1
g10130.t1	5	-1	-1
g7074.t1	5	1	-1
g13562.t1	4	1	1
g11544.t1	5	0	0
g9119.t1	5	1	1
g4291.t1	5	1	0
g10248.t1	5	0	1
g6223.t1	5	1	0
g8784.t1	3	0	-1
g10112.t1	5	-1	-1
g1877.t1	5	0	0
g4115.t1	5	1	0
g7198.t1	5	1	0
g6387.t1	4	-1	-1
g6369.t1	2	0	0
g11268.t1	5	0	0
g3728.t1	2	-1	0
g8275.t2	4	1	0
g10261.t1	5	1	1
g12333.t1	5	0	0
g5898.t1	5	-1	0
g4157.t1	4	1	1
g7670.t2	5	1	1
g10550.t1	5	-1	0
g9299.t1	4	-1	-1
g14811.t1	5	0	0
g9006.t1	5	0	-1
g11489.t1	5	-1	0
g5795.t1	4	1	1
g4431.t1	5	0	0
g12545.t1	3	1	0
g10870.t1	4	1	1
g14039.t1	5	-1	0
g12324.t2	5	-1	-1
g4831.t1	5	-1	-1
g10528.t1	5	0	0
g447.t1	4	-1	0
g4661.t1	4	-1	-1
g2069.t1	4	-1	-1
g750.t1	5	-1	-1
g241.t1	4	-1	0
g2485.t1	3	-1	-1
g845.t1	5	-1	1
g2180.t1	5	1	0
g6772.t1	5	-1	0
g12033.t1	5	-1	-1
g307.t1	3	-1	1
g3425.t1	4	0	0
g7914.t2	5	-1	-1
g3194.t1	5	-1	0
g5738.t1	5	-1	-1
g2614.t1	5	1	0
g12402.t1	5	-1	-1
g9468.t1	5	1	1
g8948.t1	4	0	0
g5019.t1	5	1	0
g11630.t1	5	1	0
g13057.t1	5	1	0
g9022.t1	5	0	0
g3992.t1	5	1	0
g11096.t1	4	-1	0
g11931.t1	5	1	1
g13485.t1	5	1	-1
g3886.t1	5	1	0
g8915.t1	4	0	1
g10393.t1	5	-1	-1
g11251.t1	5	1	1
g3398.t1	3	-1	-1
g8568.t1	5	1	0
g6817.t1	5	1	-1
g7380.t2	5	-1	-1
g5562.t1	5	-1	0
g4391.t4	4	-1	-1
g94.t1	5	0	-1
g6956.t1	4	1	1
g7559.t1	4	1	1
g9283.t2	5	1	-1
g9582.t1	4	0	0
g2368.t1	5	1	0
g13988.t1	5	1	0
g1169.t1	4	1	1
g14743.t2	4	1	1
g7087.t1	5	1	0
g718.t1	5	1	0
g8062.t1	5	1	0
g8246.t1	5	0	-1
g10426.t1	4	-1	-1
g2150.t1	3	1	1
g439.t2	5	0	0
g3615.t1	4	-1	-1
g7875.t1	2	0	0
g5767.t1	5	1	1
g13444.t2	5	-1	-1
g2573.t1	4	1	1
g10910.t1	5	1	1
g14533.t1	5	0	0
g14859.t1	5	-1	-1
g12132.t2	4	0	-1
g6766.t1	4	-1	0
g8826.t3	4	1	1
g6429.t1	4	1	1
g563.t1	5	-1	-1
g9046.t1	5	0	0
g11396.t1	5	-1	-1
g3504.t1	3	-1	-1
g8489.t2	5	-1	-1
g6327.t1	5	-1	0
g7734.t1	4	-1	0
g3919.t1	3	-1	0
g3057.t2	5	1	-1
g9471.t1	4	-1	-1
g11665.t1	5	1	0
g5967.t1	5	-1	0
g9424.t1	2	0	0
g8343.t1	5	1	0
g11885.t1	5	1	-1
g6154.t1	4	-1	-1
g12822.t1	5	1	0
g13229.t1	4	-1	0
g4875.t1	3	-1	0
g9292.t1	5	1	1
g3776.t2	5	1	0
g4926.t1	4	1	1
g5073.t1	4	-1	-1
g14144.t2	5	1	0
g1302.t1	4	-1	-1
g14726.t1	4	0	0
g1137.t1	5	-1	-1
g8167.t1	5	-1	-1
g6479.t1	3	-1	-1
g3317.t1	4	-1	-1
g1353.t2	4	-1	0
g10888.t1	4	1	0
g1204.t1	5	-1	0
g5503.t1	3	1	0
g8220.t1	4	1	0
g3450.t1	4	0	0
g10806.t1	5	1	-1
g9207.t2	5	1	0
g4348.t1	5	1	0
g8438.t1	4	0	0
g1023.t1	3	0	0
g6561.t1	2	1	0
g6093.t1	5	1	0
g498.t1	4	1	0
g10958.t1	5	-1	0
g8368.t2	4	0	-1
g9848.t1	4	-1	0
g12763.t1	3	-1	-1
g13410.t2	5	-1	-1
g13650.t1	5	0	-1
g7000.t2	5	-1	-1
g9808.t1	4	1	1
g8289.t1	3	1	1
g11159.t1	5	-1	0
g13593.t1	5	0	0
g12857.t1	4	-1	-1
g402.t1	5	0	1
g14657.t1	5	1	0
g12552.t1	3	-1	-1
g1763.t2	5	1	1
g6250.t1	5	-1	0
g7189.t1	5	0	0
g5796.t1	5	1	1
g8976.t1	5	-1	-1
g12176.t2	5	1	-1
g477.t1	5	1	1
g14300.t1	5	-1	-1
g10527.t1	3	-1	1
g2212.t1	5	1	1
g11421.t2	5	0	-1
g14232.t1	3	-1	-1
g453.t1	5	0	1
g896.t1	5	0	0
g5740.t1	3	1	1
g10612.t1	5	0	0
g12470.t1	3	-1	-1
g4531.t1	5	0	0
g873.t1	5	-1	-1
g9513.t1	5	0	0
g4485.t1	5	1	1
g7763.t1	3	1	1
g10575.t2	4	-1	0
g13920.t1	4	-1	0
g5614.t1	4	0	-1
g13320.t1	5	-1	-1
g12197.t2	4	1	1
g2608.t1	3	1	1
g6750.t1	5	1	1
g3824.t1	5	1	0
g11975.t1	5	0	0
g13199.t1	5	-1	0
g11339.t1	4	1	0
g6861.t1	5	0	0
g2711.t1	4	0	0
g9915.t1	4	-1	-1
g1813.t1	4	0	1
g13488.t1	5	0	-1
g200.t1	5	1	0
g11289.t1	4	-1	-1
g2130.t2	5	0	1
g6950.t1	5	1	0
g5146.t1	5	1	0
g13662.t1	5	-1	0
g1837.t7	5	-1	0
g767.t2	4	0	0
g106.t1	2	-1	-1
g2764.t1	5	-1	-1
g14478.t1	5	0	-1
g12785.t1	2	0	0
g8063.t1	5	-1	0
g4578.t1	5	1	-1
g13994.t1	5	1	0
g7103.t1	5	1	1
g4186.t2	5	1	-1
g4717.t1	5	1	1
g8023.t1	4	-1	-1
g6904.t1	5	1	-1
g8683.t2	5	0	0
g10751.t2	4	1	0
g2574.t1	5	0	0
g12354.t1	5	1	1
g13543.t1	5	-1	0
g3609.t3	5	1	0
g12171.t1	5	-1	-1
g12725.t1	4	-1	0
g10718.t1	5	1	0
g3585.t1	5	1	0
g13430.t2	5	1	0
g12495.t1	2	-1	-1
g11606.t4	5	-1	-1
g9756.t1	5	1	0
g13053.t2	5	0	0
g5024.t1	4	1	1
g11636.t1	5	-1	-1
g9027.t2	4	-1	-1
g3989.t2	5	1	1
g11927.t1	4	1	0
g13480.t2	5	1	1
g13121.t1	5	1	-1
g3839.t1	4	1	-1
g8911.t1	2	0	0
g10395.t1	5	0	-1
g11807.t2	5	-1	-1
g14397.t1	3	-1	0
g6812.t1	4	-1	-1
g8564.t1	5	-1	-1
g7501.t1	5	0	0
g5567.t1	4	0	0
g4387.t1	4	-1	0
g7578.t1	5	0	0
g7810.t1	3	0	0
g6962.t1	5	1	1
g12395.t1	5	1	1
g9590.t1	2	1	1
g7158.t1	3	-1	0
g13731.t1	5	-1	-1
g8015.t2	4	1	1
g9652.t1	5	0	0
g1162.t3	5	0	0
g660.t1	4	-1	-1
g14035.t1	5	1	0
g951.t1	3	-1	-1
g2146.t1	5	0	0
g12413.t1	5	0	-1
g12709.t1	5	-1	-1
g3725.t1	3	-1	-1
g3735.t1	5	-1	0
g12337.t1	5	-1	0
g9058.t1	2	-1	-1
g10265.t2	5	0	-1
g5893.t1	5	1	0
g11855.t1	5	0	-1
g7674.t1	5	-1	-1
g10536.t2	5	0	0
g10198.t1	5	-1	-1
g9012.t1	5	1	0
g9294.t2	3	0	0
g11812.t1	5	0	-1
g5791.t1	5	0	-1
g4435.t2	5	-1	-1
g12509.t42	4	1	1
g10865.t1	4	-1	-1
g721.t1	5	-1	-1
g14045.t1	5	1	-1
g12318.t1	4	0	0
g4829.t1	5	1	0
g10491.t1	4	1	0
g4666.t1	4	0	0
g745.t1	4	-1	-1
g2410.t1	4	0	0
g14386.t1	5	0	0
g7767.t2	5	1	0
g2480.t1	5	-1	-1
g3266.t1	3	-1	-1
g2039.t1	4	0	1
g875.t1	5	1	0
g312.t1	5	1	0
g3433.t1	4	-1	-1
g455.t1	5	-1	-1
g2716.t1	2	-1	-1
g13162.t1	5	1	1
g2296.t1	5	0	0
g2387.t1	5	0	-1
g1015.t1	5	1	-1
g1231.t1	5	-1	0
g706.t2	5	1	1
g2431.t1	4	-1	-1
g9164.t1	5	1	0
g1063.t1	4	1	1
g10809.t1	5	0	-1
g11164.t1	5	0	0
g4583.t2	5	1	1
g8322.t1	5	1	1
g6998.t1	3	-1	0
g13008.t1	2	-1	-1
g10285.t1	5	1	0
g12908.t1	5	0	0
g5839.t1	5	1	0
g11072.t1	5	-1	0
g13263.t1	4	1	0
g5954.t1	5	1	0
g7720.t1	5	-1	-1
g7049.t1	5	1	-1
g12855.t1	5	1	-1
g10217.t1	5	-1	0
g13566.t1	5	0	0
g11540.t1	3	-1	0
g10252.t1	5	0	0
g9114.t1	5	-1	-1
g4301.t1	5	0	0
g6229.t1	5	1	1
g8509.t1	4	0	0
g4124.t1	5	1	1
g3294.t1	5	-1	0
g10108.t2	3	-1	0
g9623.t1	2	1	0
g6383.t1	5	0	0
g6691.t1	4	0	0
g11263.t1	5	-1	-1
g3446.t1	4	0	0
g580.t1	3	-1	-1
g13674.t1	4	1	1
g6331.t1	5	-1	-1
g12107.t1	3	-1	0
g9344.t1	5	0	0
g13835.t1	5	1	0
g1244.t1	4	0	0
g14481.t1	5	-1	0
g14797.t1	5	0	0
g6150.t1	4	1	0
g7750.t1	5	-1	0
g11448.t2	5	-1	-1
g5059.t1	5	1	0
g4274.t1	5	-1	-1
g10154.t1	5	-1	0
g12632.t1	5	1	0
g3766.t1	5	1	1
g13363.t1	5	1	-1
g11376.t1	4	-1	0
g11244.t1	5	-1	-1
g10013.t1	4	-1	0
g12939.t1	4	-1	0
g7607.t1	5	-1	0
g14085.t1	4	1	0
g6463.t1	5	-1	-1
g8120.t1	5	1	1
g4848.t1	3	-1	0
g9130.t1	5	1	0
g10660.t1	5	1	0
g1332.t1	2	0	0
g6509.t1	5	1	0
g14153.t2	5	-1	-1
g3136.t1	5	1	-1
g4789.t1	4	-1	0
g8169.t1	4	1	0
g10976.t1	4	1	0
g2101.t1	5	1	0
g219.t1	3	1	1
g2044.t2	5	1	0
g797.t1	4	1	0
g270.t1	5	0	0
g7962.t1	3	-1	-1
g5743.t1	5	1	0
g12662.t1	3	0	0
g13323.t2	5	-1	-1
g13515.t1	5	1	1
g2663.t1	4	-1	-1
g9075.t1	5	-1	-1
g9722.t1	4	1	1
g12220.t1	5	-1	0
g5876.t1	4	1	-1
g11841.t1	3	1	1
g9271.t1	4	1	1
g9738.t1	5	1	1
g8977.t1	5	0	1
g11587.t1	5	1	0
g6022.t1	4	0	0
g4804.t1	4	0	0
g8271.t2	5	-1	1
g14823.t1	5	1	0
g7146.t1	5	1	0
g8092.t1	5	-1	0
g11424.t1	5	0	-1
g11038.t1	5	0	0
g10683.t1	4	-1	0
g14336.t1	5	-1	-1
g13951.t1	4	-1	-1
g11086.t1	5	0	0
g936.t1	4	-1	-1
g7125.t1	4	1	0
g8086.t1	5	1	-1
g14680.t1	4	-1	-1
g3477.t1	3	-1	-1
g3648.t1	4	-1	0
g13544.t2	5	1	0
g2595.t1	5	1	0
g13461.t1	5	1	0
g11650.t1	5	0	-1
g13035.t1	4	1	1
g8886.t1	5	-1	0
g3713.t1	2	-1	-1
g12674.t1	4	-1	-1
g13291.t1	5	-1	0
g2246.t1	4	0	-1
g13715.t1	5	1	1
g13506.t1	5	-1	-1
g3879.t1	5	0	0
g1811.t1	5	-1	0
g6879.t1	5	0	0
g7974.t2	5	-1	-1
g14477.t2	4	-1	-1
g6200.t1	4	1	1
g8536.t1	5	1	1
g6986.t1	4	-1	-1
g9620.t1	4	0	0
g5595.t1	5	1	1
g12564.t1	5	1	1
g533.t1	5	-1	0
g6929.t1	2	-1	-1
g8679.t1	5	0	0
g11292.t1	3	-1	-1
g13895.t1	5	1	0
g3756.t1	4	0	0
g7692.t1	5	0	0
g5076.t2	4	-1	-1
g10174.t2	4	0	-1
g4956.t1	5	1	-1
g9966.t1	5	0	0
g16.t1	4	0	0
g13391.t1	5	1	-1
g11721.t1	3	-1	1
g3799.t1	5	-1	0
g12744.t1	4	1	0
g10569.t1	4	1	1
g12272.t1	3	0	0
g9384.t1	4	-1	0
g1356.t1	4	-1	0
g6482.t1	5	1	0
g14067.t1	5	0	0
g8136.t1	5	1	1
g4760.t1	4	1	1
g1134.t1	5	1	-1
g5506.t1	4	0	0
g6642.t1	3	-1	-1
g4557.t1	5	-1	-1
g8418.t1	4	1	0
g6305.t1	5	1	0
g11398.t2	5	0	0
g9141.t1	5	1	1
g10991.t1	5	0	0
g924.t1	5	1	0
g6426.t1	5	1	0
g2275.t1	5	0	1
g7404.t1	3	-1	-1
g369.t1	4	0	0
g14530.t2	5	0	0
g1775.t1	4	0	0
g1267.t1	5	1	1
g7648.t1	4	1	-1
g7317.t1	5	0	0
g13226.t1	5	-1	0
g1748.t1	5	1	1
g8344.t2	5	0	-1
g14704.t1	2	-1	-1
g11691.t1	5	0	0
g3959.t1	3	-1	0
g5858.t1	5	1	0
g10062.t1	5	0	0
g12863.t1	4	1	0
g10947.t1	4	-1	-1
g14848.t1	5	-1	-1
g4896.t1	5	0	-1
g10066.t1	5	1	0
g7010.t1	5	-1	0
g13211.t1	5	1	1
g11232.t1	2	-1	0
g7168.t1	5	-1	-1
g4316.t1	5	0	1
g10918.t1	5	1	0
g6252.t1	4	0	0
g7327.t1	2	-1	-1
g10228.t1	2	-1	-1
g4084.t2	5	-1	0
g9246.t1	4	1	1
g6410.t1	4	0	0
g5463.t2	4	1	1
g6562.t5	4	-1	0
g1046.t1	5	1	0
g8480.t1	5	1	1
g1118.t1	5	1	1
g9186.t1	5	1	-1
g10788.t1	3	-1	-1
g1284.t1	5	0	0
g674.t1	5	1	1
g2321.t1	5	1	1
g1205.t1	3	1	1
g7408.t1	5	-1	0
g8292.t2	5	0	1
g5775.t1	3	1	1
g13409.t1	5	1	-1
g12804.t1	3	0	0
g14513.t1	4	0	0
g13570.t1	2	-1	0
g4904.t1	4	-1	0
g8374.t2	4	1	0
g6078.t1	5	1	0
g513.t1	4	1	1
g11262.t1	4	-1	-1
g5295.t1	4	0	0
g5106.t1	4	0	0
g6379.t1	5	1	0
g655.t1	5	1	0
g7212.t1	4	0	1
g3405.t1	5	0	0
g329.t1	4	-1	0
g5245.t1	5	1	1
g9533.t1	5	1	0
g10777.t1	5	-1	-1
g9410.t1	5	0	0
g9165.t1	5	1	0
g4059.t1	4	1	0
g1048.t1	5	-1	-1
g10592.t1	5	-1	0
g9223.t2	5	-1	-1
g4162.t3	5	-1	-1
g1227.t2	5	1	1
g14171.t1	5	1	0
g10088.t1	5	1	0
g1776.t1	3	-1	0
g5983.t2	5	1	0
g3147.t1	5	1	0
g8320.t2	4	-1	-1
g9831.t1	5	-1	1
g2220.t1	4	0	0
g4604.t1	5	0	-1
g182.t2	5	-1	0
g7620.t1	4	0	0
g937.t1	3	0	0
g9760.t1	5	-1	-1
g7846.t1	4	0	-1
g6016.t1	5	1	0
g12927.t1	5	1	-1
g12737.t3	5	0	0
g13362.t1	4	1	-1
g3796.t1	5	-1	1
g8412.t1	5	1	0
g997.t1	4	1	1
g6613.t1	5	0	0
g1331.t1	4	-1	0
g14767.t1	4	0	0
g10681.t1	5	-1	-1
g9238.t1	5	1	0
g14119.t2	5	1	1
g2454.t1	5	-1	-1
g3343.t1	5	-1	-1
g1370.t1	5	-1	-1
g922.t1	5	1	0
g4631.t1	5	1	0
g7525.t1	5	1	1
g12099.t4	5	-1	0
g8807.t1	4	-1	-1
g6354.t1	4	-1	-1
g2543.t1	5	1	0
g11218.t1	5	1	1
g3540.t1	5	-1	0
g6283.t1	4	-1	-1
g8856.t1	5	0	0
g7753.t1	5	-1	-1
g4029.t2	5	1	0
g9487.t1	4	-1	-1
g11018.t1	5	1	0
g3032.t1	5	1	-1
g2230.t1	5	-1	-1
g10021.t1	3	0	-1
g9950.t1	5	1	1
g8193.t1	5	0	-1
g4962.t1	5	1	0
g5820.t1	5	1	0
g1754.t2	5	1	1
g10703.t1	5	1	1
g8253.t1	2	-1	-1
g8044.t1	5	1	1
g4739.t1	5	-1	0
g7072.t1	4	-1	-1
g14015.t1	5	0	0
g741.t1	5	0	-1
g4684.t2	5	0	0
g7995.t3	5	0	-1
g13957.t1	5	0	0
g7150.t1	5	1	-1
g10434.t1	5	1	0
g2559.t1	4	0	0
g14374.t1	4	-1	-1
g12370.t1	5	1	0
g13449.t2	5	1	1
g5925.t1	5	-1	-1
g7884.t1	5	-1	-1
g12690.t2	5	0	-1
g10514.t1	5	-1	0
g2752.t1	4	1	0
g5643.t2	5	1	1
g3635.t1	5	1	1
g9028.t1	4	1	1
g4997.t3	5	1	0
g898.t1	3	-1	-1
g128.t1	3	0	0
g7584.t1	5	1	1
g5568.t1	4	-1	0
g6796.t1	4	1	1
g3159.t1	5	0	0
g5152.t2	5	-1	-1
g3371.t1	3	1	0
g8341.t1	5	0	-1
g7933.t1	5	1	1
g4511.t1	5	-1	0
g3422.t1	4	1	1
g10639.t2	4	1	0
g12016.t1	5	0	0
g6790.t3	5	-1	-1
g3265.t1	5	0	1
g10844.t3	5	1	0
g4459.t1	5	1	1
g9143.t1	4	0	0
g7784.t1	5	-1	0
g744.t1	3	-1	0
g8953.t1	5	0	0
g4992.t1	5	-1	0
g5673.t1	5	1	-1
g13339.t1	4	-1	0
g6846.t1	5	1	0
g9936.t1	3	1	1
g2685.t1	5	1	0
g13145.t1	5	1	0
g13163.t2	4	1	-1
g11774.t1	4	-1	-1
g7646.t1	5	1	0
g9889.t2	5	1	1
g6718.t1	5	0	0
g7702.t1	5	1	0
g5918.t1	5	0	1
g9062.t1	4	1	0
g60.t1	5	-1	0
g2351.t1	4	-1	-1
g14263.t1	5	0	-1
g640.t2	2	-1	0
g14719.t1	4	-1	0
g12512.t1	4	0	1
g4629.t1	5	1	1
g12096.t1	4	1	1
g7527.t1	4	0	0
g8809.t1	5	-1	-1
g6347.t1	5	-1	0
g7320.t1	3	-1	-1
g3545.t1	2	-1	0
g11220.t1	5	1	0
g6288.t1	3	0	0
g8859.t1	5	1	0
g4026.t1	4	-1	-1
g7755.t1	5	1	1
g11917.t1	5	0	0
g13605.t1	4	1	0
g5475.t1	3	0	0
g11527.t1	5	0	0
g10314.t1	5	1	1
g8377.t2	5	-1	0
g9952.t1	5	0	0
g4961.t1	5	1	0
g1757.t1	5	1	0
g12089.t1	5	1	0
g3392.t1	5	1	0
g10133.t1	5	-1	0
g7679.t1	5	1	-1
g994.t1	5	1	0
g1329.t1	4	-1	-1
g14614.t1	4	0	0
g4048.t1	5	-1	-1
g2452.t1	4	0	0
g3345.t1	5	0	1
g1368.t1	5	-1	-1
g10780.t1	5	-1	0
g9168.t2	3	-1	0
g5361.t1	5	1	0
g4056.t1	4	-1	0
g10594.t1	3	-1	0
g4164.t1	5	-1	0
g9225.t1	3	0	0
g2391.t2	5	1	0
g9400.t2	4	-1	0
g10090.t1	5	0	-1
g12193.t1	4	0	-1
g3150.t1	5	1	-1
g5986.t1	5	1	0
g9829.t1	5	1	-1
g8318.t1	5	-1	0
g11453.t1	5	1	0
g4602.t2	5	0	-1
g5703.t1	5	1	0
g184.t1	5	0	0
g14471.t1	5	1	0
g7841.t1	3	-1	-1
g9763.t1	5	1	1
g6898.t1	5	1	1
g11068.t1	5	1	-1
g10308.t1	5	1	1
g464.t1	5	-1	-1
g9680.t1	4	1	1
g4740.t1	3	-1	-1
g10101.t2	3	0	0
g3442.t1	5	1	0
g332.t1	5	1	1
g5242.t1	5	0	-1
g9535.t1	4	-1	-1
g4623.t1	5	0	-1
g11579.t2	4	0	-1
g10194.t1	5	0	-1
g10565.t1	5	0	0
g5656.t1	5	1	0
g4645.t1	5	1	1
g62.t1	5	-1	-1
g2355.t1	5	1	1
g4825.t1	5	0	0
g14258.t1	5	-1	0
g637.t1	4	1	1
g3285.t1	5	1	0
g4514.t1	5	-1	-1
g7931.t1	5	-1	0
g10637.t1	5	0	0
g12013.t1	5	1	-1
g14649.t1	5	1	0
g6788.t1	5	1	1
g3262.t1	4	-1	-1
g3564.t1	5	-1	-1
g9145.t1	3	-1	0
g4461.t1	5	-1	-1
g245.t1	5	-1	-1
g7789.t1	2	-1	-1
g8955.t1	5	-1	-1
g4990.t1	5	0	0
g13337.t1	5	1	0
g5675.t1	4	0	0
g6844.t1	4	1	0
g2683.t1	5	-1	0
g9938.t1	5	1	0
g13139.t4	5	0	1
g11762.t1	5	1	1
g13165.t1	5	0	-1
g9891.t1	5	1	0
g7641.t1	3	-1	-1
g6720.t1	4	0	1
g11802.t1	5	1	1
g10415.t1	5	-1	0
g3694.t1	5	-1	1
g11947.t1	5	-1	0
g13048.t1	5	1	0
g9598.t1	5	1	0
g5113.t1	4	1	-1
g126.t1	5	1	0
g14790.t1	5	1	0
g4405.t1	5	-1	0
