g6.t1_1	g532.t1_1
g1573.t1_1	g17206.t1_1
g1574.t1_1	g11086.t1_1
g1575.t2_1	g17653.t1_1
g1576.t1_1	g17927.t1_1
g1577.t1_1	g17443.t1_1
g1578.t1_1	g17293.t2_1
g1579.t1_1	g17568.t1_1
g1580.t1_1	g17199.t1_1
g1581.t1_1	g17766.t1_1
g1582.t1_1	g17401.t1_1
g1583.t1_1	g8633.t1_1
g1584.t1_1	g5161.t1_1
g1585.t1_1	g17345.t1_1
g1586.t1_1	g17251.t1_1
g1587.t1_1	g17013.t1_1
g1588.t2_1	g17011.t1_1
g1590.t1_1	g16966.t1_1
g1591.t3_1	g17912.t1_1
g1592.t1_1	g17911.t1_1
g1594.t1_1	g17681.t1_1
g1595.t2_1	g17695.t1_1
g1596.t1_1	g17415.t1_1
g1597.t1_1	g17448.t1_1
g1598.t1_1	g17284.t1_1
g1599.t1_1	g5365.t1_1
g1601.t2_1	g17439.t1_1
g1602.t1_1	g17136.t1_1
g1603.t1_1	g17999.t1_1
g1604.t1_1	g17592.t1_1
g1605.t1_1	g17066.t1_1
g1606.t2_1	g2995.t1_1
g1607.t1_1	g17627.t1_1
g1608.t2_1	g17155.t1_1
g1609.t1_1	g17469.t2_1
g1610.t1_1	g17617.t1_1
g1612.t1_1	g16938.t1_1
g1613.t1_1	g17825.t1_1
g1614.t1_1	g17257.t1_1
g1615.t1_1	g17652.t1_1
g1616.t1_1	g16953.t1_1
g1620.t1_1	g6937.t1_1
g1621.t1_1	g17059.t1_1
g1622.t1_1	g17058.t1_1
g1623.t2_1	g17057.t1_1
g1624.t1_1	g17960.t1_1
g1625.t1_1	g17958.t1_1
g1626.t1_1	g17154.t1_1
g1627.t2_1	g6095.t1_1
g1628.t1_1	g17192.t2_1
g1629.t1_1	g17686.t1_1
g1630.t1_1	g17691.t1_1
g1631.t1_1	g17704.t2_1
g1632.t1_1	g17193.t1_1
g1636.t1_1	g17820.t1_1
g1638.t1_1	g17697.t1_1
g1640.t1_1	g17423.t1_1
g1643.t3_1	g17428.t1_1
g1644.t1_1	g16967.t1_1
g1646.t2_1	g16961.t1_1
g1647.t2_1	g18013.t1_1
g1648.t1_1	g17186.t1_1
g1649.t1_1	g14862.t1_1
g1650.t2_1	g17330.t1_1
g1651.t1_1	g6920.t1_1
g1652.t1_1	g17049.t1_1
g1654.t1_1	g17947.t1_1
g1655.t1_1	g17949.t1_1
g1656.t3_1	g17270.t1_1
g1658.t1_1	g17029.t1_1
g1659.t1_1	g17669.t1_1
g1660.t1_1	g17226.t1_1
g1661.t2_1	g17306.t1_1
g1663.t1_1	g17701.t1_1
g1664.t1_1	g13500.t1_1
g1665.t1_1	g14705.t1_1
g1666.t1_1	g17675.t1_1
g1667.t2_1	g17710.t1_1
g1668.t1_1	g17168.t1_1
g1669.t1_1	g16260.t1_1
g1670.t1_1	g17266.t1_1
g1671.t1_1	g16993.t1_1
g1672.t1_1	g17208.t1_1
g1673.t1_1	g16962.t1_1
g1674.t1_1	g16959.t1_1
g1676.t1_1	g17878.t1_1
g1677.t1_1	g17838.t1_1
g1678.t1_1	g17213.t1_1
g1679.t2_1	g17215.t1_1
g1681.t5_1	g16970.t2_1
g1683.t3_1	g17840.t1_1
g1684.t1_1	g17430.t6_1
g1685.t1_1	g17870.t1_1
g1686.t1_1	g17124.t1_1
g1687.t2_1	g17773.t1_1
g1688.t1_1	g17896.t3_1
g1690.t1_1	g17107.t1_1
g1691.t1_1	g17895.t1_1
g1692.t1_1	g17784.t1_1
g1693.t2_1	g17259.t1_1
g1694.t2_1	g17171.t1_1
g1695.t3_1	g17286.t1_1
g1696.t1_1	g17128.t1_1
g1697.t1_1	g17468.t1_1
g1699.t1_1	g17231.t1_1
g1700.t1_1	g17413.t1_1
g1701.t2_1	g17369.t1_1
g1702.t1_1	g17921.t1_1
g1703.t2_1	g17520.t2_1
g1705.t1_1	g7681.t1_1
g1707.t3_1	g17120.t1_1
g1708.t1_1	g17122.t1_1
g1709.t3_1	g17121.t1_1
g1711.t1_1	g17102.t1_1
g1712.t1_1	g17343.t1_1
g1713.t1_1	g16940.t1_1
g1714.t1_1	g16952.t1_1
g1715.t1_1	g17177.t1_1
g1716.t1_1	g17547.t1_1
g1717.t1_1	g17623.t1_1
g1718.t1_1	g17291.t1_1
g1719.t1_1	g17292.t1_1
g1720.t1_1	g17001.t1_1
g1721.t1_1	g17582.t1_1
g1722.t1_1	g9571.t1_1
g1723.t1_1	g17580.t1_1
g1724.t1_1	g17309.t1_1
g1725.t1_1	g17310.t1_1
g1726.t1_1	g17312.t1_1
g1727.t1_1	g17313.t1_1
g1731.t1_1	g17595.t1_1
g1732.t1_1	g15809.t1_1
g1733.t1_1	g17433.t1_1
g1734.t1_1	g17452.t1_1
g1735.t1_1	g17162.t2_1
g1736.t1_1	g17221.t1_1
g1738.t1_1	g17125.t1_1
g1826.t1_1	g6839.t1_1
g1827.t2_1	g10536.t1_1
g1830.t1_1	g10949.t1_1
g1832.t2_1	g10942.t1_1
g1835.t1_1	g10945.t1_1
g1836.t1_1	g10946.t1_1
g1839.t3_1	g10947.t1_1
g1843.t2_1	g11122.t1_1
g1844.t1_1	g10951.t1_1
g1845.t1_1	g10950.t1_1
g1846.t1_1	g11427.t1_1
g1848.t1_1	g16871.t1_1
g1849.t2_1	g16872.t1_1
g1850.t2_1	g16873.t1_1
g1851.t1_1	g15904.t1_1
g1852.t3_1	g408.t1_1
g1853.t1_1	g1863.t2_1
g1854.t1_1	g407.t1_1
g1855.t1_1	g730.t1_1
g1856.t1_1	g717.t1_1
g1857.t1_1	g5949.t1_1
g1858.t1_1	g953.t1_1
g1859.t1_1	g13409.t1_1
g1860.t1_1	g2319.t1_1
g1861.t1_1	g17492.t1_1
g1862.t1_1	g1204.t1_1
g1863.t1_1	g1203.t1_1
g1864.t1_1	g11294.t1_1
g1866.t1_1	g12031.t1_1
g1867.t2_1	g10369.t1_1
g1868.t1_1	g11424.t1_1
g1870.t1_1	g16895.t1_1
g1872.t1_1	g16897.t1_1
g1873.t1_1	g16252.t1_1
g1874.t1_1	g16253.t1_1
g1875.t1_1	g16256.t1_1
g1877.t1_1	g13610.t1_1
g1878.t1_1	g12683.t1_1
g1945.t1_1	g15810.t1_1
g1951.t1_1	g14424.t1_1
g1957.t1_1	g15917.t1_1
g1971.t1_1	g4260.t1_1
g1983.t1_1	g522.t1_1
g2037.t1_1	g4446.t1_1
g2038.t1_1	g4916.t1_1
g2039.t1_1	g545.t1_1
g2040.t1_1	g8119.t1_1
g2041.t1_1	g6708.t1_1
g2042.t1_1	g5871.t1_1
g2043.t1_1	g5870.t1_1
g2044.t2_1	g12043.t1_1
g2045.t1_1	g12100.t1_1
g2046.t1_1	g12095.t1_1
g2047.t1_1	g12096.t1_1
g2048.t3_1	g409.t1_1
g2049.t1_1	g410.t1_1
g2050.t1_1	g411.t1_1
g2052.t1_1	g413.t1_1
g2059.t2_1	g417.t1_1
g2061.t1_1	g420.t1_1
g2062.t1_1	g422.t3_1
g2066.t1_1	g429.t1_1
g2067.t1_1	g13635.t2_1
g2068.t1_1	g553.t1_1
g2069.t1_1	g552.t1_1
g2070.t1_1	g551.t1_1
g2071.t1_1	g550.t1_1
g2072.t1_1	g548.t1_1
g2074.t1_1	g424.t1_1
g2083.t1_1	g546.t1_1
g2084.t1_1	g1445.t1_1
g2085.t1_1	g5972.t1_1
g2086.t1_1	g16410.t1_1
g2087.t1_1	g1444.t1_1
g2089.t1_1	g1450.t1_1
g2090.t1_1	g1449.t1_1
g2091.t1_1	g1446.t1_1
g2092.t1_1	g11655.t1_1
g2093.t3_1	g13220.t1_1
g2094.t1_1	g11103.t2_1
g2097.t1_1	g13219.t1_1
g2098.t1_1	g13218.t1_1
g2099.t2_1	g10437.t1_1
g2100.t1_1	g5027.t1_1
g2101.t1_1	g10330.t1_1
g2102.t1_1	g11826.t1_1
g2103.t2_1	g11827.t1_1
g2104.t1_1	g10565.t1_1
g2105.t1_1	g10560.t1_1
g2107.t1_1	g10558.t1_1
g2108.t1_1	g10555.t1_1
g2109.t1_1	g10554.t1_1
g2110.t1_1	g10309.t1_1
g2112.t1_1	g11090.t1_1
g2113.t1_1	g10310.t1_1
g2114.t2_1	g11566.t1_1
g2115.t1_1	g11647.t1_1
g2117.t1_1	g5585.t1_1
g2118.t1_1	g9194.t1_1
g2121.t1_1	g17883.t2_1
g2123.t1_1	g12222.t1_1
g2124.t1_1	g5473.t1_1
g2125.t1_1	g5477.t1_1
g2127.t1_1	g10656.t1_1
g2128.t2_1	g17842.t1_1
g2130.t2_1	g17133.t1_1
g2131.t1_1	g10370.t1_1
g2132.t10_1	g12032.t1_1
g2139.t3_1	g10653.t1_1
g2141.t1_1	g11881.t1_1
g2142.t1_1	g9775.t1_1
g2143.t1_1	g17493.t1_1
g2144.t1_1	g10661.t1_1
g2145.t1_1	g10660.t1_1
g2146.t1_1	g5696.t1_1
g2147.t1_1	g5646.t1_1
g2149.t2_1	g4539.t1_1
g2151.t1_1	g5661.t1_1
g2153.t2_1	g17446.t1_1
g2156.t1_1	g4996.t2_1
g2157.t1_1	g718.t1_1
g2158.t2_1	g720.t1_1
g2162.t4_1	g11333.t1_1
g2163.t1_1	g4065.t1_1
g2164.t1_1	g11330.t1_1
g2166.t1_1	g11455.t1_1
g2167.t2_1	g10013.t1_1
g2170.t1_1	g11989.t1_1
g2173.t1_1	g10645.t1_1
g2174.t2_1	g10646.t1_1
g2175.t1_1	g10651.t1_1
g2179.t1_1	g10652.t1_1
g2180.t1_1	g11987.t1_1
g2182.t2_1	g11830.t1_1
g2183.t1_1	g11828.t1_1
g2184.t1_1	g8253.t1_1
g2187.t1_1	g2299.t1_1
g2188.t2_1	g11293.t1_1
g2190.t2_1	g1207.t1_1
g2191.t1_1	g16712.t1_1
g2198.t1_1	g5039.t1_1
g2202.t1_1	g1409.t1_1
g2203.t1_1	g3458.t1_1
g2206.t1_1	g5042.t1_1
g2207.t1_1	g6093.t1_1
g2209.t1_1	g6083.t1_1
g2210.t1_1	g4496.t1_1
g2211.t1_1	g6092.t1_1
g2212.t1_1	g6103.t1_1
g2213.t1_1	g6516.t1_1
g2214.t1_1	g2929.t1_1
g2269.t1_1	g6143.t1_1
g2271.t2_1	g1696.t1_1
g2275.t1_1	g16795.t1_1
g2276.t1_1	g907.t1_1
g2277.t1_1	g1476.t1_1
g2278.t1_1	g1475.t1_1
g2279.t1_1	g9392.t1_1
g2280.t1_1	g8835.t1_1
g2281.t1_1	g1080.t1_1
g2282.t1_1	g17718.t1_1
g2284.t1_1	g13546.t1_1
g2286.t1_1	g1075.t1_1
g2288.t2_1	g3918.t1_1
g2289.t2_1	g16606.t1_1
g2290.t1_1	g7027.t1_1
g2291.t2_1	g12379.t1_1
g2292.t1_1	g12061.t1_1
g2293.t1_1	g16922.t1_1
g2294.t1_1	g12040.t1_1
g2295.t1_1	g13538.t1_1
g2296.t1_1	g12494.t1_1
g2297.t1_1	g13316.t1_1
g2298.t1_1	g13291.t2_1
g2299.t1_1	g12097.t1_1
g2300.t1_1	g13400.t1_1
g2301.t1_1	g13399.t1_1
g2302.t1_1	g13398.t1_1
g2303.t1_1	g13498.t1_1
g2306.t1_1	g13350.t1_1
g2309.t1_1	g11514.t1_1
g2310.t1_1	g14723.t1_1
g2311.t1_1	g3990.t1_1
g2314.t1_1	g1614.t1_1
g2315.t1_1	g14721.t1_1
g2317.t1_1	g14720.t1_1
g2318.t1_1	g14719.t1_1
g2320.t2_1	g14718.t1_1
g2321.t1_1	g15524.t1_1
g2322.t1_1	g16279.t1_1
g2324.t1_1	g3992.t1_1
g2325.t1_1	g14711.t1_1
g2326.t1_1	g14712.t1_1
g2327.t1_1	g14717.t1_1
g2328.t2_1	g13606.t1_1
g2329.t1_1	g4739.t1_1
g2330.t1_1	g10481.t1_1
g2332.t1_1	g4690.t1_1
g2333.t1_1	g17249.t1_1
g2335.t1_1	g4688.t1_1
g2336.t1_1	g4681.t1_1
g2337.t1_1	g6704.t1_1
g2338.t1_1	g3137.t1_1
g2339.t1_1	g3177.t1_1
g2340.t1_1	g5224.t1_1
g2343.t1_1	g3443.t1_1
g2344.t2_1	g3172.t1_1
g2345.t1_1	g3173.t1_1
g2346.t1_1	g5537.t1_1
g2350.t1_1	g5538.t1_1
g2351.t1_1	g4651.t1_1
g2352.t1_1	g4650.t1_1
g2353.t2_1	g4747.t1_1
g2354.t1_1	g4298.t1_1
g2355.t1_1	g154.t1_1
g2356.t1_1	g3833.t1_1
g2357.t1_1	g5580.t1_1
g2359.t2_1	g17518.t1_1
g2362.t2_1	g10974.t2_1
g2363.t1_1	g6935.t1_1
g2364.t1_1	g6934.t1_1
g2365.t1_1	g8060.t1_1
g2367.t3_1	g5926.t1_1
g2368.t1_1	g5812.t1_1
g2369.t1_1	g3188.t1_1
g2370.t1_1	g5768.t2_1
g2371.t1_1	g6034.t1_1
g2372.t1_1	g5089.t1_1
g2373.t2_1	g17176.t1_1
g2374.t1_1	g10480.t1_1
g2375.t1_1	g10479.t1_1
g2376.t1_1	g11001.t1_1
g2377.t1_1	g10859.t1_1
g2378.t1_1	g17522.t1_1
g2380.t1_1	g10728.t1_1
g2381.t1_1	g10726.t1_1
g2382.t2_1	g17387.t1_1
g2383.t2_1	g10863.t1_1
g2384.t1_1	g10723.t1_1
g2386.t1_1	g10860.t1_1
g2387.t1_1	g10606.t1_1
g2388.t1_1	g11094.t1_1
g2389.t1_1	g11771.t1_1
g2391.t2_1	g11769.t1_1
g2392.t1_1	g7114.t1_1
g2393.t1_1	g11757.t1_1
g2394.t1_1	g10666.t1_1
g2395.t1_1	g11002.t1_1
g2396.t2_1	g10484.t1_1
g2397.t1_1	g10478.t1_1
g2398.t1_1	g3678.t1_1
g2399.t1_1	g3677.t1_1
g2400.t1_1	g11143.t1_1
g2401.t1_1	g4767.t1_1
g2410.t1_1	g16745.t1_1
g2416.t1_1	g17188.t1_1
g2418.t1_1	g956.t1_1
g2421.t1_1	g3342.t2_1
g2423.t1_1	g3341.t1_1
g2424.t1_1	g10120.t1_1
g2427.t1_1	g10121.t1_1
g2430.t1_1	g9364.t1_1
g2432.t2_1	g5649.t1_1
g2435.t1_1	g5653.t1_1
g2436.t1_1	g5145.t1_1
g2437.t1_1	g5144.t1_1
g2438.t1_1	g6751.t1_1
g2439.t1_1	g9866.t1_1
g2440.t2_1	g11815.t1_1
g2442.t1_1	g9711.t1_1
g2443.t1_1	g9712.t1_1
g2444.t1_1	g9713.t1_1
g2446.t1_1	g9716.t1_1
g2448.t1_1	g9717.t1_1
g2449.t1_1	g5098.t1_1
g2450.t1_1	g9718.t1_1
g2451.t2_1	g9719.t1_1
g2452.t1_1	g10356.t1_1
g2453.t1_1	g9739.t1_1
g2454.t1_1	g9738.t1_1
g2455.t1_1	g9735.t1_1
g2459.t2_1	g9731.t1_1
g2464.t1_1	g9723.t1_1
g2465.t1_1	g9722.t1_1
g2467.t1_1	g9720.t1_1
g2468.t1_1	g10357.t1_1
g2469.t1_1	g10358.t1_1
g2474.t2_1	g18014.t1_1
g2475.t1_1	g11054.t1_1
g2477.t2_1	g10631.t1_1
g2480.t1_1	g10634.t1_1
g2481.t1_1	g10633.t1_1
g2482.t1_1	g11811.t1_1
g2487.t1_1	g4437.t1_1
g2489.t1_1	g6620.t1_1
g2490.t1_1	g3434.t1_1
g2492.t1_1	g7237.t1_1
g2494.t1_1	g4438.t1_1
g2548.t1_1	g6726.t1_1
g2549.t3_1	g11671.t1_1
g2552.t1_1	g11674.t1_1
g2553.t1_1	g17647.t1_1
g2557.t1_1	g12047.t1_1
g2559.t1_1	g13347.t1_1
g2560.t2_1	g12688.t1_1
g2562.t1_1	g11314.t1_1
g2563.t1_1	g11316.t1_1
g2564.t1_1	g11319.t1_1
g2565.t1_1	g11460.t1_1
g2571.t1_1	g5822.t1_1
g2572.t1_1	g4729.t1_1
g2579.t1_1	g750.t1_1
g2580.t1_1	g746.t1_1
g2586.t2_1	g5167.t1_1
g2591.t1_1	g5153.t2_1
g2593.t1_1	g17593.t1_1
g2594.t1_1	g17594.t1_1
g2595.t1_1	g4512.t1_1
g2598.t1_1	g5539.t1_1
g2611.t1_1	g7258.t1_1
g2613.t1_1	g7717.t1_1
g2614.t1_1	g5438.t1_1
g2616.t1_1	g11672.t1_1
g2620.t1_1	g9757.t1_1
g2621.t1_1	g10553.t2_1
g2624.t1_1	g12689.t1_1
g2627.t1_1	g13535.t1_1
g2631.t1_1	g11323.t1_1
g2633.t1_1	g10531.t1_1
g2634.t1_1	g11579.t1_1
g2635.t1_1	g11578.t1_1
g2636.t2_1	g11577.t1_1
g2638.t1_1	g4730.t1_1
g2639.t1_1	g5085.t1_1
g2640.t1_1	g17418.t1_1
g2641.t1_1	g3534.t1_1
g2645.t2_1	g4476.t1_1
g2647.t1_1	g4751.t1_1
g2648.t1_1	g7026.t1_1
g2650.t1_1	g4861.t1_1
g2651.t1_1	g9762.t1_1
g2653.t1_1	g13437.t1_1
g2656.t1_1	g5173.t1_1
g2657.t1_1	g4808.t3_1
g2662.t1_1	g7158.t1_1
g2664.t1_1	g7151.t1_1
g2665.t1_1	g5868.t1_1
g2666.t1_1	g5869.t1_1
g2667.t1_1	g11884.t1_1
g2670.t3_1	g4441.t1_1
g2672.t1_1	g11882.t1_1
g2673.t1_1	g7267.t1_1
g2674.t1_1	g7266.t1_1
g2675.t1_1	g7265.t1_1
g2676.t1_1	g6731.t1_1
g2677.t1_1	g6732.t1_1
g2678.t2_1	g6734.t1_1
g2680.t1_1	g6736.t1_1
g2683.t1_1	g15496.t1_1
g2685.t1_1	g6742.t1_1
g2688.t1_1	g10280.t1_1
g2689.t2_1	g10279.t2_1
g2690.t1_1	g10278.t1_1
g2692.t1_1	g744.t2_1
g2693.t1_1	g743.t1_1
g2694.t1_1	g6989.t1_1
g2695.t1_1	g5865.t1_1
g2696.t1_1	g16520.t1_1
g2697.t1_1	g16284.t1_1
g2698.t1_1	g10938.t1_1
g2699.t1_1	g10939.t1_1
g2700.t1_1	g3997.t1_1
g2701.t1_1	g10186.t1_1
g2702.t1_1	g11675.t1_1
g2704.t1_1	g11587.t1_1
g2705.t1_1	g16654.t1_1
g2706.t1_1	g5771.t1_1
g2707.t1_1	g5611.t1_1
g2708.t1_1	g5606.t1_1
g2709.t1_1	g5605.t1_1
g2714.t1_1	g5601.t1_1
g2718.t1_1	g13662.t1_1
g2720.t1_1	g6046.t1_1
g2721.t1_1	g4484.t1_1
g2722.t1_1	g5053.t1_1
g2723.t2_1	g5054.t1_1
g2724.t1_1	g5778.t1_1
g2727.t1_1	g4740.t1_1
g2728.t1_1	g4741.t1_1
g2730.t1_1	g4744.t1_1
g2731.t1_1	g5335.t1_1
g2734.t1_1	g4746.t1_1
g2736.t2_1	g5903.t2_1
g2788.t1_1	g15880.t1_1
g2795.t1_1	g8476.t1_1
g2837.t1_1	g61.t1_1
g2841.t1_1	g6113.t1_1
g2844.t1_1	g17498.t1_1
g2851.t1_1	g17083.t1_1
g2852.t3_1	g17084.t1_1
g2857.t1_1	g17150.t1_1
g2860.t1_1	g17051.t1_1
g2862.t1_1	g17141.t1_1
g2863.t2_1	g17225.t1_1
g2865.t1_1	g17786.t1_1
g2866.t1_1	g17348.t1_1
g2867.t5_1	g17435.t2_1
g2869.t2_1	g17338.t1_1
g2870.t1_1	g17711.t1_1
g2871.t1_1	g17399.t1_1
g2872.t1_1	g17344.t1_1
g2873.t1_1	g17821.t1_1
g2874.t1_1	g17060.t1_1
g2875.t1_1	g17824.t1_1
g2876.t1_1	g17053.t1_1
g2877.t1_1	g17888.t1_1
g2878.t1_1	g17019.t1_1
g2879.t1_1	g17018.t1_1
g2880.t1_1	g17017.t2_1
g2881.t2_1	g17160.t1_1
g2882.t2_1	g17158.t1_1
g2883.t1_1	g17159.t1_1
g2884.t1_1	g17314.t1_1
g2885.t2_1	g17320.t1_1
g2886.t1_1	g17233.t1_1
g2887.t1_1	g17841.t1_1
g2888.t1_1	g18020.t1_1
g2889.t2_1	g17544.t1_1
g2890.t1_1	g17044.t1_1
g2891.t1_1	g17211.t1_1
g2892.t1_1	g17762.t1_1
g2894.t1_1	g17224.t1_1
g2897.t7_1	g17116.t1_1
g2898.t1_1	g17955.t1_1
g2899.t1_1	g17110.t1_1
g2901.t4_1	g17104.t2_1
g2902.t1_1	g13946.t1_1
g2903.t1_1	g17988.t1_1
g2905.t1_1	g17986.t1_1
g2908.t1_1	g17976.t1_1
g2910.t1_1	g17972.t1_1
g2911.t2_1	g17971.t1_1
g2912.t1_1	g17970.t1_1
g2913.t1_1	g17969.t1_1
g2914.t1_1	g17539.t1_1
g2915.t1_1	g4079.t1_1
g2916.t1_1	g17540.t1_1
g2918.t1_1	g17090.t1_1
g2919.t1_1	g17091.t1_1
g2920.t1_1	g17092.t1_1
g2921.t1_1	g17094.t1_1
g2922.t1_1	g17095.t2_1
g2923.t2_1	g16523.t1_1
g2924.t1_1	g17040.t1_1
g2925.t1_1	g17042.t1_1
g2926.t1_1	g5325.t1_1
g2928.t1_1	g17936.t1_1
g2929.t1_1	g17937.t1_1
g2973.t1_1	g12888.t1_1
g2984.t1_1	g15376.t1_1
g3018.t1_1	g7391.t1_1
g3032.t1_1	g10540.t1_1
g3034.t1_1	g10188.t2_1
g3036.t2_1	g7010.t1_1
g3039.t2_1	g7022.t1_1
g3040.t1_1	g7021.t1_1
g3044.t1_1	g10187.t1_1
g3046.t1_1	g6302.t1_1
g3047.t1_1	g6301.t1_1
g3051.t1_1	g7139.t1_1
g3055.t1_1	g7784.t1_1
g3056.t1_1	g7785.t1_1
g3057.t2_1	g6687.t1_1
g3059.t1_1	g6686.t1_1
g3062.t1_1	g7781.t1_1
g3064.t1_1	g7786.t1_1
g3067.t1_1	g6.t1_1
g3077.t1_1	g8336.t1_1
g3083.t1_1	g11556.t2_1
g3085.t1_1	g10539.t1_1
g3086.t1_1	g6228.t1_1
g3087.t1_1	g9671.t1_1
g3088.t1_1	g7011.t1_1
g3090.t1_1	g9661.t1_1
g3091.t2_1	g11690.t1_1
g3092.t1_1	g9662.t1_1
g3116.t2_1	g16779.t1_1
g3123.t1_1	g197.t1_1
g3124.t1_1	g198.t1_1
g3129.t1_1	g200.t1_1
g3134.t1_1	g6424.t1_1
g3135.t1_1	g14504.t1_1
g3136.t1_1	g17523.t1_1
g3137.t1_1	g14443.t2_1
g3138.t1_1	g13846.t1_1
g3140.t1_1	g14370.t1_1
g3141.t1_1	g9018.t1_1
g3142.t1_1	g9019.t1_1
g3144.t2_1	g8698.t1_1
g3145.t1_1	g8697.t1_1
g3146.t1_1	g3139.t1_1
g3147.t1_1	g8688.t1_1
g3149.t1_1	g8689.t1_1
g3150.t1_1	g3433.t1_1
g3152.t1_1	g13532.t1_1
g3153.t2_1	g12191.t1_1
g3155.t1_1	g12190.t1_1
g3156.t1_1	g12193.t1_1
g3157.t1_1	g10056.t1_1
g3159.t1_1	g4910.t1_1
g3160.t1_1	g17619.t1_1
g3161.t1_1	g5206.t1_1
g3167.t1_1	g5192.t3_1
g3168.t1_1	g4273.t1_1
g3169.t1_1	g405.t1_1
g3179.t1_1	g5809.t1_1
g3180.t1_1	g4903.t1_1
g3181.t1_1	g10961.t1_1
g3182.t1_1	g4970.t1_1
g3187.t1_1	g4881.t1_1
g3188.t1_1	g5026.t1_1
g3189.t1_1	g5313.t1_1
g3194.t1_1	g5306.t1_1
g3197.t2_1	g2218.t1_1
g3216.t1_1	g6077.t1_1
g3218.t1_1	g5698.t1_1
g3219.t1_1	g4370.t1_1
g3220.t1_1	g8580.t1_1
g3222.t1_1	g4377.t1_1
g3224.t3_1	g4378.t2_1
g3227.t1_1	g9020.t1_1
g3231.t1_1	g53.t1_1
g3233.t1_1	g15927.t1_1
g3244.t1_1	g16537.t1_1
g3252.t1_1	g2622.t1_1
g3258.t3_1	g5877.t3_1
g3259.t1_1	g12243.t1_1
g3260.t1_1	g358.t1_1
g3261.t2_1	g357.t1_1
g3262.t1_1	g356.t1_1
g3263.t1_1	g359.t1_1
g3265.t1_1	g1463.t1_1
g3267.t1_1	g5044.t1_1
g3269.t2_1	g6694.t1_1
g3272.t1_1	g7759.t1_1
g3276.t1_1	g7774.t1_1
g3278.t2_1	g8938.t1_1
g3279.t1_1	g7013.t2_1
g3284.t1_1	g7523.t1_1
g3285.t1_1	g9890.t1_1
g3286.t1_1	g5655.t1_1
g3304.t1_1	g6865.t1_1
g3305.t1_1	g2323.t1_1
g3306.t1_1	g10731.t1_1
g3307.t1_1	g10730.t1_1
g3308.t1_1	g10729.t1_1
g3309.t1_1	g16369.t1_1
g3310.t2_1	g6773.t1_1
g3311.t1_1	g17405.t1_1
g3312.t2_1	g6559.t1_1
g3315.t2_1	g6891.t1_1
g3316.t2_1	g7124.t1_1
g3318.t1_1	g7993.t1_1
g3319.t1_1	g8531.t1_1
g3320.t1_1	g9539.t1_1
g3321.t1_1	g9177.t1_1
g3322.t1_1	g9175.t1_1
g3323.t1_1	g9038.t1_1
g3324.t1_1	g9467.t1_1
g3325.t1_1	g9039.t1_1
g3326.t1_1	g9040.t1_1
g3327.t1_1	g6541.t1_1
g3328.t1_1	g6540.t1_1
g3329.t1_1	g9043.t1_1
g3333.t1_1	g11589.t1_1
g3334.t1_1	g8046.t1_1
g3335.t2_1	g8047.t1_1
g3336.t1_1	g7221.t1_1
g3338.t1_1	g8312.t1_1
g3339.t1_1	g6950.t1_1
g3340.t2_1	g6960.t1_1
g3341.t1_1	g349.t1_1
g3342.t1_1	g8851.t1_1
g3343.t1_1	g14738.t1_1
g3344.t1_1	g9196.t1_1
g3345.t1_1	g9017.t1_1
g3346.t1_1	g9473.t1_1
g3348.t1_1	g15426.t1_1
g3349.t1_1	g4868.t1_1
g3350.t1_1	g3679.t1_1
g3351.t1_1	g1686.t1_1
g3352.t1_1	g5463.t1_1
g3353.t1_1	g9325.t1_1
g3355.t1_1	g9198.t1_1
g3356.t1_1	g9199.t1_1
g3359.t1_1	g10587.t1_1
g3362.t2_1	g9160.t1_1
g3364.t1_1	g9195.t1_1
g3365.t1_1	g9358.t1_1
g3366.t2_1	g9509.t1_1
g3367.t1_1	g7254.t1_1
g3368.t1_1	g7253.t1_1
g3369.t1_1	g7252.t1_1
g3370.t2_1	g6717.t1_1
g3372.t1_1	g6701.t2_1
g3373.t1_1	g6700.t1_1
g3374.t1_1	g6230.t1_1
g3375.t1_1	g16122.t1_1
g3376.t1_1	g1590.t1_1
g3377.t1_1	g4384.t1_1
g3378.t1_1	g14728.t1_1
g3379.t1_1	g2451.t1_1
g3380.t1_1	g4365.t1_1
g3381.t2_1	g4366.t1_1
g3382.t1_1	g4380.t1_1
g3384.t1_1	g2094.t1_1
g3386.t2_1	g3183.t1_1
g3387.t1_1	g15999.t1_1
g3388.t1_1	g1829.t1_1
g3390.t1_1	g16913.t1_1
g3391.t1_1	g7836.t1_1
g3392.t1_1	g4536.t1_1
g3393.t1_1	g4371.t1_1
g3394.t1_1	g10608.t1_1
g3395.t1_1	g13730.t1_1
g3396.t1_1	g8780.t1_1
g3397.t1_1	g1421.t1_1
g3399.t1_1	g1419.t2_1
g3400.t1_1	g1417.t1_1
g3401.t1_1	g13522.t1_1
g3402.t2_1	g13346.t1_1
g3403.t1_1	g13485.t1_1
g3404.t2_1	g6310.t1_1
g3405.t1_1	g6596.t1_1
g3406.t1_1	g6293.t1_1
g3407.t1_1	g6408.t1_1
g3408.t1_1	g15436.t1_1
g3409.t1_1	g13938.t1_1
g3410.t1_1	g15437.t1_1
g3411.t1_1	g8051.t1_1
g3412.t1_1	g5652.t1_1
g3413.t1_1	g6257.t1_1
g3414.t3_1	g5651.t1_1
