g6.t1_1	g12309.t1_1
g1535.t1_1	g18476.t1_1
g1536.t1_1	g18925.t1_1
g1537.t1_1	g7904.t1_1
g1538.t1_1	g18870.t1_1
g1539.t2_1	g18872.t1_1
g1540.t1_1	g18845.t1_1
g1541.t1_1	g18753.t1_1
g1542.t1_1	g18965.t1_1
g1543.t1_1	g18951.t1_1
g1544.t1_1	g1428.t1_1
g1545.t1_1	g18865.t1_1
g1546.t1_1	g18914.t1_1
g1547.t1_1	g18915.t1_1
g1549.t1_1	g18832.t1_1
g1551.t1_1	g18704.t1_1
g1552.t1_1	g7107.t1_1
g1554.t1_1	g18411.t1_1
g1555.t1_1	g18410.t3_1
g1558.t1_1	g15104.t1_1
g1560.t1_1	g18601.t1_1
g1561.t1_1	g18792.t1_1
g1562.t1_1	g18357.t1_1
g1563.t1_1	g18841.t1_1
g1565.t1_1	g18728.t1_1
g1566.t1_1	g18313.t1_1
g1567.t2_1	g18415.t1_1
g1569.t1_1	g18776.t2_1
g1570.t1_1	g18878.t1_1
g1571.t1_1	g92.t1_1
g1572.t1_1	g18818.t1_1
g1573.t1_1	g18348.t1_1
g1574.t1_1	g4014.t1_1
g1575.t2_1	g18706.t1_1
g1576.t1_1	g16641.t1_1
g1578.t1_1	g18869.t1_1
g1579.t1_1	g18530.t1_1
g1580.t1_1	g18349.t1_1
g1581.t1_1	g18882.t1_1
g1582.t1_1	g18403.t1_1
g1583.t1_1	g18494.t1_1
g1584.t1_1	g18879.t1_1
g1585.t1_1	g18397.t1_1
g1586.t1_1	g18504.t1_1
g1587.t1_1	g18725.t1_1
g1588.t2_1	g18350.t1_1
g1590.t1_1	g18385.t1_1
g1591.t3_1	g18302.t1_1
g1592.t1_1	g18299.t1_1
g1594.t1_1	g18295.t1_1
g1595.t2_1	g18516.t1_1
g1596.t1_1	g6689.t1_1
g1597.t1_1	g18500.t1_1
g1598.t1_1	g18644.t1_1
g1599.t1_1	g6681.t1_1
g1601.t2_1	g18919.t1_1
g1602.t1_1	g18322.t1_1
g1603.t1_1	g18781.t1_1
g1604.t1_1	g5150.t1_1
g1605.t1_1	g18463.t1_1
g1607.t1_1	g18432.t1_1
g1608.t2_1	g18464.t2_1
g1609.t1_1	g18520.t1_1
g1610.t1_1	g18590.t1_1
g1611.t1_1	g18903.t1_1
g1612.t1_1	g18904.t1_1
g1614.t1_1	g2181.t1_1
g1615.t1_1	g18711.t1_1
g1616.t1_1	g18772.t1_1
g1619.t1_1	g18899.t1_1
g1620.t1_1	g18450.t1_1
g1621.t1_1	g18521.t1_1
g1622.t1_1	g18545.t1_1
g1623.t2_1	g18618.t1_1
g1624.t1_1	g18616.t1_1
g1625.t1_1	g18617.t1_1
g1626.t1_1	g18755.t1_1
g1627.t2_1	g15824.t1_1
g1628.t1_1	g18486.t2_1
g1629.t1_1	g18729.t1_1
g1630.t1_1	g18740.t1_1
g1631.t1_1	g18687.t1_1
g1632.t1_1	g18698.t1_1
g1636.t1_1	g18707.t1_1
g1638.t1_1	g18788.t2_1
g1640.t1_1	g18873.t1_1
g1642.t1_1	g18025.t1_1
g1643.t3_1	g18434.t1_1
g1644.t1_1	g18421.t1_1
g1646.t2_1	g18469.t1_1
g1647.t2_1	g18785.t1_1
g1648.t1_1	g18416.t1_1
g1649.t1_1	g18684.t1_1
g1650.t2_1	g18860.t1_1
g1651.t1_1	g18401.t1_1
g1652.t1_1	g18400.t1_1
g1653.t1_1	g15113.t1_1
g1654.t1_1	g18735.t1_1
g1655.t1_1	g18736.t1_1
g1656.t3_1	g18738.t2_1
g1658.t1_1	g18359.t1_1
g1659.t1_1	g16985.t1_1
g1660.t1_1	g18321.t1_1
g1661.t2_1	g9731.t1_1
g1662.t1_1	g6400.t1_1
g1663.t1_1	g18585.t1_1
g1664.t1_1	g14673.t1_1
g1665.t1_1	g18581.t1_1
g1666.t1_1	g18862.t1_1
g1667.t2_1	g18407.t1_1
g1668.t1_1	g18315.t1_1
g1669.t1_1	g7934.t1_1
g1670.t1_1	g18646.t1_1
g1671.t1_1	g18822.t1_1
g1673.t1_1	g18466.t1_1
g1674.t1_1	g18455.t1_1
g1676.t1_1	g18757.t1_1
g1677.t1_1	g18596.t1_1
g1678.t1_1	g18352.t1_1
g1679.t2_1	g18732.t2_1
g1681.t5_1	g18795.t1_1
g1682.t1_1	g18901.t1_1
g1683.t3_1	g18815.t1_1
g1684.t1_1	g18683.t1_1
g1685.t1_1	g18749.t1_1
g1686.t1_1	g18303.t1_1
g1687.t2_1	g18571.t1_1
g1688.t1_1	g18522.t1_1
g1690.t1_1	g18493.t1_1
g1691.t1_1	g18291.t1_1
g1692.t1_1	g18395.t1_1
g1694.t2_1	g18637.t1_1
g1695.t3_1	g18864.t2_1
g1696.t1_1	g18929.t1_1
g1697.t1_1	g18917.t1_1
g1699.t1_1	g18404.t1_1
g1700.t1_1	g18746.t1_1
g1701.t2_1	g18952.t1_1
g1702.t1_1	g18316.t1_1
g1703.t2_1	g18389.t1_1
g1705.t1_1	g18765.t1_1
g1707.t3_1	g18511.t1_1
g1708.t1_1	g18649.t1_1
g1709.t3_1	g18636.t1_1
g1710.t1_1	g18563.t1_1
g1711.t1_1	g18550.t1_1
g1712.t1_1	g18370.t1_1
g1713.t1_1	g18340.t2_1
g1714.t1_1	g18342.t1_1
g1715.t1_1	g10554.t1_1
g1716.t1_1	g18445.t2_1
g1717.t1_1	g9286.t1_1
g1718.t1_1	g18868.t1_1
g1719.t1_1	g18867.t1_1
g1721.t1_1	g18355.t1_1
g1722.t1_1	g18508.t1_1
g1723.t1_1	g18689.t1_1
g1724.t1_1	g18470.t1_1
g1727.t1_1	g18506.t1_1
g1731.t1_1	g18947.t1_1
g1733.t1_1	g18861.t1_1
g1734.t1_1	g18608.t1_1
g1735.t1_1	g18495.t1_1
g1736.t1_1	g18650.t1_1
g1737.t1_1	g18976.t1_1
g1738.t1_1	g18305.t1_1
g1739.t1_1	g18304.t1_1
g1826.t1_1	g9037.t1_1
g1827.t2_1	g4891.t1_1
g1832.t2_1	g4986.t1_1
g1835.t1_1	g9607.t1_1
g1836.t1_1	g4975.t1_1
g1839.t3_1	g4974.t1_1
g1843.t2_1	g4184.t1_1
g1844.t1_1	g17261.t1_1
g1845.t1_1	g4963.t1_1
g1846.t1_1	g4565.t1_1
g1848.t1_1	g16190.t1_1
g1849.t2_1	g16188.t1_1
g1850.t2_1	g16266.t1_1
g1852.t3_1	g11925.t1_1
g1853.t1_1	g12120.t2_1
g1854.t1_1	g11923.t1_1
g1855.t1_1	g16934.t1_1
g1856.t1_1	g12118.t1_1
g1858.t1_1	g12634.t1_1
g1859.t1_1	g12638.t1_1
g1860.t1_1	g1109.t1_1
g1861.t1_1	g12639.t1_1
g1862.t1_1	g13012.t1_1
g1863.t1_1	g13013.t1_1
g1864.t1_1	g12450.t1_1
g1865.t1_1	g5034.t1_1
g1866.t1_1	g3387.t1_1
g1868.t1_1	g4563.t1_1
g1870.t1_1	g12527.t1_1
g1871.t1_1	g1710.t1_1
g1872.t1_1	g15446.t1_1
g1873.t1_1	g15212.t1_1
g1874.t1_1	g15462.t1_1
g1875.t1_1	g15211.t1_1
g1877.t1_1	g14237.t1_1
g1878.t1_1	g13814.t1_1
g1883.t1_1	g9080.t1_1
g1884.t1_1	g18379.t1_1
g1925.t1_1	g7577.t1_1
g1926.t1_1	g3136.t1_1
g1939.t1_1	g18168.t1_1
g1945.t1_1	g13271.t1_1
g1956.t1_1	g9638.t1_1
g1958.t1_1	g18026.t1_1
g1964.t1_1	g15337.t1_1
g1965.t1_1	g1049.t1_1
g1977.t1_1	g3427.t1_1
g1983.t1_1	g15572.t1_1
g2021.t1_1	g11879.t1_1
g2026.t1_1	g3183.t1_1
g2036.t1_1	g13177.t1_1
g2037.t1_1	g6334.t1_1
g2038.t1_1	g7109.t1_1
g2039.t1_1	g12286.t1_1
g2040.t1_1	g7849.t1_1
g2041.t1_1	g4240.t1_1
g2042.t1_1	g7182.t1_1
g2043.t1_1	g7185.t1_1
g2044.t2_1	g14611.t1_1
g2045.t1_1	g14028.t1_1
g2046.t1_1	g14062.t1_1
g2047.t1_1	g14061.t1_1
g2048.t3_1	g11924.t1_1
g2049.t1_1	g11928.t1_1
g2050.t1_1	g11929.t1_1
g2052.t1_1	g11931.t1_1
g2066.t1_1	g11949.t1_1
g2067.t1_1	g17987.t1_1
g2068.t1_1	g11951.t2_1
g2069.t1_1	g11952.t1_1
g2070.t1_1	g11954.t1_1
g2071.t1_1	g11955.t1_1
g2072.t1_1	g11956.t1_1
g2074.t1_1	g11947.t1_1
g2078.t1_1	g11942.t1_1
g2079.t1_1	g11941.t1_1
g2081.t1_1	g11937.t1_1
g2083.t1_1	g11959.t1_1
g2084.t1_1	g12652.t1_1
g2085.t1_1	g5561.t1_1
g2086.t1_1	g12449.t1_1
g2087.t1_1	g4705.t1_1
g2088.t1_1	g7169.t1_1
g2090.t1_1	g11123.t1_1
g2091.t1_1	g16156.t1_1
g2092.t1_1	g5358.t1_1
g2093.t3_1	g14313.t1_1
g2094.t1_1	g4256.t1_1
g2097.t1_1	g6800.t1_1
g2098.t1_1	g14399.t1_1
g2100.t1_1	g6420.t1_1
g2101.t1_1	g4968.t1_1
g2102.t1_1	g4231.t1_1
g2103.t2_1	g1400.t1_1
g2104.t1_1	g4681.t1_1
g2107.t1_1	g4870.t1_1
g2108.t1_1	g4871.t1_1
g2109.t1_1	g4876.t1_1
g2110.t1_1	g4609.t1_1
g2112.t1_1	g4009.t2_1
g2113.t1_1	g4610.t1_1
g2114.t2_1	g5298.t1_1
g2115.t1_1	g5359.t1_1
g2118.t1_1	g7112.t1_1
g2123.t1_1	g4722.t1_1
g2124.t1_1	g6937.t1_1
g2125.t1_1	g6938.t1_1
g2127.t1_1	g4339.t1_1
g2128.t2_1	g18836.t1_1
g2130.t2_1	g18801.t1_1
g2131.t1_1	g4613.t1_1
g2132.t10_1	g3386.t1_1
g2138.t1_1	g10425.t1_1
g2139.t3_1	g4344.t1_1
g2141.t1_1	g4680.t1_1
g2142.t1_1	g4701.t1_1
g2143.t1_1	g7881.t1_1
g2144.t1_1	g3714.t1_1
g2145.t1_1	g4337.t1_1
g2147.t1_1	g6298.t1_1
g2148.t1_1	g5783.t1_1
g2151.t1_1	g6335.t1_1
g2153.t2_1	g18656.t1_1
g2156.t1_1	g7177.t1_1
g2157.t1_1	g2680.t1_1
g2158.t2_1	g12115.t1_1
g2162.t4_1	g4300.t1_1
g2163.t1_1	g14292.t1_1
g2164.t1_1	g4501.t1_1
g2166.t1_1	g3567.t1_1
g2167.t2_1	g3563.t1_1
g2169.t1_1	g5076.t1_1
g2170.t1_1	g5077.t1_1
g2172.t1_1	g5078.t1_1
g2173.t1_1	g3395.t1_1
g2174.t2_1	g4721.t1_1
g2175.t1_1	g3384.t1_1
g2178.t1_1	g4346.t1_1
g2179.t1_1	g3385.t1_1
g2180.t1_1	g18374.t1_1
g2182.t2_1	g4333.t1_1
g2183.t1_1	g4336.t1_1
g2184.t1_1	g4334.t1_1
g2187.t1_1	g7044.t1_1
g2188.t2_1	g16152.t1_1
g2190.t2_1	g6633.t1_1
g2198.t1_1	g7045.t1_1
g2203.t1_1	g12282.t1_1
g2206.t1_1	g6390.t1_1
g2207.t1_1	g6574.t1_1
g2209.t1_1	g6482.t1_1
g2210.t1_1	g5705.t1_1
g2211.t1_1	g6069.t1_1
g2212.t1_1	g6067.t1_1
g2213.t1_1	g9012.t1_1
g2214.t1_1	g1332.t1_1
g2271.t2_1	g15475.t1_1
g2274.t1_1	g12117.t1_1
g2275.t1_1	g11967.t1_1
g2276.t1_1	g16022.t1_1
g2277.t1_1	g12881.t1_1
g2278.t1_1	g12883.t1_1
g2279.t1_1	g16495.t1_1
g2280.t1_1	g16968.t1_1
g2281.t1_1	g12182.t1_1
g2282.t1_1	g18918.t1_1
g2286.t1_1	g12268.t1_1
g2288.t2_1	g1363.t1_1
g2289.t2_1	g13773.t1_1
g2290.t1_1	g13712.t1_1
g2291.t2_1	g14560.t1_1
g2292.t1_1	g13746.t3_1
g2293.t1_1	g12635.t1_1
g2295.t1_1	g13704.t1_1
g2296.t1_1	g14141.t1_1
g2297.t1_1	g13870.t1_1
g2298.t1_1	g13894.t1_1
g2299.t1_1	g14027.t1_1
g2300.t1_1	g14175.t1_1
g2301.t1_1	g14899.t1_1
g2302.t1_1	g14176.t1_1
g2303.t1_1	g14412.t1_1
g2305.t1_1	g5949.t2_1
g2306.t1_1	g14903.t1_1
g2309.t1_1	g3628.t2_1
g2310.t1_1	g11208.t1_1
g2311.t1_1	g2453.t1_1
g2314.t1_1	g12781.t1_1
g2315.t1_1	g10404.t1_1
g2316.t1_1	g6139.t1_1
g2318.t1_1	g10405.t1_1
g2320.t2_1	g10406.t1_1
g2321.t1_1	g11054.t1_1
g2322.t1_1	g2797.t1_1
g2324.t1_1	g2446.t1_1
g2326.t1_1	g9491.t1_1
g2327.t1_1	g11108.t1_1
g2328.t2_1	g11207.t1_1
g2329.t1_1	g5863.t1_1
g2330.t1_1	g4087.t1_1
g2332.t1_1	g6945.t1_1
g2333.t1_1	g18812.t2_1
g2335.t1_1	g6942.t1_1
g2336.t1_1	g6939.t1_1
g2337.t1_1	g8557.t1_1
g2338.t1_1	g1578.t1_1
g2339.t1_1	g2197.t1_1
g2340.t1_1	g7118.t1_1
g2343.t1_1	g1900.t1_1
g2344.t2_1	g1313.t1_1
g2345.t1_1	g2010.t1_1
g2350.t1_1	g6438.t1_1
g2352.t1_1	g6352.t1_1
g2353.t2_1	g1388.t2_1
g2354.t1_1	g2579.t1_1
g2355.t1_1	g6512.t1_1
g2356.t1_1	g18638.t1_1
g2357.t1_1	g6679.t1_1
g2359.t2_1	g9008.t1_1
g2362.t2_1	g4798.t1_1
g2364.t1_1	g9146.t1_1
g2365.t1_1	g8634.t1_1
g2367.t3_1	g6542.t1_1
g2368.t1_1	g5421.t1_1
g2370.t1_1	g7001.t1_1
g2371.t1_1	g6605.t1_1
g2372.t1_1	g6985.t1_1
g2373.t2_1	g12190.t1_1
g2374.t1_1	g3795.t1_1
g2375.t1_1	g4318.t1_1
g2376.t1_1	g4302.t1_1
g2377.t1_1	g4780.t1_1
g2378.t1_1	g3006.t1_1
g2380.t1_1	g12090.t1_1
g2381.t1_1	g4236.t1_1
g2382.t2_1	g2089.t1_1
g2383.t2_1	g4110.t2_1
g2384.t1_1	g4095.t1_1
g2386.t1_1	g4779.t1_1
g2387.t1_1	g4937.t1_1
g2388.t1_1	g4013.t1_1
g2391.t2_1	g3246.t1_1
g2392.t1_1	g8655.t1_1
g2393.t1_1	g3240.t1_1
g2394.t1_1	g4512.t1_1
g2395.t1_1	g5021.t1_1
g2396.t2_1	g5023.t1_1
g2397.t1_1	g5024.t1_1
g2398.t1_1	g2712.t1_1
g2399.t1_1	g2711.t1_1
g2400.t1_1	g3826.t1_1
g2401.t1_1	g7088.t1_1
g2405.t1_1	g6331.t1_1
g2410.t1_1	g15783.t1_1
g2416.t1_1	g18652.t1_1
g2421.t1_1	g2728.t2_1
g2423.t1_1	g2362.t1_1
g2424.t1_1	g4820.t1_1
g2427.t1_1	g4819.t1_1
g2430.t1_1	g17376.t1_1
g2432.t2_1	g5858.t1_1
g2435.t1_1	g5709.t1_1
g2436.t1_1	g6883.t1_1
g2437.t1_1	g5486.t1_1
g2438.t1_1	g8564.t1_1
g2439.t1_1	g12602.t1_1
g2440.t2_1	g2949.t1_1
g2442.t1_1	g4432.t1_1
g2443.t1_1	g4431.t1_1
g2444.t1_1	g4430.t1_1
g2446.t1_1	g4429.t1_1
g2448.t1_1	g4427.t1_1
g2449.t1_1	g6788.t1_1
g2450.t1_1	g5387.t1_1
g2451.t2_1	g5388.t1_1
g2453.t1_1	g4962.t1_1
g2454.t1_1	g5371.t1_1
g2455.t1_1	g5373.t1_1
g2459.t2_1	g5378.t1_1
g2464.t1_1	g5381.t1_1
g2465.t1_1	g5382.t1_1
g2467.t1_1	g5384.t1_1
g2468.t1_1	g2905.t1_1
g2469.t1_1	g2904.t1_1
g2474.t2_1	g18786.t1_1
g2475.t1_1	g5221.t1_1
g2477.t2_1	g5329.t1_1
g2480.t1_1	g2930.t1_1
g2481.t1_1	g4386.t1_1
g2482.t1_1	g4381.t1_1
g2487.t1_1	g6414.t1_1
g2489.t1_1	g7930.t1_1
g2490.t1_1	g2055.t1_1
g2492.t1_1	g9287.t1_1
g2494.t1_1	g6786.t1_1
g2546.t1_1	g8576.t1_1
g2548.t1_1	g9097.t1_1
g2549.t3_1	g2997.t1_1
g2552.t1_1	g2993.t1_1
g2553.t1_1	g18710.t1_1
g2560.t2_1	g14173.t2_1
g2563.t1_1	g4547.t1_1
g2564.t1_1	g4552.t1_1
g2572.t1_1	g7123.t1_1
g2573.t1_1	g6988.t1_1
g2579.t1_1	g12079.t1_1
g2580.t1_1	g12078.t1_1
g2591.t1_1	g6842.t1_1
g2593.t1_1	g16794.t1_1
g2595.t1_1	g5792.t1_1
g2597.t1_1	g6476.t1_1
g2598.t1_1	g6439.t1_1
g2611.t1_1	g8884.t1_1
g2614.t1_1	g6837.t1_1
g2616.t1_1	g2995.t1_1
g2620.t1_1	g5130.t1_1
g2621.t1_1	g4879.t2_1
g2623.t1_1	g14168.t1_1
g2624.t1_1	g14172.t1_1
g2625.t1_1	g14905.t1_1
g2627.t1_1	g14610.t1_1
g2631.t1_1	g4541.t1_1
g2633.t1_1	g4888.t1_1
g2634.t1_1	g4916.t1_1
g2635.t1_1	g4917.t1_1
g2636.t2_1	g5007.t1_1
g2637.t1_1	g7124.t2_1
g2638.t1_1	g7122.t1_1
g2640.t1_1	g18906.t1_1
g2641.t1_1	g6660.t1_1
g2645.t2_1	g6804.t1_1
g2647.t1_1	g6824.t1_1
g2648.t1_1	g9278.t1_1
g2650.t1_1	g6820.t2_1
g2651.t1_1	g4698.t1_1
g2652.t1_1	g6870.t1_1
g2656.t1_1	g6873.t1_1
g2657.t1_1	g5456.t1_1
g2660.t1_1	g6477.t1_1
g2662.t1_1	g8737.t1_1
g2663.t1_1	g8321.t1_1
g2664.t1_1	g8736.t1_1
g2665.t1_1	g16388.t1_1
g2666.t1_1	g1287.t1_1
g2669.t2_1	g7235.t1_1
g2670.t3_1	g7234.t1_1
g2672.t1_1	g3565.t1_1
g2674.t1_1	g8418.t1_1
g2675.t1_1	g8417.t1_1
g2676.t1_1	g8416.t1_1
g2677.t1_1	g8415.t1_1
g2678.t2_1	g8413.t1_1
g2680.t1_1	g8412.t1_1
g2684.t1_1	g8030.t1_1
g2685.t1_1	g8409.t1_1
g2688.t1_1	g4567.t1_1
g2689.t2_1	g8792.t1_1
g2693.t1_1	g12769.t1_1
g2694.t1_1	g8990.t1_1
g2695.t1_1	g7181.t1_1
g2696.t1_1	g11961.t1_1
g2697.t1_1	g12736.t1_1
g2698.t1_1	g4569.t1_1
g2699.t1_1	g5026.t1_1
g2700.t1_1	g1906.t1_1
g2701.t1_1	g4204.t1_1
g2702.t1_1	g5154.t1_1
g2704.t1_1	g4717.t1_1
g2705.t1_1	g7113.t1_1
g2706.t1_1	g7114.t1_1
g2707.t1_1	g6309.t1_1
g2708.t1_1	g6097.t1_1
g2709.t1_1	g6094.t1_1
g2714.t1_1	g6092.t1_1
g2718.t1_1	g1681.t1_1
g2720.t1_1	g7041.t1_1
g2721.t1_1	g7050.t1_1
g2722.t1_1	g6995.t1_1
g2723.t2_1	g6994.t1_1
g2724.t1_1	g5441.t1_1
g2725.t1_1	g5442.t1_1
g2727.t1_1	g5864.t1_1
g2728.t1_1	g5865.t1_1
g2730.t1_1	g5869.t1_1
g2731.t1_1	g5590.t1_1
g2732.t1_1	g5843.t1_1
g2734.t1_1	g6283.t1_1
g2736.t2_1	g6299.t1_1
g2788.t1_1	g13203.t1_1
g2817.t1_1	g17982.t1_1
g2823.t1_1	g4140.t1_1
g2824.t1_1	g18210.t1_1
g2844.t1_1	g18413.t1_1
g2845.t1_1	g15708.t1_1
g2851.t1_1	g18939.t1_1
g2852.t3_1	g18607.t1_1
g2853.t1_1	g2024.t1_1
g2857.t1_1	g18880.t1_1
g2860.t1_1	g18881.t1_1
g2862.t1_1	g18546.t1_1
g2863.t2_1	g18547.t1_1
g2865.t1_1	g18483.t1_1
g2866.t1_1	g18365.t1_1
g2867.t5_1	g18908.t1_1
g2869.t2_1	g18848.t1_1
g2870.t1_1	g18853.t1_1
g2871.t1_1	g18593.t1_1
g2872.t1_1	g18371.t1_1
g2873.t1_1	g18715.t1_1
g2874.t1_1	g4121.t1_1
g2875.t1_1	g18719.t1_1
g2876.t1_1	g18751.t1_1
g2877.t1_1	g18324.t1_1
g2879.t1_1	g478.t1_1
g2880.t1_1	g18791.t1_1
g2881.t2_1	g18599.t1_1
g2882.t2_1	g18541.t1_1
g2883.t1_1	g18600.t1_1
g2884.t1_1	g18420.t1_1
g2885.t2_1	g18554.t1_1
g2887.t1_1	g1383.t1_1
g2888.t1_1	g18863.t1_1
g2889.t2_1	g18351.t1_1
g2890.t1_1	g18598.t1_1
g2891.t1_1	g18731.t1_1
g2892.t1_1	g18364.t1_1
g2894.t1_1	g18605.t1_1
g2897.t7_1	g18454.t1_1
g2898.t1_1	g18773.t1_1
g2901.t4_1	g18552.t3_1
g2902.t1_1	g12620.t1_1
g2903.t1_1	g18894.t1_1
g2905.t1_1	g18892.t2_1
g2908.t1_1	g18890.t1_1
g2910.t1_1	g18888.t1_1
g2911.t2_1	g18887.t1_1
g2912.t1_1	g18886.t1_1
g2914.t1_1	g18895.t1_1
g2915.t1_1	g18705.t1_1
g2916.t1_1	g18896.t1_1
g2917.t1_1	g18956.t1_1
g2918.t1_1	g18957.t2_1
g2919.t1_1	g18958.t1_1
g2920.t1_1	g18960.t1_1
g2921.t1_1	g18639.t1_1
g2922.t1_1	g18961.t1_1
g2923.t2_1	g11839.t1_1
g2924.t1_1	g18335.t1_1
g2925.t1_1	g18334.t1_1
g2928.t1_1	g18332.t1_1
g2929.t1_1	g18330.t1_1
g2957.t1_1	g9674.t3_1
g2970.t1_1	g3852.t1_1
g2972.t1_1	g11760.t1_1
g2973.t1_1	g7551.t1_1
g2983.t1_1	g18569.t1_1
g3020.t1_1	g11345.t1_1
g3027.t1_1	g4895.t1_1
g3034.t1_1	g4194.t1_1
g3039.t2_1	g9272.t1_1
g3040.t1_1	g9271.t1_1
g3044.t1_1	g11948.t1_1
g3045.t1_1	g9269.t1_1
g3046.t1_1	g8928.t1_1
g3051.t1_1	g8458.t1_1
g3055.t1_1	g9290.t1_1
g3056.t1_1	g9289.t1_1
g3057.t2_1	g9026.t1_1
g3059.t1_1	g9025.t1_1
g3062.t1_1	g8926.t1_1
g3064.t1_1	g8927.t1_1
g3078.t1_1	g9863.t1_1
g3085.t1_1	g4894.t1_1
g3086.t1_1	g9028.t1_1
g3087.t1_1	g5399.t1_1
g3088.t1_1	g9274.t1_1
g3090.t1_1	g4832.t1_1
g3091.t2_1	g4379.t1_1
g3092.t1_1	g4830.t1_1
g3116.t2_1	g11978.t1_1
g3123.t1_1	g15659.t1_1
g3124.t1_1	g15660.t1_1
g3129.t1_1	g15665.t1_1
g3134.t1_1	g8406.t1_1
g3135.t1_1	g11272.t1_1
g3136.t1_1	g18507.t1_1
g3137.t1_1	g11189.t1_1
g3138.t1_1	g10007.t1_1
g3140.t1_1	g10321.t1_1
g3141.t1_1	g17383.t1_1
g3142.t1_1	g17385.t1_1
g3144.t2_1	g17392.t1_1
g3145.t1_1	g17391.t1_1
g3146.t1_1	g1579.t1_1
g3147.t1_1	g17349.t1_1
g3149.t1_1	g17348.t1_1
g3150.t1_1	g2059.t1_1
g3152.t1_1	g14480.t1_1
g3153.t2_1	g13940.t1_1
g3155.t1_1	g13937.t1_1
g3156.t1_1	g13943.t1_1
g3157.t1_1	g3008.t1_1
g3159.t1_1	g6516.t1_1
g3160.t1_1	g18591.t1_1
g3161.t1_1	g7127.t1_1
g3167.t1_1	g7131.t1_1
g3168.t1_1	g1605.t1_1
g3170.t1_1	g5563.t1_1
g3175.t1_1	g1599.t1_1
g3178.t1_1	g12390.t2_1
g3180.t1_1	g7101.t1_1
g3181.t1_1	g4791.t1_1
g3182.t1_1	g7104.t1_1
g3187.t1_1	g6962.t1_1
g3188.t1_1	g6421.t1_1
g3189.t1_1	g6970.t1_1
g3194.t1_1	g5632.t1_1
g3197.t2_1	g301.t1_1
g3216.t1_1	g5416.t1_1
g3218.t1_1	g6827.t1_1
g3220.t1_1	g16963.t1_1
g3221.t1_1	g1529.t2_1
g3222.t1_1	g1534.t1_1
g3224.t3_1	g1536.t1_1
g3230.t1_1	g2643.t1_1
g3233.t1_1	g9718.t1_1
g3244.t1_1	g15765.t1_1
g3247.t1_1	g11636.t1_1
g3251.t1_1	g17863.t1_1
g3253.t1_1	g255.t1_1
g3256.t1_1	g3741.t1_1
g3258.t3_1	g6746.t2_1
g3260.t1_1	g11916.t1_1
g3261.t2_1	g11915.t1_1
g3262.t1_1	g11914.t1_1
g3263.t1_1	g11917.t1_1
g3267.t1_1	g6393.t1_1
g3269.t2_1	g9009.t1_1
g3272.t1_1	g9193.t1_1
g3278.t2_1	g17077.t1_1
g3279.t1_1	g9285.t1_1
g3285.t1_1	g4020.t1_1
g3286.t1_1	g5704.t1_1
g3304.t1_1	g9241.t1_1
g3305.t1_1	g596.t1_1
g3306.t1_1	g16160.t1_1
g3308.t1_1	g4357.t1_1
g3309.t1_1	g12486.t1_1
g3310.t2_1	g8232.t1_1
g3311.t1_1	g13988.t1_1
g3312.t2_1	g8921.t1_1
g3315.t2_1	g8148.t1_1
g3316.t2_1	g8284.t1_1
g3317.t1_1	g5571.t1_1
g3319.t1_1	g17150.t1_1
g3320.t1_1	g16678.t1_1
g3321.t1_1	g16677.t1_1
g3322.t1_1	g16679.t1_1
g3323.t1_1	g17531.t1_1
g3324.t1_1	g16699.t1_1
g3325.t1_1	g17532.t1_1
g3326.t1_1	g17530.t1_1
g3327.t1_1	g8325.t1_1
g3328.t1_1	g8326.t1_1
g3329.t1_1	g16984.t1_1
g3331.t1_1	g8083.t1_1
g3333.t1_1	g12895.t1_1
g3334.t1_1	g8510.t1_1
g3335.t2_1	g8511.t1_1
g3336.t1_1	g8339.t1_1
g3337.t1_1	g8668.t1_1
g3338.t1_1	g8649.t1_1
g3339.t1_1	g8113.t1_1
g3340.t2_1	g9134.t1_1
g3341.t1_1	g16484.t1_1
g3342.t1_1	g16611.t1_1
g3343.t1_1	g17060.t1_1
g3344.t1_1	g17028.t1_1
g3345.t1_1	g16734.t1_1
g3346.t1_1	g16696.t1_1
g3348.t1_1	g10399.t1_1
g3349.t1_1	g7061.t1_1
g3350.t1_1	g2738.t1_1
g3351.t1_1	g15482.t1_1
g3352.t1_1	g6426.t1_1
g3353.t1_1	g17173.t1_1
g3355.t1_1	g16438.t1_1
g3356.t1_1	g16873.t1_1
g3359.t1_1	g5331.t1_1
g3362.t2_1	g16933.t1_1
g3364.t1_1	g17030.t1_1
g3365.t1_1	g17027.t1_1
g3366.t2_1	g17015.t1_1
g3367.t1_1	g18842.t1_1
g3368.t1_1	g8888.t1_1
g3369.t1_1	g2095.t1_1
g3370.t2_1	g7808.t1_1
g3372.t1_1	g7810.t2_1
g3373.t1_1	g7812.t1_1
g3374.t1_1	g7819.t1_1
g3375.t1_1	g16413.t1_1
g3376.t1_1	g131.t1_1
g3377.t1_1	g1513.t1_1
g3378.t1_1	g10742.t1_1
g3379.t1_1	g1356.t1_1
g3380.t1_1	g630.t1_1
g3381.t2_1	g628.t1_1
g3382.t1_1	g1520.t1_1
g3384.t1_1	g1110.t2_1
g3386.t2_1	g570.t1_1
g3387.t1_1	g16047.t1_1
