chromosome,A_obtectus,B_siliquastri,C_chinensis,C_maculatus,four_way_OG_ID,pairs_OG_IDs_lists
A,rna-AOBTE_LOCUS30572-2,BRAKERILHT00000014593,CALCHIM00000019418,g7383.t1,6576,"['B_siliquastri_C_maculatus_A-linked_ortholog_7715', 'A_obtectus_C_chinensis_A-linked_ortholog_9032', 'A_obtectus_B_siliquastri_A-linked_ortholog_8706', 'B_siliquastri_C_chinensis_A-linked_ortholog_8248', 'C_chinensis_C_maculatus_A-linked_ortholog_3928', 'A_obtectus_C_maculatus_A-linked_ortholog_8299']"
A,rna-AOBTE_LOCUS30573,BRAKERILHT00000014484,CALCHIM00000019416,g7503.t1,6577,"['B_siliquastri_C_maculatus_A-linked_ortholog_7714', 'A_obtectus_C_chinensis_A-linked_ortholog_9033', 'A_obtectus_B_siliquastri_A-linked_ortholog_8707', 'B_siliquastri_C_chinensis_A-linked_ortholog_8247', 'C_chinensis_C_maculatus_A-linked_ortholog_3927', 'A_obtectus_C_maculatus_A-linked_ortholog_8300']"
A,rna-AOBTE_LOCUS30577,BRAKERILHT00000014237,CALCHIM00000025709,g7381.t1,6578,"['B_siliquastri_C_maculatus_A-linked_ortholog_7713', 'A_obtectus_C_chinensis_A-linked_ortholog_9034', 'A_obtectus_B_siliquastri_A-linked_ortholog_8708', 'B_siliquastri_C_chinensis_A-linked_ortholog_8246', 'C_chinensis_C_maculatus_A-linked_ortholog_8756', 'A_obtectus_C_maculatus_A-linked_ortholog_8301']"
A,rna-AOBTE_LOCUS30578-2,BRAKERILHT00000015256,CALCHIM00000025711,g7380.t2,6579,"['B_siliquastri_C_maculatus_A-linked_ortholog_7712', 'A_obtectus_C_chinensis_A-linked_ortholog_9035', 'A_obtectus_B_siliquastri_A-linked_ortholog_8709', 'B_siliquastri_C_chinensis_A-linked_ortholog_8245', 'C_chinensis_C_maculatus_A-linked_ortholog_8757', 'A_obtectus_C_maculatus_A-linked_ortholog_8302']"
A,rna-AOBTE_LOCUS30582-2,BRAKERILHT00000014851,CALCHIM00000019392,g7513.t1,6580,"['B_siliquastri_C_maculatus_A-linked_ortholog_7706', 'A_obtectus_C_chinensis_A-linked_ortholog_9036', 'A_obtectus_B_siliquastri_A-linked_ortholog_8710', 'B_siliquastri_C_chinensis_A-linked_ortholog_8237', 'C_chinensis_C_maculatus_A-linked_ortholog_3923', 'A_obtectus_C_maculatus_A-linked_ortholog_8303']"
A,rna-AOBTE_LOCUS30583-9,BRAKERILHT00000015058,CALCHIM00000027106,g7318.t2,6581,"['B_siliquastri_C_maculatus_A-linked_ortholog_8030', 'A_obtectus_C_chinensis_A-linked_ortholog_9037', 'A_obtectus_B_siliquastri_A-linked_ortholog_8711', 'B_siliquastri_C_chinensis_A-linked_ortholog_8585', 'C_chinensis_C_maculatus_A-linked_ortholog_8100', 'A_obtectus_C_maculatus_A-linked_ortholog_8304']"
A,rna-AOBTE_LOCUS30584,BRAKERILHT00000014650,CALCHIM00000015531,g7319.t2,6582,"['B_siliquastri_C_maculatus_A-linked_ortholog_8029', 'A_obtectus_C_chinensis_A-linked_ortholog_9038', 'A_obtectus_B_siliquastri_A-linked_ortholog_8712', 'B_siliquastri_C_chinensis_A-linked_ortholog_8584', 'C_chinensis_C_maculatus_A-linked_ortholog_8116', 'A_obtectus_C_maculatus_A-linked_ortholog_8305']"
A,rna-AOBTE_LOCUS30589,BRAKERILHT00000014203,CALCHIM00000027100,g7320.t1,6583,"['B_siliquastri_C_maculatus_A-linked_ortholog_8028', 'A_obtectus_C_chinensis_A-linked_ortholog_9040', 'A_obtectus_B_siliquastri_A-linked_ortholog_8714', 'B_siliquastri_C_chinensis_A-linked_ortholog_8582', 'C_chinensis_C_maculatus_A-linked_ortholog_8098', 'A_obtectus_C_maculatus_A-linked_ortholog_8306']"
A,rna-AOBTE_LOCUS30594-5,BRAKERILHT00000015586,CALCHIM00000026585,g7321.t1,6584,"['B_siliquastri_C_maculatus_A-linked_ortholog_8027', 'A_obtectus_C_chinensis_A-linked_ortholog_9042', 'A_obtectus_B_siliquastri_A-linked_ortholog_8716', 'B_siliquastri_C_chinensis_A-linked_ortholog_8580', 'C_chinensis_C_maculatus_A-linked_ortholog_8822', 'A_obtectus_C_maculatus_A-linked_ortholog_8307']"
A,rna-AOBTE_LOCUS30595-3,BRAKERILHT00000015157,CALCHIM00000026577,g7322.t2,6585,"['B_siliquastri_C_maculatus_A-linked_ortholog_7684', 'A_obtectus_C_chinensis_A-linked_ortholog_9043', 'A_obtectus_B_siliquastri_A-linked_ortholog_8717', 'B_siliquastri_C_chinensis_A-linked_ortholog_8214', 'C_chinensis_C_maculatus_A-linked_ortholog_8820', 'A_obtectus_C_maculatus_A-linked_ortholog_8308']"
A,rna-AOBTE_LOCUS30596,BRAKERILHT00000014100,CALCHIM00000026580,g7323.t1,6586,"['B_siliquastri_C_maculatus_A-linked_ortholog_7683', 'A_obtectus_C_chinensis_A-linked_ortholog_9044', 'A_obtectus_B_siliquastri_A-linked_ortholog_8718', 'B_siliquastri_C_chinensis_A-linked_ortholog_8213', 'C_chinensis_C_maculatus_A-linked_ortholog_8821', 'A_obtectus_C_maculatus_A-linked_ortholog_8309']"
A,rna-AOBTE_LOCUS30611-3,BRAKERILHT00000015594,CALCHIM00000026573,g7324.t1,6587,"['B_siliquastri_C_maculatus_A-linked_ortholog_7685', 'A_obtectus_C_chinensis_A-linked_ortholog_9045', 'A_obtectus_B_siliquastri_A-linked_ortholog_8719', 'B_siliquastri_C_chinensis_A-linked_ortholog_8215', 'C_chinensis_C_maculatus_A-linked_ortholog_8819', 'A_obtectus_C_maculatus_A-linked_ortholog_8310']"
A,rna-AOBTE_LOCUS30612,BRAKERILHT00000014410,CALCHIM00000026571,g7325.t1,6588,"['B_siliquastri_C_maculatus_A-linked_ortholog_7698', 'A_obtectus_C_chinensis_A-linked_ortholog_9046', 'A_obtectus_B_siliquastri_A-linked_ortholog_8720', 'B_siliquastri_C_chinensis_A-linked_ortholog_8228', 'C_chinensis_C_maculatus_A-linked_ortholog_8818', 'A_obtectus_C_maculatus_A-linked_ortholog_8311']"
A,rna-AOBTE_LOCUS30617,BRAKERILHT00000014919,CALCHIM00000045198,g7328.t1,6589,"['B_siliquastri_C_maculatus_A-linked_ortholog_7695', 'A_obtectus_C_chinensis_A-linked_ortholog_9048', 'A_obtectus_B_siliquastri_A-linked_ortholog_8722', 'B_siliquastri_C_chinensis_A-linked_ortholog_8224', 'C_chinensis_C_maculatus_A-linked_ortholog_8173', 'A_obtectus_C_maculatus_A-linked_ortholog_8313']"
A,rna-AOBTE_LOCUS30618-3,BRAKERILHT00000015360,CALCHIM00000045200,g7329.t1,6590,"['B_siliquastri_C_maculatus_A-linked_ortholog_7694', 'A_obtectus_C_chinensis_A-linked_ortholog_9049', 'A_obtectus_B_siliquastri_A-linked_ortholog_8723', 'B_siliquastri_C_chinensis_A-linked_ortholog_8223', 'C_chinensis_C_maculatus_A-linked_ortholog_8174', 'A_obtectus_C_maculatus_A-linked_ortholog_8314']"
A,rna-AOBTE_LOCUS30621,BRAKERILHT00000015060,CALCHIM00000050620,g7334.t1,6591,"['B_siliquastri_C_maculatus_A-linked_ortholog_7690', 'A_obtectus_C_chinensis_A-linked_ortholog_9051', 'A_obtectus_B_siliquastri_A-linked_ortholog_8725', 'B_siliquastri_C_chinensis_A-linked_ortholog_8220', 'C_chinensis_C_maculatus_A-linked_ortholog_8685', 'A_obtectus_C_maculatus_A-linked_ortholog_8317']"
A,rna-AOBTE_LOCUS30623-2,BRAKERILHT00000015350,CALCHIM00000050621,g7332.t1,6592,"['B_siliquastri_C_maculatus_A-linked_ortholog_7692', 'A_obtectus_C_chinensis_A-linked_ortholog_9052', 'A_obtectus_B_siliquastri_A-linked_ortholog_8727', 'B_siliquastri_C_chinensis_A-linked_ortholog_8221', 'C_chinensis_C_maculatus_A-linked_ortholog_8686', 'A_obtectus_C_maculatus_A-linked_ortholog_8319']"
A,rna-AOBTE_LOCUS30624-2,BRAKERILHT00000015421,CALCHIM00000055432,g7547.t1,6593,"['B_siliquastri_C_maculatus_A-linked_ortholog_7687', 'A_obtectus_C_chinensis_A-linked_ortholog_9053', 'A_obtectus_B_siliquastri_A-linked_ortholog_8728', 'B_siliquastri_C_chinensis_A-linked_ortholog_8217', 'C_chinensis_C_maculatus_A-linked_ortholog_9428', 'A_obtectus_C_maculatus_A-linked_ortholog_8320']"
A,rna-AOBTE_LOCUS30625,BRAKERILHT00000014062,CALCHIM00000050616,g7553.t1,6594,"['B_siliquastri_C_maculatus_A-linked_ortholog_7688', 'A_obtectus_C_chinensis_A-linked_ortholog_9054', 'A_obtectus_B_siliquastri_A-linked_ortholog_8729', 'B_siliquastri_C_chinensis_A-linked_ortholog_8218', 'C_chinensis_C_maculatus_A-linked_ortholog_8683', 'A_obtectus_C_maculatus_A-linked_ortholog_8321']"
A,rna-AOBTE_LOCUS30627,BRAKERILHT00000014259,CALCHIM00000045210,g7330.t1,6595,"['B_siliquastri_C_maculatus_A-linked_ortholog_7693', 'A_obtectus_C_chinensis_A-linked_ortholog_9055', 'A_obtectus_B_siliquastri_A-linked_ortholog_8730', 'B_siliquastri_C_chinensis_A-linked_ortholog_8222', 'C_chinensis_C_maculatus_A-linked_ortholog_8175', 'A_obtectus_C_maculatus_A-linked_ortholog_8323']"
A,rna-AOBTE_LOCUS30639-2,BRAKERILHT00000014762,CALCHIM00000055442,g7544.t1,6596,"['B_siliquastri_C_maculatus_A-linked_ortholog_7699', 'A_obtectus_C_chinensis_A-linked_ortholog_9057', 'A_obtectus_B_siliquastri_A-linked_ortholog_8731', 'B_siliquastri_C_chinensis_A-linked_ortholog_8229', 'C_chinensis_C_maculatus_A-linked_ortholog_9430', 'A_obtectus_C_maculatus_A-linked_ortholog_8324']"
A,rna-AOBTE_LOCUS30640,BRAKERILHT00000014976,CALCHIM00000040280,g7548.t1,6597,"['B_siliquastri_C_maculatus_A-linked_ortholog_7686', 'A_obtectus_C_chinensis_A-linked_ortholog_9058', 'A_obtectus_B_siliquastri_A-linked_ortholog_8732', 'B_siliquastri_C_chinensis_A-linked_ortholog_8216', 'C_chinensis_C_maculatus_A-linked_ortholog_8655', 'A_obtectus_C_maculatus_A-linked_ortholog_8325']"
A,rna-AOBTE_LOCUS30651,BRAKERILHT00000015338,CALCHIM00000004813,g9616.t1,6598,"['B_siliquastri_C_maculatus_A-linked_ortholog_7735', 'A_obtectus_C_chinensis_A-linked_ortholog_9060', 'A_obtectus_B_siliquastri_A-linked_ortholog_8734', 'B_siliquastri_C_chinensis_A-linked_ortholog_8270', 'C_chinensis_C_maculatus_A-linked_ortholog_5058', 'A_obtectus_C_maculatus_A-linked_ortholog_8326']"
A,rna-AOBTE_LOCUS30653-4,BRAKERILHT00000014173,CALCHIM00000004810,g5190.t1,6599,"['B_siliquastri_C_maculatus_A-linked_ortholog_7736', 'A_obtectus_C_chinensis_A-linked_ortholog_9061', 'A_obtectus_B_siliquastri_A-linked_ortholog_8735', 'B_siliquastri_C_chinensis_A-linked_ortholog_8271', 'C_chinensis_C_maculatus_A-linked_ortholog_5057', 'A_obtectus_C_maculatus_A-linked_ortholog_8327']"
A,rna-AOBTE_LOCUS30654,BRAKERILHT00000015393,CALCHIM00000019402,g7510.t1,6600,"['B_siliquastri_C_maculatus_A-linked_ortholog_7708', 'A_obtectus_C_chinensis_A-linked_ortholog_9062', 'A_obtectus_B_siliquastri_A-linked_ortholog_8736', 'B_siliquastri_C_chinensis_A-linked_ortholog_8241', 'C_chinensis_C_maculatus_A-linked_ortholog_3925', 'A_obtectus_C_maculatus_A-linked_ortholog_8328']"
A,rna-AOBTE_LOCUS30655,BRAKERILHT00000015540,CALCHIM00000025721,g7509.t1,6601,"['B_siliquastri_C_maculatus_A-linked_ortholog_7709', 'A_obtectus_C_chinensis_A-linked_ortholog_9063', 'A_obtectus_B_siliquastri_A-linked_ortholog_8737', 'B_siliquastri_C_chinensis_A-linked_ortholog_8242', 'C_chinensis_C_maculatus_A-linked_ortholog_8761', 'A_obtectus_C_maculatus_A-linked_ortholog_8329']"
A,rna-AOBTE_LOCUS30656,BRAKERILHT00000014304,CALCHIM00000025719,g7508.t1,6602,"['B_siliquastri_C_maculatus_A-linked_ortholog_7710', 'A_obtectus_C_chinensis_A-linked_ortholog_9064', 'A_obtectus_B_siliquastri_A-linked_ortholog_8738', 'B_siliquastri_C_chinensis_A-linked_ortholog_8243', 'C_chinensis_C_maculatus_A-linked_ortholog_8760', 'A_obtectus_C_maculatus_A-linked_ortholog_8330']"
A,rna-AOBTE_LOCUS30662-2,BRAKERILHT00000010566,CALCHIM00000049660,g10767.t1,6603,"['B_siliquastri_C_maculatus_A-linked_ortholog_6018', 'A_obtectus_C_chinensis_A-linked_ortholog_9066', 'A_obtectus_B_siliquastri_A-linked_ortholog_8740', 'B_siliquastri_C_chinensis_A-linked_ortholog_6447', 'C_chinensis_C_maculatus_A-linked_ortholog_9171', 'A_obtectus_C_maculatus_A-linked_ortholog_8332']"
A,rna-AOBTE_LOCUS30663-5,BRAKERILHT00000014623,CALCHIM00000034683,g3499.t3,6604,"['B_siliquastri_C_maculatus_A-linked_ortholog_7702', 'A_obtectus_C_chinensis_A-linked_ortholog_9067', 'A_obtectus_B_siliquastri_A-linked_ortholog_8741', 'B_siliquastri_C_chinensis_A-linked_ortholog_8233', 'C_chinensis_C_maculatus_A-linked_ortholog_9022', 'A_obtectus_C_maculatus_A-linked_ortholog_8333']"
A,rna-AOBTE_LOCUS30664,BRAKERILHT00000014904,CALCHIM00000031523,g3498.t1,6605,"['B_siliquastri_C_maculatus_A-linked_ortholog_7701', 'A_obtectus_C_chinensis_A-linked_ortholog_9068', 'A_obtectus_B_siliquastri_A-linked_ortholog_8742', 'B_siliquastri_C_chinensis_A-linked_ortholog_8232', 'C_chinensis_C_maculatus_A-linked_ortholog_8628', 'A_obtectus_C_maculatus_A-linked_ortholog_8334']"
A,rna-AOBTE_LOCUS30665,BRAKERILHT00000014716,CALCHIM00000025739,g3497.t1,6606,"['B_siliquastri_C_maculatus_A-linked_ortholog_7703', 'A_obtectus_C_chinensis_A-linked_ortholog_9069', 'A_obtectus_B_siliquastri_A-linked_ortholog_8743', 'B_siliquastri_C_chinensis_A-linked_ortholog_8234', 'C_chinensis_C_maculatus_A-linked_ortholog_9427', 'A_obtectus_C_maculatus_A-linked_ortholog_8335']"
A,rna-AOBTE_LOCUS30691-2,BRAKERILHT00000016649,CALCHIM00000044277,g1848.t1,6607,"['B_siliquastri_C_maculatus_A-linked_ortholog_8907', 'A_obtectus_C_chinensis_A-linked_ortholog_9073', 'A_obtectus_B_siliquastri_A-linked_ortholog_8747', 'B_siliquastri_C_chinensis_A-linked_ortholog_9512', 'C_chinensis_C_maculatus_A-linked_ortholog_8613', 'A_obtectus_C_maculatus_A-linked_ortholog_8339']"
A,rna-AOBTE_LOCUS30693-3,BRAKERILHT00000015931,CALCHIM00000044275,g1847.t1,6608,"['B_siliquastri_C_maculatus_A-linked_ortholog_8908', 'A_obtectus_C_chinensis_A-linked_ortholog_9074', 'A_obtectus_B_siliquastri_A-linked_ortholog_8748', 'B_siliquastri_C_chinensis_A-linked_ortholog_9513', 'C_chinensis_C_maculatus_A-linked_ortholog_8612', 'A_obtectus_C_maculatus_A-linked_ortholog_8340']"
A,rna-AOBTE_LOCUS30696,BRAKERILHT00000016366,CALCHIM00000033813,g1846.t1,6609,"['B_siliquastri_C_maculatus_A-linked_ortholog_8909', 'A_obtectus_C_chinensis_A-linked_ortholog_9076', 'A_obtectus_B_siliquastri_A-linked_ortholog_8750', 'B_siliquastri_C_chinensis_A-linked_ortholog_9515', 'C_chinensis_C_maculatus_A-linked_ortholog_2779', 'A_obtectus_C_maculatus_A-linked_ortholog_8341']"
A,rna-AOBTE_LOCUS30699,BRAKERILHT00000016042,CALCHIM00000033820,g1845.t1,6610,"['B_siliquastri_C_maculatus_A-linked_ortholog_8910', 'A_obtectus_C_chinensis_A-linked_ortholog_9077', 'A_obtectus_B_siliquastri_A-linked_ortholog_8751', 'B_siliquastri_C_chinensis_A-linked_ortholog_9516', 'C_chinensis_C_maculatus_A-linked_ortholog_2780', 'A_obtectus_C_maculatus_A-linked_ortholog_8342']"
A,rna-AOBTE_LOCUS30700-3,BRAKERILHT00000016241,CALCHIM00000055344,g1844.t1,6611,"['B_siliquastri_C_maculatus_A-linked_ortholog_8911', 'A_obtectus_C_chinensis_A-linked_ortholog_9078', 'A_obtectus_B_siliquastri_A-linked_ortholog_8752', 'B_siliquastri_C_chinensis_A-linked_ortholog_9517', 'C_chinensis_C_maculatus_A-linked_ortholog_9097', 'A_obtectus_C_maculatus_A-linked_ortholog_8343']"
A,rna-AOBTE_LOCUS30701,BRAKERILHT00000016707,CALCHIM00000033846,g1843.t2,6612,"['B_siliquastri_C_maculatus_A-linked_ortholog_8912', 'A_obtectus_C_chinensis_A-linked_ortholog_9079', 'A_obtectus_B_siliquastri_A-linked_ortholog_8753', 'B_siliquastri_C_chinensis_A-linked_ortholog_9518', 'C_chinensis_C_maculatus_A-linked_ortholog_2782', 'A_obtectus_C_maculatus_A-linked_ortholog_8344']"
A,rna-AOBTE_LOCUS30704-2,BRAKERILHT00000016130,CALCHIM00000033851,g5086.t1,6613,"['B_siliquastri_C_maculatus_A-linked_ortholog_8914', 'A_obtectus_C_chinensis_A-linked_ortholog_9081', 'A_obtectus_B_siliquastri_A-linked_ortholog_8755', 'B_siliquastri_C_chinensis_A-linked_ortholog_9520', 'C_chinensis_C_maculatus_A-linked_ortholog_2784', 'A_obtectus_C_maculatus_A-linked_ortholog_8346']"
A,rna-AOBTE_LOCUS30713,BRAKERILHT00000016902,CALCHIM00000045756,g1831.t1,6614,"['B_siliquastri_C_maculatus_A-linked_ortholog_8919', 'A_obtectus_C_chinensis_A-linked_ortholog_9085', 'A_obtectus_B_siliquastri_A-linked_ortholog_8761', 'B_siliquastri_C_chinensis_A-linked_ortholog_9527', 'C_chinensis_C_maculatus_A-linked_ortholog_6021', 'A_obtectus_C_maculatus_A-linked_ortholog_8348']"
A,rna-AOBTE_LOCUS30716-2,BRAKERILHT00000016135,CALCHIM00000045762,g1827.t2,6615,"['B_siliquastri_C_maculatus_A-linked_ortholog_8921', 'A_obtectus_C_chinensis_A-linked_ortholog_9086', 'A_obtectus_B_siliquastri_A-linked_ortholog_8762', 'B_siliquastri_C_chinensis_A-linked_ortholog_9529', 'C_chinensis_C_maculatus_A-linked_ortholog_6023', 'A_obtectus_C_maculatus_A-linked_ortholog_8349']"
A,rna-AOBTE_LOCUS30727,BRAKERILHT00000016976,CALCHIM00000041497,g7570.t1,6616,"['B_siliquastri_C_maculatus_A-linked_ortholog_8924', 'A_obtectus_C_chinensis_A-linked_ortholog_9088', 'A_obtectus_B_siliquastri_A-linked_ortholog_8766', 'B_siliquastri_C_chinensis_A-linked_ortholog_9533', 'C_chinensis_C_maculatus_A-linked_ortholog_6553', 'A_obtectus_C_maculatus_A-linked_ortholog_8352']"
A,rna-AOBTE_LOCUS30730-2,BRAKERILHT00000016236,CALCHIM00000041486,g7575.t1,6617,"['B_siliquastri_C_maculatus_A-linked_ortholog_8927', 'A_obtectus_C_chinensis_A-linked_ortholog_9091', 'A_obtectus_B_siliquastri_A-linked_ortholog_8769', 'B_siliquastri_C_chinensis_A-linked_ortholog_9536', 'C_chinensis_C_maculatus_A-linked_ortholog_6550', 'A_obtectus_C_maculatus_A-linked_ortholog_8355']"
A,rna-AOBTE_LOCUS30734-2,BRAKERILHT00000016398,CALCHIM00000038946,g7578.t1,6618,"['B_siliquastri_C_maculatus_A-linked_ortholog_8928', 'A_obtectus_C_chinensis_A-linked_ortholog_9092', 'A_obtectus_B_siliquastri_A-linked_ortholog_8770', 'B_siliquastri_C_chinensis_A-linked_ortholog_9537', 'C_chinensis_C_maculatus_A-linked_ortholog_2225', 'A_obtectus_C_maculatus_A-linked_ortholog_8356']"
A,rna-AOBTE_LOCUS30749-2,BRAKERILHT00000016233,CALCHIM00000043181,g1850.t2,6619,"['B_siliquastri_C_maculatus_A-linked_ortholog_8905', 'A_obtectus_C_chinensis_A-linked_ortholog_9096', 'A_obtectus_B_siliquastri_A-linked_ortholog_8773', 'B_siliquastri_C_chinensis_A-linked_ortholog_9510', 'C_chinensis_C_maculatus_A-linked_ortholog_8883', 'A_obtectus_C_maculatus_A-linked_ortholog_8358']"
A,rna-AOBTE_LOCUS30751,BRAKERILHT00000016094,CALCHIM00000051377,g1852.t3,6620,"['B_siliquastri_C_maculatus_A-linked_ortholog_8904', 'A_obtectus_C_chinensis_A-linked_ortholog_9097', 'A_obtectus_B_siliquastri_A-linked_ortholog_8774', 'B_siliquastri_C_chinensis_A-linked_ortholog_9509', 'C_chinensis_C_maculatus_A-linked_ortholog_6758', 'A_obtectus_C_maculatus_A-linked_ortholog_8359']"
A,rna-AOBTE_LOCUS30752-2,BRAKERILHT00000015786,CALCHIM00000043185,g1853.t1,6621,"['B_siliquastri_C_maculatus_A-linked_ortholog_8903', 'A_obtectus_C_chinensis_A-linked_ortholog_9098', 'A_obtectus_B_siliquastri_A-linked_ortholog_8775', 'B_siliquastri_C_chinensis_A-linked_ortholog_9508', 'C_chinensis_C_maculatus_A-linked_ortholog_8884', 'A_obtectus_C_maculatus_A-linked_ortholog_8360']"
A,rna-AOBTE_LOCUS30758,BRAKERILHT00000016143,CALCHIM00000038932,g7585.t1,6622,"['B_siliquastri_C_maculatus_A-linked_ortholog_8930', 'A_obtectus_C_chinensis_A-linked_ortholog_9099', 'A_obtectus_B_siliquastri_A-linked_ortholog_8776', 'B_siliquastri_C_chinensis_A-linked_ortholog_9539', 'C_chinensis_C_maculatus_A-linked_ortholog_2223', 'A_obtectus_C_maculatus_A-linked_ortholog_8361']"
A,rna-AOBTE_LOCUS30759-2,BRAKERILHT00000015932,CALCHIM00000038931,g7584.t1,6623,"['B_siliquastri_C_maculatus_A-linked_ortholog_8931', 'A_obtectus_C_chinensis_A-linked_ortholog_9100', 'A_obtectus_B_siliquastri_A-linked_ortholog_8777', 'B_siliquastri_C_chinensis_A-linked_ortholog_9540', 'C_chinensis_C_maculatus_A-linked_ortholog_2222', 'A_obtectus_C_maculatus_A-linked_ortholog_8362']"
A,rna-AOBTE_LOCUS30760-3,BRAKERILHT00000015910,CALCHIM00000051389,g1857.t1,6624,"['B_siliquastri_C_maculatus_A-linked_ortholog_8899', 'A_obtectus_C_chinensis_A-linked_ortholog_9101', 'A_obtectus_B_siliquastri_A-linked_ortholog_8778', 'B_siliquastri_C_chinensis_A-linked_ortholog_9504', 'C_chinensis_C_maculatus_A-linked_ortholog_6762', 'A_obtectus_C_maculatus_A-linked_ortholog_8363']"
A,rna-AOBTE_LOCUS30761-2,BRAKERILHT00000016308,CALCHIM00000051388,g1856.t1,6625,"['B_siliquastri_C_maculatus_A-linked_ortholog_8900', 'A_obtectus_C_chinensis_A-linked_ortholog_9102', 'A_obtectus_B_siliquastri_A-linked_ortholog_8779', 'B_siliquastri_C_chinensis_A-linked_ortholog_9505', 'C_chinensis_C_maculatus_A-linked_ortholog_6761', 'A_obtectus_C_maculatus_A-linked_ortholog_8364']"
A,rna-AOBTE_LOCUS30762,BRAKERILHT00000010333,CALCHIM00000011162,g6469.t1,6626,"['B_siliquastri_C_maculatus_A-linked_ortholog_5219', 'A_obtectus_B_siliquastri_A-linked_ortholog_8780', 'B_siliquastri_C_chinensis_A-linked_ortholog_5606', 'C_chinensis_C_maculatus_A-linked_ortholog_8814', 'A_obtectus_C_maculatus_A-linked_ortholog_8365']"
A,rna-AOBTE_LOCUS30763,BRAKERILHT00000015611,CALCHIM00000051380,g1854.t1,6627,"['B_siliquastri_C_maculatus_A-linked_ortholog_8902', 'A_obtectus_C_chinensis_A-linked_ortholog_9104', 'A_obtectus_B_siliquastri_A-linked_ortholog_8781', 'B_siliquastri_C_chinensis_A-linked_ortholog_9507', 'C_chinensis_C_maculatus_A-linked_ortholog_6759', 'A_obtectus_C_maculatus_A-linked_ortholog_8366']"
A,rna-AOBTE_LOCUS30769,BRAKERILHT00000016813,CALCHIM00000051392,g1858.t1,6628,"['B_siliquastri_C_maculatus_A-linked_ortholog_8872', 'A_obtectus_C_chinensis_A-linked_ortholog_9105', 'A_obtectus_B_siliquastri_A-linked_ortholog_8782', 'B_siliquastri_C_chinensis_A-linked_ortholog_9472', 'C_chinensis_C_maculatus_A-linked_ortholog_6763', 'A_obtectus_C_maculatus_A-linked_ortholog_8367']"
A,rna-AOBTE_LOCUS30771,BRAKERILHT00000016163,CALCHIM00000051394,g1859.t1,6629,"['B_siliquastri_C_maculatus_A-linked_ortholog_8873', 'A_obtectus_C_chinensis_A-linked_ortholog_9106', 'A_obtectus_B_siliquastri_A-linked_ortholog_8783', 'B_siliquastri_C_chinensis_A-linked_ortholog_9473', 'C_chinensis_C_maculatus_A-linked_ortholog_6764', 'A_obtectus_C_maculatus_A-linked_ortholog_8368']"
A,rna-AOBTE_LOCUS30773,BRAKERILHT00000015704,CALCHIM00000051082,g1860.t1,6630,"['B_siliquastri_C_maculatus_A-linked_ortholog_8874', 'A_obtectus_C_chinensis_A-linked_ortholog_9107', 'A_obtectus_B_siliquastri_A-linked_ortholog_8784', 'B_siliquastri_C_chinensis_A-linked_ortholog_9474', 'C_chinensis_C_maculatus_A-linked_ortholog_9359', 'A_obtectus_C_maculatus_A-linked_ortholog_8369']"
A,rna-AOBTE_LOCUS30778,BRAKERILHT00000016563,CALCHIM00000043376,g1862.t1,6631,"['B_siliquastri_C_maculatus_A-linked_ortholog_8875', 'A_obtectus_C_chinensis_A-linked_ortholog_9109', 'A_obtectus_B_siliquastri_A-linked_ortholog_8785', 'B_siliquastri_C_chinensis_A-linked_ortholog_9475', 'C_chinensis_C_maculatus_A-linked_ortholog_8271', 'A_obtectus_C_maculatus_A-linked_ortholog_8371']"
A,rna-AOBTE_LOCUS30780-2,BRAKERILHT00000016573,CALCHIM00000043389,g1864.t1,6632,"['B_siliquastri_C_maculatus_A-linked_ortholog_8876', 'A_obtectus_C_chinensis_A-linked_ortholog_9111', 'A_obtectus_B_siliquastri_A-linked_ortholog_8786', 'B_siliquastri_C_chinensis_A-linked_ortholog_9476', 'C_chinensis_C_maculatus_A-linked_ortholog_8273', 'A_obtectus_C_maculatus_A-linked_ortholog_8373']"
A,rna-AOBTE_LOCUS30782,BRAKERILHT00000016493,CALCHIM00000043392,g1866.t1,6633,"['B_siliquastri_C_maculatus_A-linked_ortholog_8878', 'A_obtectus_C_chinensis_A-linked_ortholog_9112', 'A_obtectus_B_siliquastri_A-linked_ortholog_8788', 'B_siliquastri_C_chinensis_A-linked_ortholog_9478', 'C_chinensis_C_maculatus_A-linked_ortholog_8275', 'A_obtectus_C_maculatus_A-linked_ortholog_8375']"
A,rna-AOBTE_LOCUS30783,BRAKERILHT00000016193,CALCHIM00000043393,g1867.t2,6634,"['B_siliquastri_C_maculatus_A-linked_ortholog_8879', 'A_obtectus_C_chinensis_A-linked_ortholog_9113', 'A_obtectus_B_siliquastri_A-linked_ortholog_8789', 'B_siliquastri_C_chinensis_A-linked_ortholog_9479', 'C_chinensis_C_maculatus_A-linked_ortholog_8276', 'A_obtectus_C_maculatus_A-linked_ortholog_8376']"
